"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00518590","1952","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1953","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1954","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1955","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1956","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1957","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1959","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1960","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1961","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1962","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1963","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1964","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1965","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1966","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1967","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1968","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1969","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1970","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1971","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1972","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1974","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1975","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
"USC00518590","1977","19.7","-155.2","714.1","SADDLE ROAD 1 84, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
