"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00028566","1953","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","","","","","        17","0","         8","0","         0","0","        0","","         0","0","","","","","","","","","","","         1"," ","","","     0"," ,0,1231,+","     0","T,0,0224, ","  15.2"," ,0,0825, ","","","","","","","","","","","","","","","","","","","    1099.4","4","    1099.4","0","     71.9"," ,0","        0","T,0","","","","","",""
"USC00028566","1954","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","   1558.8","","    1558.8","0","        22","0","        14","0","         0","0","        0","","         0","0","         0","0","        28","0","         0","0","       307","0","       176","0","","","   -7.8","0,1230, ","     0"," ,0,1231,+","     0","T,0,0121, ","  17.3"," ,0,0120, ","   43.9","0,0621, ","-0.6","0,1211","-2.2","0,1218","-4.4","0,1222","-7.8","0,1230","0.0","0,0313","-2.2","0,0105","-4.4","0,0103","","","","","","","    139.9"," ,0","        0","T,0","     20.28","0","     29.96","0","     10.59","0"
"USC00028566","1955","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","","","","","        25","0","        13","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.8"," ,0,0804, ","","","","","","","","","","","","","","","","","","","","","","","    143.4"," ,0","        0"," ,0","","","","","",""
"USC00028566","1956","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","   1477.0","","    1477.0","0","        18","0","         5","0","         2","0","        0","","         0","0","         0","0","        53","0","         0","0","       290","0","       157","0","         1"," ","   -6.7","0,0204, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  44.5"," ,0,0817, ","   44.4","0,0708, ","0.0","0,1102","-3.9","0,1121","","","","","-0.6","0,0314","-2.2","0,0225","-4.4","0,0205","-6.7","0,0204","     936.1","1","     936.1","0","    106.5"," ,0","        0"," ,0","     19.80","0","     29.79","0","      9.80","0"
"USC00028566","1957","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","   1506.8","","    1506.8","0","        30","0","        17","0","         1","0","        0","","         0","0","         0","0","        16","0","         0","0","       280","0","       139","0","","","   -2.8","0,1201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.2"," ,0,1031, ","   44.4","0,0705,+","-0.6","0,1119","-2.2","0,1124","","","","","-0.6","0,0201","","","","","","","     826.2","2","     826.2","0","    143.3"," ,0","        0"," ,0","     20.21","0","     28.83","0","     11.59","0"
"USC00028566","1958","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","   1680.8","","    1680.8","0","        29","0","        16","0","         2","0","        0","","         0","0","         0","0","        30","0","         0","0","       293","0","       158","0","","","   -3.9","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.4"," ,0,0913, ","   45.0","0,0712, ","-2.8","0,1117","-2.8","0,1117","","","","","0.0","0,0126","-2.8","0,0125","","","","","    1031.5","5","    1031.5","0","    199.7"," ,0","        0"," ,0","     20.34","0","     29.70","0","     10.98","0"
"USC00028566","1959","33.56667","-112.4","335.0","WADDELL 3 SSE, AZ US","","","","","        20","0","        17","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.8"," ,0,0810, ","","","","","","","","","","","","","","","","","","","     875.4","4","     875.4","0","    231.5"," ,0","        0"," ,0","","","","","",""
