"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00131546","2006","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    133.1","","     133.1","E","       29","","         0","E","       111","E","        41","E","        88","E","         6","E","  -16.6","E,0308, ","   550"," ,E,0305, ","   34.0","E,0726, ","-0.4","E,1018","-2.2","E,1107","-4.6","E,1220","-7.3","E,1228","","","-0.6","E,0430","-2.3","E,0407","-7.4","E,0315","-7.4","E,0315","-10.1","E,0314","    3920.6","6","    3920.6","E","      8.81","E","     13.55","E","      4.07","E"
"GME00131546","2007","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     80.3","","      80.3","E","       13","","         0","E","        84","E","        22","E","        96","E","         2","E","  -10.3","E,0126, ","   160"," ,E,0125, ","   33.8","E,0715, ","-0.4","E,1020","-9.7","E,1115","-9.7","E,1115","-9.7","E,1115","-9.7","E,1115","-0.1","E,0419","-2.5","E,0220","-5.2","E,0127","-10.3","E,0126","-10.3","E,0126","    2903.5","5","    2903.5","E","      9.34","E","     14.06","E","      4.62","E"
"GME00131546","2008","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     83.6","","      83.6","E","       11","","         0","E","       101","E","        22","E","        88","E","         0","E","   -9.8","E,1230, ","   110"," ,E,1212, ","   31.6","E,0807, ","-1.0","E,1018","-2.6","E,1117","-4.4","E,1126","-8.0","E,1127","-9.5","E,1229","-4.0","E,0408","-4.0","E,0408","-4.7","E,0307","-8.6","E,0217","","","    3622.4","4","    3622.4","E","      8.95","E","     13.42","E","      4.48","E"
"GME00131546","2009","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     92.0","","      92.0","E","       33","","         1","E","       103","E","        36","E","        94","E","         1","E","  -19.5","E,1220, ","   180"," ,E,0222, ","   33.9","E,0723, ","-0.1","E,1014","-2.4","E,1019","-5.5","E,1214","-11.4","E,1217","-11.4","E,1217","-0.7","E,0424","-3.9","E,0325","-4.7","E,0321","-10.8","E,0220","-10.8","E,0220","    3741.3","3","    3741.3","E","      8.80","E","     13.44","E","      4.16","E"
"GME00131546","2010","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     90.5","","      90.5","E","       71","","         0","E","       117","E","        64","E","        71","E","         0","E","  -15.8","E,1204, ","   200"," ,E,1204,+","   31.8","E,0712, ","-1.4","E,1021","-2.5","E,1120","-7.8","E,1127","-7.8","E,1127","-15.1","E,1130","-1.5","E,0422","-2.7","E,0402","-8.2","E,0312","-8.2","E,0312","-10.5","E,0309","    3668.6","6","    3668.6","E","      7.69","E","     11.90","E","      3.47","E"
"GME00131546","2011","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     99.5","","      99.5","E","       22","","         0","E","        95","E","        22","E","       102","E","         4","E","  -13.9","E,0130, ","   140"," ,E,0127, ","   34.0","E,0826, ","-0.8","E,1015","-2.8","E,1023","-5.8","E,1219","","","","","-0.9","E,0505","-2.5","E,0322","-7.4","E,0308","-7.4","E,0308","-11.1","E,0224","    3618.5","5","    3618.5","E","      9.40","E","     14.26","E","      4.54","E"
"GME00131546","2012","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    100.6","","     100.6","E","","","         8","E","        90","E","        30","E","        97","E","         2","E","  -21.3","E,0212, ","","","   33.6","E,0820, ","-1.8","E,1027","-2.5","E,1028","-6.2","E,1130","-7.0","E,1201","-17.4","E,1212","-0.1","E,0418","-2.3","E,0307","-6.8","E,0222","-6.8","E,0222","-19.4","E,0213","    3505.7","7","    3505.7","E","      8.89","E","     13.48","E","      4.30","E"
"GME00131546","2013","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    111.6","","     111.6","E","","","         0","E","       111","E","        35","E","        86","E","         6","E","  -14.6","E,0210, ","","","   35.1","E,0727, ","-0.7","E,1003","-3.5","E,1125","-7.0","E,1127","-7.0","E,1127","","","-2.1","E,0408","-2.6","E,0401","-8.4","E,0328","-8.4","E,0328","-9.1","E,0327","    3768.0","0","    3768.0","E","      8.30","E","     12.53","E","      4.07","E"
"GME00131546","2014","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     54.3","","      54.3","E","","","         0","E","        71","E","         6","E","        77","E","         1","E","  -15.9","E,1229, ","","","   32.5","E,0719, ","-0.2","E,1130","-2.6","E,1209","-7.9","E,1227","-7.9","E,1227","-14.9","E,1228","-3.1","E,0417","-3.1","E,0417","-6.3","E,0201","","","","","    3255.8","8","    3255.8","E","      9.76","E","     14.33","E","      5.18","E"
"GME00131546","2015","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    191.9","","     191.9","E","","","         0","E","       111","E","        18","E","        87","E","        13","E","  -13.3","E,0203, ","","","   35.0","E,0807, ","-0.3","E,1012","-3.5","E,1123","-5.4","E,1124","","","","","-0.5","E,0424","-2.3","E,0407","-5.2","E,0227","-6.8","E,0211","-9.9","E,0207","    3381.9","9","    3381.9","E","      9.65","E","     14.43","E","      4.86","E"
"GME00131546","2016","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     92.6","","      92.6","E","","","         0","E","        96","E","        17","E","        90","E","         0","E","  -12.9","E,0122, ","","","   31.6","E,0711, ","-0.8","E,1023","-2.7","E,1104","-5.9","E,1129","-6.8","E,1130","","","-1.9","E,0429","-2.4","E,0327","-4.9","E,0309","-10.7","E,0123","-10.7","E,0123","    3239.8","8","    3239.8","E","      9.35","E","     13.74","E","      4.97","E"
"GME00131546","2017","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    144.0","","     144.0","E","","","         1","E","        96","E","        28","E","        95","E","         1","E","  -18.5","E,0107, ","","","   33.5","E,0801, ","-0.9","E,1031","-2.6","E,1201","-5.8","E,1210","","","","","-1.0","E,0430","-2.9","E,0424","-4.5","E,0215","-8.4","E,0130","-11.7","E,0129","    3472.5","5","    3472.5","E","      9.19","E","     13.86","E","      4.52","E"
"GME00131546","2018","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    162.1","","     162.1","E","","","         0","E","        92","E","        23","E","       123","E","         4","E","  -17.6","E,0228, ","","","   33.8","E,0809, ","-0.8","E,0926","-2.2","E,1117","-5.6","E,1128","-7.2","E,1215","","","-0.8","E,0407","-2.5","E,0325","-5.5","E,0322","-10.1","E,0303","-10.1","E,0303","    3267.2","2","    3267.2","E","     10.11","E","     14.97","E","      5.25","E"
"GME00131546","2019","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    134.2","","     134.2","E","","","         0","E","        85","E","        15","E","        99","E","         6","E","  -10.7","E,0120, ","","","   33.9","E,0725, ","-1.7","E,1109","-3.2","E,1114","-5.3","E,1204","","","","","-0.5","E,0507","-3.6","E,0321","-5.6","E,0224","-7.2","E,0207","-10.7","E,0120","    3211.5","5","    3211.5","E","      9.77","E","     14.67","E","      4.87","E"
"GME00131546","2020","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     97.5","","      97.5","E","","","         0","E","        99","E","         9","E","        95","E","         2","E","   -6.7","E,1203, ","","","   33.9","E,0821, ","-0.8","E,1020","-3.8","E,1121","-5.6","E,1202","-6.7","E,1203","","","-0.5","E,0416","-4.2","E,0415","-6.0","E,0401","","","","","    3149.1","1","    3149.1","E","      9.85","E","     14.72","E","      4.98","E"
"GME00131546","2021","48.2081","11.2044","530.0","MAISACH GALGEN, GM","     67.0","","      67.0","E","","","         0","E","       112","E","        20","E","        87","E","         0","E","  -16.4","E,0212, ","","","   30.8","E,0814, ","-1.8","E,1024","-2.3","E,1109","-8.0","E,1210","-8.0","E,1210","","","-1.0","E,0508","-3.5","E,0416","-4.4","E,0309","-14.2","E,0215","-14.2","E,0215","    3491.9","9","    3491.9","E","      8.69","E","     13.30","E","      4.09","E"
"GME00131546","2022","48.2081","11.2044","530.0","MAISACH GALGEN, GM","    132.0","","     132.0","E","","","         0","E","        98","E","        12","E","       108","E","         5","E","  -12.8","E,1213, ","","","   35.2","E,0720, ","-0.1","E,1106","-3.6","E,1127","-6.5","E,1211","-11.0","E,1212","-11.0","E,1212","-0.7","E,0420","-4.6","E,0404","-4.6","E,0404","-6.7","E,0309","","","    3313.6","6","    3313.6","E","     10.11","E","     15.15","E","      5.07","E"
