"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00049125","1939","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","","","","","","","         2"," ","","","","","",""
"USC00049125","1940","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","","","","","","","         7"," ","         1"," ","","","",""
"USC00049125","1943","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","","","","","","","        15"," ","","","","","",""
"USC00049125","1944","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","        89","6","        65","6","        20","6","        19"," ","","","  91.4"," ,6,0304, ","   1310.3"," ,6"
"USC00049125","1945","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","        89","6","        71","6","        19","6","        19"," ","         2"," "," 100.8"," ,6,1227, ","   1405.2"," ,6"
"USC00049125","1946","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","        65","6","        45","6","         8","6","        30"," ","","","  92.7"," ,6,1119, ","    717.9"," ,6"
"USC00049125","1947","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","        67","6","        51","6","        11","6","        32"," ","         1"," ","  81.3"," ,6,0212, ","    837.7"," ,6"
"USC00049125","1948","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","","","","","","","        11"," ","","","","","",""
"USC00049125","1949","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","        74","0","        50","0","         9","0","        18"," ","         1"," ","  48.3"," ,0,0207, ","    819.2"," ,0"
"USC00049125","1950","39.11667","-123.25","427.0","UKIAH 4 SW, CA US","","","","","","","        22"," ","         3"," ","","","",""
