"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN004122600","1956","23.317","85.317","652.0","M.O. RANCHI, IN","       120","I","        93","I","        19","I","","","","","","","","","","","","","  57.7"," ,I,0815, ","","","   1466.8"," ,I","","","",""
"IN004122600","1958","23.317","85.317","652.0","M.O. RANCHI, IN","       107","I","        74","I","        19","I","","","","","","","","","","","",""," 178.8"," ,I,0723, ","","","   1336.7"," ,I","","","",""
"IN004122600","1959","23.317","85.317","652.0","M.O. RANCHI, IN","       109","I","        84","I","        25","I","","","","","","","","","","","",""," 111.0"," ,I,1002, ","","","   1635.0"," ,I","","","",""
"IN004122600","1961","23.317","85.317","652.0","M.O. RANCHI, IN","       103","I","        74","I","        23","I","","","","","","","","","","","","","  94.4"," ,I,0825, ","","","   1596.4"," ,I","","","",""
"IN004122600","1962","23.317","85.317","652.0","M.O. RANCHI, IN","        84","I","        66","I","        11","I","","","","","","","","","","","","","  66.3"," ,I,0821, ","","","   1009.2"," ,I","","","",""
"IN004122600","1963","23.317","85.317","652.0","M.O. RANCHI, IN","        97","I","        76","I","        18","I","","","","","","","","","","","",""," 130.1"," ,I,0928, ","","","   1472.4"," ,I","","","",""
"IN004122600","1964","23.317","85.317","652.0","M.O. RANCHI, IN","        94","I","        75","I","        14","I","","","","","","","","","","","","","  85.8"," ,I,0824, ","","","   1269.2"," ,I","","","",""
"IN004122600","1965","23.317","85.317","652.0","M.O. RANCHI, IN","        82","I","        58","I","        14","I","","","","","","","","","","","",""," 152.4"," ,I,0729, ","","","   1299.3"," ,I","","","",""
"IN004122600","1966","23.317","85.317","652.0","M.O. RANCHI, IN","        75","I","        64","I","        10","I","","","","","","","","","","","",""," 140.0"," ,I,0624, ","","","   1101.5"," ,I","","","",""
"IN004122600","1967","23.317","85.317","652.0","M.O. RANCHI, IN","       104","I","        78","I","        14","I","","","","","","","","","","","","","  64.2"," ,I,0904, ","","","   1288.5"," ,I","","","",""
"IN004122600","1968","23.317","85.317","652.0","M.O. RANCHI, IN","       101","I","        72","I","        14","I","","","","","","","","","","","","","  76.6"," ,I,0808, ","","","   1231.4"," ,I","","","",""
"IN004122600","1969","23.317","85.317","652.0","M.O. RANCHI, IN","       114","I","        82","I","        16","I","","","","","","","","","","","","","  97.2"," ,I,0814, ","","","   1529.2"," ,I","","","",""
"IN004122600","1970","23.317","85.317","652.0","M.O. RANCHI, IN","       110","I","        82","I","        17","I","","","","","","","","","","","",""," 144.4"," ,I,0706, ","","","   1626.4"," ,I","","","",""
"IN004122600","2002","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       326","S","       101","S","","","","","   41.8","S,0519, ","","","     30.04","S","",""
"IN004122600","2005","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       338","S","       103","S","","","","","   42.3","S,0524, ","","","     30.07","S","",""
"IN004122600","2006","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       355","S","        95","S","","","","","   40.2","S,0502, ","","","     30.03","S","",""
"IN004122600","2007","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       345","S","        74","S","","","","","   41.8","S,0423, ","","","     29.26","S","",""
"IN004122600","2008","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","         0","S","         0","S","","","","","","","    3.2","S,0101, ","","","","","","","","","     16.84","S"
"IN004122600","2009","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       351","S","       114","S","","","","","   43.0","S,0502, ","","","     30.56","S","",""
"IN004122600","2010","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       352","S","       123","S","","","","","   42.4","S,0418, ","","","     30.94","S","",""
"IN004122600","2012","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       345","S","       106","S","","","","","   42.2","S,0603, ","","","     30.17","S","",""
"IN004122600","2013","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       348","S","        89","S","","","","","   41.5","S,0510, ","","","     29.49","S","",""
"IN004122600","2014","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       339","S","       106","S","","","","","   41.4","S,0607, ","","","     30.06","S","",""
"IN004122600","2015","23.317","85.317","652.0","M.O. RANCHI, IN","","","","","","","","","","","         0","S","       342","S","       141","S","","","","","   41.6","S,0524, ","","","     30.77","S","",""
