"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN025010100","1975","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       166","I","       145","I","        58","I","","","","","","","","","","","",""," 190.2"," ,I,0830, ","","","   4618.4"," ,I","","","","","",""
"IN025010100","1976","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       123","I","       108","I","        44","I","","","","","","","","","","","",""," 298.5"," ,I,0823, ","","","   4125.4"," ,I","","","","","",""
"IN025010100","1977","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       145","I","       110","I","        47","I","","","","","","","","","","","",""," 251.5"," ,I,1115, ","","","   3857.9"," ,I","","","","","",""
"IN025010100","1978","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       159","I","       127","I","        62","I","","","","","","","","","","","",""," 312.2"," ,I,1106, ","","","   4781.6"," ,I","","","","","",""
"IN025010100","1979","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       153","I","       127","I","        48","I","","","","","","","","","","","",""," 317.5"," ,I,0724, ","","","   4607.2"," ,I","","","","","",""
"IN025010100","1980","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       140","I","       111","I","        43","I","","","","","","","","","","","",""," 252.2"," ,I,0519, ","","","   3603.4"," ,I","","","","","",""
"IN025010100","1981","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       136","I","       111","I","        55","I","","","","","","","","","","","",""," 174.0"," ,I,0827, ","","","   4239.2"," ,I","","","","","",""
"IN025010100","1983","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       122","I","       100","I","        43","I","","","","","","","","","","","",""," 318.0"," ,I,0611, ","","","   3733.7"," ,I","","","","","",""
"IN025010100","1984","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","       141","I","       107","I","        45","I","","","","","","","","","","","",""," 222.5"," ,I,0220, ","","","   3800.7"," ,I","","","","","",""
"IN025010100","2003","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       335","S","       130","S","","","","","   34.5","S,0603,+","","","","","     31.98","S","",""
"IN025010100","2004","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       343","S","        96","S","","","","","   34.8","S,0422, ","","","","","     31.72","S","",""
"IN025010100","2005","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       355","S","       142","S","","","","","   35.4","S,0523, ","","","","","     31.89","S","",""
"IN025010100","2006","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       345","S","       126","S","","","","","   34.2","S,0512,+","","","","","     31.74","S","",""
"IN025010100","2007","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       350","S","       129","S","","","","","   35.0","S,0502, ","","","","","     31.91","S","",""
"IN025010100","2008","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       349","S","        83","S","","","","","   33.9","S,0425, ","","","","","     31.35","S","",""
"IN025010100","2010","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       347","S","       111","S","","","","","   34.8","S,0514, ","","","","","     31.76","S","",""
"IN025010100","2012","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       361","S","       146","S","","","","","   34.2","S,0417,+","","","","","     32.05","S","",""
"IN025010100","2013","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       349","S","       114","S","","","","","   35.0","S,0329, ","","","","","     31.88","S","",""
"IN025010100","2014","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       352","S","       124","S","","","","","   36.8","S,0328, ","","","","","     31.97","S","",""
"IN025010100","2022","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","         0","S","         0","S","         0","S","       361","S","       161","S","   19.8","S,0515, ","","","   35.0","S,0429,+","","","     28.46","S","     32.01","S","     24.92","S"
"IN025010100","2023","8.3","73.0","2.0","MINICOY OBSERVATORY, IN","","","","","","","","","","","         0","S","       360","S","       268","S","","","","","   35.0","S,0526,+","","","","","     32.77","S","",""
