"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"SAM00040360","1986","31.412","37.279","509.6","GURIAT, SA","         0","S","       255","S","       147","S","   44.3","S,0716, ","     28.67","S"
"SAM00040360","1988","31.412","37.279","509.6","GURIAT, SA","         0","S","       221","S","       137","S","   44.2","S,0821, ","     28.39","S"
"SAM00040360","1996","31.412","37.279","509.6","GURIAT, SA","         0","S","       259","S","       155","S","   45.4","S,0703, ","     29.13","S"
"SAM00040360","1997","31.412","37.279","509.6","GURIAT, SA","         0","S","       250","S","       154","S","   42.0","S,0623,+","     27.93","S"
"SAM00040360","2000","31.412","37.279","509.6","GURIAT, SA","         0","S","       255","S","       150","S","   47.6","S,0731, ","     28.68","S"
"SAM00040360","2001","31.412","37.279","509.6","GURIAT, SA","         0","S","       265","S","       156","S","   44.4","S,0730, ","     29.16","S"
"SAM00040360","2002","31.412","37.279","509.6","GURIAT, SA","         0","S","       262","S","       150","S","   45.0","S,0801, ","     28.73","S"
"SAM00040360","2003","31.412","37.279","509.6","GURIAT, SA","         0","S","       245","S","       164","S","   43.0","S,0706, ","     28.81","S"
"SAM00040360","2004","31.412","37.279","509.6","GURIAT, SA","         0","S","       247","S","       155","S","   45.4","S,0707, ","     28.90","S"
"SAM00040360","2005","31.412","37.279","509.6","GURIAT, SA","         0","S","       273","S","       153","S","   42.8","S,0818, ","     28.48","S"
"SAM00040360","2006","31.412","37.279","509.6","GURIAT, SA","         0","S","       243","S","       146","S","   42.8","S,0606, ","     28.02","S"
"SAM00040360","2008","31.412","37.279","509.6","GURIAT, SA","         0","S","       257","S","       143","S","   45.2","S,0905, ","     28.74","S"
"SAM00040360","2011","31.412","37.279","509.6","GURIAT, SA","         0","S","       237","S","       142","S","   47.0","S,0731, ","     28.13","S"
"SAM00040360","2012","31.412","37.279","509.6","GURIAT, SA","         0","S","       255","S","       170","S","   46.0","S,0719, ","     29.17","S"
"SAM00040360","2017","31.412","37.279","509.6","GURIAT, SA","         0","S","       251","S","       140","S","   46.0","S,0703, ","     29.29","S"
"SAM00040360","2018","31.412","37.279","509.6","GURIAT, SA","         0","S","       254","S","       156","S","   43.6","S,0831, ","     29.22","S"
"SAM00040360","2019","31.412","37.279","509.6","GURIAT, SA","         0","S","       244","S","       162","S","   45.4","S,0625, ","     29.08","S"
"SAM00040360","2020","31.412","37.279","509.6","GURIAT, SA","         0","S","       267","S","       172","S","   48.0","S,0727, ","     29.65","S"
