"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MA000067009","2002","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","I","         0","I","","","","","","","   16.2","I,0807, ","","","","","","","","","","","     21.65","I"
"MA000067009","2004","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","S","         0","S","","","","","","","   15.0","S,0707, ","","","","","","","","","","","     21.19","S"
"MA000067009","2005","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","S","         0","S","","","","","","","   16.7","S,0914, ","","","","","","","","","","","     21.43","S"
"MA000067009","2006","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","S","         0","S","","","","","","","   14.7","S,0907, ","","","","","","","","","","","     21.70","S"
"MA000067009","2010","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","","","","","         0","S","       339","S","       114","S","","","   34.2","S,0105,+","","","","","","","     31.43","S","",""
"MA000067009","2011","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","S","         0","S","         0","S","       346","S","        96","S","   15.2","S,0710, ","   36.0","S,1124,+","","","","","     26.68","S","     31.46","S","     21.90","S"
"MA000067009","2012","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","","","","","         0","S","       331","S","        76","S","","","   35.6","S,1216,+","","","","","","","     31.07","S","",""
"MA000067009","2013","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","         0","S","         0","S","         0","S","       341","S","       115","S","   15.0","S,0903,+","   35.2","S,1031,+","","","","","     26.35","S","     31.74","S","     20.95","S"
"MA000067009","2014","-12.35","49.3","105.0","ANTSIRANANA, MA","   2524.0","","    2524.0","S","         0","S","         0","S","         0","S","       349","S","        99","S","   14.5","S,0612, ","   35.0","S,1124,+","       0.0","0","       0.0","S","     25.92","S","     31.50","S","     20.33","S"
"MA000067009","2015","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","","","","","         0","S","       332","S","       118","S","","","   35.1","S,1205, ","","","","","","","     31.68","S","",""
"MA000067009","2018","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","","","","","         0","S","       344","S","        92","S","","","   34.6","S,1211,+","","","","","","","     31.32","S","",""
"MA000067009","2021","-12.35","49.3","105.0","ANTSIRANANA, MA","","","","","","","","","         0","S","       339","S","       101","S","","","   34.6","S,1223,+","","","","","","","     31.50","S","",""
