"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKW00015027","1949","53.38333","-2.65","27.1","WARRINGTON, ENG UK","     28.6","","      28.6","X","","","","","","","        2","","","","         0","X","        33","X","         0","X","        66","X","         0","X","       177"," ","        11"," ","   -5.0","X,0205, ","    25"," ,X,0105,+","","","","","   28.9","X,0712, ","-1.7","X,1027","-3.3","X,1211","","","","","","","0.0","X,0320","-3.3","X,0311","-5.0","X,0205","","","","","","","","","","","","","     10.44","X","     14.23","X","      6.66","X"
"UKW00015027","1950","53.38333","-2.65","27.1","WARRINGTON, ENG UK","      7.9","","       7.9","X","       174","X","        83","X","         0","X","        8","","         2","X","         0","X","        55","X","         6","X","        34","X","         0","X","       158"," ","         9"," ","   -9.4","X,1215, ","   178"," ,X,1230, ","   147"," ,X,1230, ","  18.3"," ,X,0906,+","   31.1","X,0606, ","0.0","X,1026","-5.0","X,1126","-5.0","X,1126","-8.9","X,1203","-8.9","X,1203","0.0","X,0426","-5.0","X,0227","-5.0","X,0227","-7.2","X,0126","","","    2931.4","4","    2931.4","X","    732.9"," ,X","      199"," ,X","      9.24","X","     12.72","X","      5.76","X"
"UKW00015027","1951","53.38333","-2.65","27.1","WARRINGTON, ENG UK","      4.8","","       4.8","X","       160","X","        93","X","         2","X","        4","","         1","X","         0","X","        60","X","         1","X","        17","X","         0","X","       141"," ","         3"," ","   -5.6","X,1211, ","    76"," ,X,0101, ","    51"," ,X,0101, ","  31.5"," ,X,0626, ","   26.1","X,0721, ","-0.6","X,1022","-2.2","X,1023","-5.6","X,1211","","","","","0.0","X,0511","-2.2","X,0330","-5.0","X,0304","","","","","    3640.4","4","    3640.4","X","    850.8"," ,X","       51"," ,X","      8.97","X","     12.56","X","      5.39","X"
"UKW00015027","1952","53.38333","-2.65","27.1","WARRINGTON, ENG UK","     16.7","","      16.7","X","       165","X","        73","X","         0","X","        0","","         1","X","         0","X","        61","X","         1","X","        32","X","         0","X","        83"," ","        15"," ","   -8.9","X,0127, ","     0","T,X,1215,+","    28"," ,X,0201, ","  25.1"," ,X,1013, ","   27.8","X,0701,+","-0.6","X,1011","-6.7","X,1124","-6.7","X,1124","-6.7","X,1124","","","0.0","X,0412","-2.2","X,0327","-5.6","X,0213","-7.2","X,0128","-8.9","X,0127","    3143.1","1","    3143.1","X","    614.5"," ,X","       82"," ,X","      9.08","X","     12.52","X","      5.63","X"
"UKW00015027","1953","53.38333","-2.65","27.1","WARRINGTON, ENG UK","     20.7","","      20.7","X","       155","X","        82","X","         0","X","        0","","         0","X","         0","X","        46","X","         0","X","        28","X","         0","X","       122"," ","         9"," ","   -5.6","X,0105, ","     0","T,X,0210,+","    23"," ,X,0210, ","  22.4"," ,X,0831, ","   31.1","X,0812, ","0.0","X,1026","","","","","","","","","-1.1","X,0426","-2.8","X,0408","-5.6","X,0105","","","","","    3399.9","9","    3399.9","X","    634.6"," ,X","       56"," ,X","      9.97","X","     13.65","X","      6.29","X"
"UKW00015027","1954","53.38333","-2.65","27.1","WARRINGTON, ENG UK","      1.4","","       1.4","X","       235","X","       130","X","         8","X","        3","","         3","X","         0","X","        43","X","         5","X","        13","X","         0","X","        88"," ","        10"," ","   -8.9","X,0202, ","    76"," ,X,0209,+","    97"," ,X,0207, ","  34.0"," ,X,1105, ","   27.2","X,0901, ","0.0","X,1026","-6.1","X,1117","-6.1","X,1117","","","","","0.0","X,0428","-2.2","X,0318","-5.6","X,0302","-7.2","X,0206","-8.9","X,0202","    3203.6","6","    3203.6","X","   1298.5"," ,X","      252"," ,X","      9.21","X","     12.50","X","      5.93","X"
"UKW00015027","1955","53.38333","-2.65","27.1","WARRINGTON, ENG UK","     36.4","","      36.4","X","       175","X","       110","X","         4","X","       26","","        10","X","         0","X","        87","X","         1","X","        58","X","         0","X","       100"," ","         3"," ","  -11.1","X,0227, ","   178"," ,X,0224, ","   191"," ,X,1220, ","  35.6"," ,X,0607, ","   30.0","X,0823, ","-0.6","X,1015","-3.3","X,1018","-4.4","X,1031","-8.3","X,1219","-8.9","X,1222","-1.1","X,0511","-4.4","X,0331","-4.4","X,0331","-11.1","X,0227","-11.1","X,0227","    3465.7","7","    3465.7","X","    963.5"," ,X","      821"," ,X","      9.06","X","     12.94","X","      5.18","X"
"UKW00015027","1956","53.38333","-2.65","27.1","WARRINGTON, ENG UK","      0.8","","       0.8","X","       205","X","       133","X","         7","X","       11","","        11","X","         0","X","        66","X","         4","X","        17","X","         0","X","       102"," ","        15"," ","  -10.0","X,0203,+","    76"," ,X,1227,+","    89"," ,X,0211, ","  56.4"," ,X,0426, ","   23.9","X,0924, ","0.0","X,1026","-5.0","X,1122","-5.0","X,1122","","","","","-1.1","X,0519","-2.8","X,0416","-6.1","X,0227","-6.7","X,0225","-10.0","X,0203","    3319.1","1","    3319.1","X","   1415.4"," ,X","      553"," ,X","      8.89","X","     12.29","X","      5.49","X"
"UKW00015027","1957","53.38333","-2.65","27.1","WARRINGTON, ENG UK","     16.6","","      16.6","X","       192","X","       141","X","         4","X","        0","","         0","X","         0","X","        38","X","         0","X","        26","X","         0","X","       129"," ","        12"," ","   -6.7","X,0220, ","     0","T,X,0216, ","     3"," ,X,0131,+","  35.3"," ,X,0809, ","   28.9","X,0628,+","0.0","X,1020","-4.4","X,1107","-4.4","X,1107","","","","","0.0","X,0506","-6.7","X,0220","-6.7","X,0220","-6.7","X,0220","","","    3073.8","8","    3073.8","X","   1370.4"," ,X","       15"," ,X","      9.97","X","     13.50","X","      6.44","X"
"UKW00015027","1958","53.38333","-2.65","27.1","WARRINGTON, ENG UK","      6.1","","       6.1","X","       198","X","       141","X","         7","X","        8","","        12","X","         0","X","        47","X","         3","X","        22","X","         0","X","       196"," ","        16"," ","   -8.3","X,0124, ","   381"," ,X,0123, ","   178"," ,X,0123, ","  66.0"," ,X,1001, ","   24.4","X,0905,+","-1.7","X,1111","-2.2","X,1214","","","","","","","-1.1","X,0413","-2.2","X,0402","-4.4","X,0309","-8.3","X,0124","","","    3311.8","8","    3311.8","X","   1407.7"," ,X","      853"," ,X","      9.53","X","     12.51","X","      6.55","X"
"UKW00015027","1959","53.38333","-2.65","27.1","WARRINGTON, ENG UK","","","","","","","","","","","","","","","","","","","","","","","","","        66"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
