"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00261660","1962","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","      0.9","","       0.9","0","        59","0","        30","0","         1","0","","","        38","0","       273","0","        25","0","       137","0","         1","0","","","","","  -36.7","0,0123, ","","","  26.9"," ,0,0210, ","   32.8","0,0815, ","-0.6","0,0807","-5.6","0,0823","-5.6","0,0823","-7.8","0,0824","-9.4","0,0831","-1.7","0,0714","-2.2","0,0608","-5.0","0,0607","-10.0","0,0430","-10.0","0,0430","","","","","    263.2"," ,0","      4.03","0","     14.86","0","     -6.80","0"
"USC00261660","1963","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","      0.6","","       0.6","0","        72","0","        50","0","         2","0","        0","","        40","0","       272","0","        24","0","       120","0","         1","0","","","","","  -39.4","0,0112, ","     0"," ,0,1231,+","  29.7"," ,0,0427, ","   32.2","0,0814, ","-1.7","0,0802","-2.2","0,0804","-5.0","0,0820","-8.3","0,0826","-11.7","0,1024","-1.7","0,0731","-3.3","0,0727","-4.4","0,0430","-8.9","0,0429","-8.9","0,0429","    5120.7","7","    5120.7","0","    446.8"," ,0","      4.18","0","     14.21","0","     -5.85","0"
"USC00261660","1964","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","        84","0","        43","0","         1","0","","","","","","","        55","0","       111","0","         0","0","","","","","","","","","  38.9"," ,0,0528, ","   31.7","0,0727, ","","","","","","","","","","","","","","","","","","","","","    5793.5","5","    5793.5","0","    364.6"," ,0","","","     12.55","0","",""
"USC00261660","1965","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","      0.0","","       0.0","0","        82","0","        48","0","         0","0","","","        22","0","       267","0","        35","0","       113","0","         0","0","","","","","  -33.3","0,0101, ","","","  20.3"," ,0,0522, ","   29.4","0,0729,+","0.0","0,0805","-4.4","0,0828","-4.4","0,0828","-6.7","0,0913","-10.0","0,0917","-1.1","0,0713","-5.0","0,0527","-5.0","0,0527","-7.8","0,0518","-9.4","0,0511","","","","","    314.2"," ,0","      3.76","0","     13.20","0","     -5.67","0"
"USC00261660","1966","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","      1.1","","       1.1","0","","","","","","","","","        44","0","       307","0","        35","0","       129","0","        18","0","","","","","  -34.4","0,0211, ","","","","","   33.3","0,0812,+","-1.1","0,0806","-3.9","0,0812","-5.0","0,0813","-6.7","0,0902","-8.9","0,1001","-1.1","0,0728","-4.4","0,0716","-4.4","0,0716","-6.7","0,0605","-9.4","0,0523","    5456.2","2","    5456.2","0","","","      3.73","0","     15.09","0","     -7.64","0"
"USC00261660","1967","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5082.4","4","    5082.4","0","","","","","","","",""
"USC00261660","2008","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5190.9","9","    5190.9","0","","","","","","","",""
"USC00261660","2009","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","","","","","","","","","        68","0","       271","0","        44","0","       115","0","        10","0","","","","","  -30.6","0,1210,+","","","","","   34.4","0,0821, ","-1.7","0,0807","-2.2","0,0809","-6.7","0,0816","-6.7","0,0816","-11.1","0,1001","-0.6","0,0718","-3.3","0,0527","-5.6","0,0521","-7.2","0,0510","-9.4","0,0509","","","","","","","      2.91","0","     13.51","0","     -7.70","0"
"USC00261660","2010","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00261660","2012","41.6814","-115.5289","1819.0","CHARLESTON JARBIDGE 17 SSW, NV US","","","","","","","","","","","","","","","","","","","","","","","         4"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
