"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00257700","1941","40.33333","-97.88333","512.1","SEDAN, NE US","        63","6","        52","6","         5","6","","","","","","","","","  58.7"," ,6,0608, ","    685.8"," ,6","",""
"USC00257700","1943","40.33333","-97.88333","512.1","SEDAN, NE US","        41","6","        35","6","         4","6","","","","","","","","","  49.0"," ,6,0615, ","    485.4"," ,6","",""
"USC00257700","1944","40.33333","-97.88333","512.1","SEDAN, NE US","        77","6","        61","6","        12","6","        11","6","","","","","   254"," ,6,0417, ","  83.8"," ,6,0825, ","    925.2"," ,6","     1009"," ,6"
"USC00257700","1945","40.33333","-97.88333","512.1","SEDAN, NE US","","","","","","","         9","6","","","","","   254"," ,6,1224, ","","","","","      992"," ,6"
"USC00257700","1947","40.33333","-97.88333","512.1","SEDAN, NE US","        56","6","        43","6","         8","6","","","","","","","","","  47.8"," ,6,0825, ","    594.0"," ,6","",""
"USC00257700","1949","40.33333","-97.88333","512.1","SEDAN, NE US","        51","0","        50","0","         9","0","         6","0","","","","","   127"," ,0,0213, ","  74.2"," ,0,0506, ","    828.8"," ,0","      432"," ,0"
"USC00257700","1950","40.33333","-97.88333","512.1","SEDAN, NE US","        47","0","        43","0","         4","0","         6","0","         1"," ","","","   102"," ,0,0403,+","  41.1"," ,0,0717, ","    495.8"," ,0","      335"," ,0"
"USC00257700","1951","40.33333","-97.88333","512.1","SEDAN, NE US","","","","","","","","","","","         1"," ","","","","","","","",""
"USC00257700","1952","40.33333","-97.88333","512.1","SEDAN, NE US","","","","","","","","","","","         1"," ","","","","","","","",""
"USC00257700","1954","40.33333","-97.88333","512.1","SEDAN, NE US","        42","0","        35","0","         3","0","","","","","","","","","  41.9"," ,0,0421, ","    431.0"," ,0","",""
"USC00257700","1955","40.33333","-97.88333","512.1","SEDAN, NE US","        40","0","        35","0","         5","0","","","","","","","","","  40.1"," ,0,0618, ","    428.7"," ,0","",""
"USC00257700","1956","40.33333","-97.88333","512.1","SEDAN, NE US","        51","0","        31","0","         4","0","        10","0","","","","","    76"," ,0,0201,+","  46.5"," ,0,0801, ","    403.9"," ,0","      404"," ,0"
