"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RPM00098233","1991","17.638","121.731","21.3","TUGUEGARAO, RP","       104","S","        58","S","        12","S","","","","","","","","","","","","","  85.1"," ,S,0812, ","","","   1021.9"," ,S","","","","","",""
"RPM00098233","1994","17.638","121.731","21.3","TUGUEGARAO, RP","       115","S","        67","S","        14","S","","","","","","","","","","","",""," 182.9"," ,S,0910, ","","","   1395.0"," ,S","","","","","",""
"RPM00098233","2008","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","         0","S","         0","S","         0","S","       337","S","       180","S","   12.3","S,0318, ","","","   38.0","S,0422, ","","","     26.16","S","     31.89","S","     20.43","S"
"RPM00098233","2009","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","         0","S","         0","S","         0","S","       341","S","       168","S","   13.5","S,0117, ","","","   37.5","S,0810, ","","","     26.10","S","     31.46","S","     20.74","S"
"RPM00098233","2011","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       346","S","       172","S","","","","","   39.0","S,0503, ","","","","","     31.60","S","",""
"RPM00098233","2012","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       349","S","       202","S","","","","","   38.5","S,0515,+","","","","","     32.23","S","",""
"RPM00098233","2014","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       347","S","       195","S","","","","","   40.4","S,0601, ","","","","","     32.32","S","",""
"RPM00098233","2017","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       357","S","       178","S","","","","","   37.7","S,0513, ","","","","","     31.48","S","",""
"RPM00098233","2018","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       357","S","       205","S","","","","","   39.7","S,0529, ","","","","","     32.48","S","",""
"RPM00098233","2019","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       356","S","       201","S","","","","","   39.2","S,0502, ","","","","","     32.36","S","",""
"RPM00098233","2020","17.638","121.731","21.3","TUGUEGARAO, RP","","","","","","","","","","","         0","S","       345","S","       201","S","","","","","   40.0","S,0504, ","","","","","     32.54","S","",""
