"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00026194","1961","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","        20","0","        11","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  22.1"," ,0,0804, ","","","","","","","","","","","","","","","","","    128.9"," ,0","        0"," ,0","","","","","",""
"USC00026194","1962","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026194","2004","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","        23","0","        15","0","         1","0","        0","","         0","0","         0","0","         9","0","         0","0","       293","0","       199","0","","","","","   -2.2","0,1201,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.7"," ,0,1028, ","   45.6","0,0808,+","-1.7","0,1130","-2.2","0,1201","0.0","0,0202","-2.2","0,0105","","","","","","","    170.8"," ,0","        0"," ,0","     23.01","0","     31.04","0","     14.99","0"
"USC00026194","2005","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","        29","0","        20","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.7"," ,0,0809, ","","","","","","","","","","","","","","","","","    204.6"," ,0","        0"," ,0","","","","","",""
"USC00026194","2006","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","        20","0","         9","0","         1","0","        0","","         0","0","         0","0","        11","0","         0","0","       317","0","       173","0","","","","","   -3.3","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.4"," ,0,0311, ","   48.3","0,0721, ","-1.1","0,1219","-2.8","0,1220","-1.1","0,0222","","","","","","","","","    109.7"," ,0","        0"," ,0","     23.10","0","     31.61","0","     14.59","0"
"USC00026194","2007","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00026194","2008","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026194","2009","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00026194","2010","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2249.4","","    2249.4","0","        22","0","        10","0","         1","0","        0","","         0","0","         0","0","         2","0","         0","0","       308","0","       167","0","","","","","   -2.2","0,1130,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  25.7"," ,0,0119, ","   46.7","0,0824,+","-2.2","0,1127","-2.2","0,1127","","","","","","","     609.6","6","     609.6","0","    146.9"," ,0","        0"," ,0","     23.15","0","     30.95","0","     15.36","0"
"USC00026194","2011","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2290.8","","    2290.8","7","        15","7","        11","7","         2","7","","","","","         0","7","        16","7","         0","7","       288","7","       167","7","","","","","   -4.4","7,0204, ","","","","","  31.5"," ,7,0705, ","   47.8","7,0702, ","-1.1","7,1205","","","0.0","K,0205","-4.4","K,0204","-4.4","K,0204","     597.6","6","     597.6","7","    154.0"," ,7","","","     22.91","7","     31.03","7","     14.79","7"
"USC00026194","2012","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2440.7","","    2440.7","7","        19","7","        13","7","         3","7","","","","","         0","7","         4","7","         0","7","       318","7","       189","7","","","","","   -0.6","7,1229,+","","","","","  32.0"," ,7,0817, ","   46.7","7,0813, ","0.0","7,1227","","","0.0","7,0113","","","","","     650.9","9","     650.9","7","    144.7"," ,7","","","     23.58","7","     31.89","7","     15.26","7"
"USC00026194","2013","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","","","","","         0","7","        12","7","","","","","","","","","","","   -5.6","7,0115, ","","","","","","","","","-0.6","7,1206","","","0.0","7,0213","-5.6","7,0115","-5.6","7,0115","     630.0","0","     630.0","7","    207.4"," ,7","","","","","","","     14.94","7"
"USC00026194","2014","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2404.9","","    2404.9","7","        22","7","        11","7","         1","7","","","","","         0","7","         6","7","         0","7","       333","7","       189","7","","","","","   -2.2","7,1230,+","","","","","  31.2"," ,7,0709, ","   46.7","7,0723, ","0.0","7,1226","-2.2","7,1227","","","","","","","","","","","    137.6"," ,7","","","     23.77","7","     32.05","7","     15.49","7"
"USC00026194","2015","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2522.2","","    2522.2","7","        23","7","        12","7","         2","7","","","","","         0","7","        14","7","         0","7","       319","7","       183","7","","","","","   -3.9","7,0102, ","","","","","  48.8"," ,7,0719, ","   46.7","7,0815,+","-0.6","7,1130","-2.8","7,1217","-1.1","7,0104","-2.8","7,0103","","","     396.7","7","     396.7","7","    185.6"," ,7","","","     23.96","7","     31.79","7","     16.13","7"
"USC00026194","2016","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2462.8","","    2462.8","7","","","","","","","","","","","         0","7","         4","7","         0","7","       313","7","       191","7","","","","","   -2.8","7,0101, ","","","","","","","   49.4","7,0619, ","-0.6","7,1231","","","-1.1","7,0204","-2.8","7,0101","","","     561.1","1","     561.1","7","","","","","     24.24","7","     32.35","7","     16.12","7"
"USC00026194","2017","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","        17","7","        11","7","         1","7","        0","","         0","7","","","","","         0","7","       320","7","       203","7","","","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","  68.8"," ,7,0725, ","   49.4","7,0620, ","","","","","","","","","","","","","","","    168.5"," ,7","        0"," ,7","","","     32.56","7","",""
"USC00026194","2018","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2552.3","","    2552.3","7","        18","7","        12","7","         2","7","        0","","         0","7","         0","7","         6","7","         0","7","       328","7","       175","7","","","","","   -1.1","7,1230,+","     0"," ,7,1231,+","     0"," ,7,1231,+","  48.0"," ,7,1002, ","   47.2","7,0726,+","-1.1","7,1230","","","-1.1","7,0225","","","","","     367.7","7","     367.7","7","    156.8"," ,7","        0"," ,7","     23.94","7","     32.08","7","     15.80","7"
"USC00026194","2019","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","     648.5","5","     648.5","7","","","        0"," ,7","","","","","",""
"USC00026194","2020","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","        0","","         0","7","","","","","","","","","","","","","","","","","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","","","","","","","","","","","","","","","","","        0"," ,7","","","","","",""
"USC00026194","2021","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","","","","","","","","","","","        0","","         0","7","         0","7","         4","7","","","","","","","","","","","   -1.1","7,0101, ","     0"," ,7,1231,+","     0"," ,7,1231,+","","","","","0.0","7,1216","","","0.0","7,0128","","","","","     581.1","1","     581.1"," ","","","        0"," ,7","","","","","     16.00","7"
"USC00026194","2022","33.0772","-113.0316","173.1","PAINTED ROCK DAM, AZ US","   2600.7","","    2600.7","7","        15","7","         9","7","         0","7","        0","","         0","7","         0","7","         6","7","         0","7","       320","7","       191","7","","","","","   -0.6","7,0224, ","     0"," ,7,1231,+","     0"," ,7,1231,+","  17.5"," ,7,0729, ","   46.7","7,0711, ","0.0","7,1210","","","-0.6","7,0224","","","","","","","","","    118.9"," ,7","        0"," ,7","     23.76","7","     31.69","7","     15.83","7"
