"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CTAR","1993","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","         0","U","         0","U","         0","U","       270","U","        31","U","    3.9","U,0104,+","   37.8","U,0425, ","","","","","     18.82","U","     24.52","U","     13.12","U"
"USR0000CTAR","1994","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","     713.9","9","     713.9"," ","","","","","",""
"USR0000CTAR","1995","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    541.1","","     541.1","U","         0","U","         0","U","         0","U","       204","U","        21","U","    6.1","U,0325, ","   37.8","U,0831, ","","","","","     17.71","U","     22.45","U","     12.96","U"
"USR0000CTAR","1996","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    586.1","","     586.1","U","         0","U","         0","U","         0","U","       222","U","        19","U","    3.3","U,0226, ","   36.1","U,1109,+","     619.1","1","     619.1","U","     18.06","U","     22.80","U","     13.32","U"
"USR0000CTAR","1997","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","     629.3","3","     629.3","U","","","","","",""
"USR0000CTAR","2000","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    500.9","","     500.9","U","         0","U","         0","U","         0","U","       232","U","        15","U","    3.9","U,0306, ","   39.4","U,0810, ","     621.0","0","     621.0","U","     17.82","U","     22.84","U","     12.79","U"
"USR0000CTAR","2001","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","     905.7","7","     905.7","U","","","","","",""
"USR0000CTAR","2002","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    414.7","","     414.7","U","         0","U","         0","U","         0","U","       188","U","        10","U","    1.7","U,0130, ","   41.7","U,0901, ","","","","","     17.03","U","     21.81","U","     12.26","U"
"USR0000CTAR","2004","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","     714.1","1","     714.1"," ","","","","","",""
"USR0000CTAR","2005","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    492.0","","     492.0","U","         0","U","         0","U","         0","U","       214","U","        19","U","    5.6","U,0104, ","   40.0","U,0928, ","","","","","     17.65","U","     22.63","U","     12.66","U"
"USR0000CTAR","2006","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    714.5","","     714.5","U","         0","U","         0","U","         0","U","       226","U","        42","U","    4.4","U,0313, ","   44.4","U,0722, ","     754.0","0","     754.0","U","     18.14","U","     23.49","U","     12.79","U"
"USR0000CTAR","2007","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","     722.9","9","     722.9","U","","","","","",""
"USR0000CTAR","2008","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    792.3","","     792.3","U","         0","U","         0","U","         0","U","       229","U","        39","U","    3.3","U,1226, ","   39.4","U,0621, ","","","","","     18.12","U","     23.45","U","     12.78","U"
"USR0000CTAR","2009","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","    677.5","","     677.5","U","         0","U","         0","U","         0","U","       229","U","        33","U","    3.9","U,0210,+","   40.6","U,0923, ","     767.6","6","     767.6","U","     18.01","U","     23.27","U","     12.76","U"
"USR0000CTAR","2010","33.3722","-117.3589","279.8","TARGET RANGE CALIFORNIA, CA US","","","","","         0","U","         0","U","","","","","","","    3.9","U,1231, ","","","     846.3","3","     846.3","U","","","","","     11.93","U"
