"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA00611C001","1981","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","","","","","       118","C","        85","C","         5","C","        27","C","        30","C","       171","C","","","","","","","  -39.0","C,0111, ","   100"," ,C,1222, ","  37.0"," ,C,1116, ","","","-3.0","C,0930","-3.0","C,0930","-6.0","C,1004","-8.0","C,1110","-10.0","C,1112","0.0","C,0601","-4.0","C,0518","-6.0","C,0421","-7.0","C,0326","-12.0","C,0321","","","","","    849.9"," ,C","     1610"," ,C","","","","","     -0.22","C"
"CA00611C001","1982","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","     51.5","","      51.5","C","       150","C","       109","C","         5","C","        44","C","        41","C","       179","C","        83","C","        81","C","         0","C","  -41.0","C,0112, ","   310"," ,C,0316, ","  54.0"," ,C,0615, ","   30.5","C,0716, ","0.0","C,0828","-3.0","C,1017","-5.0","C,1023","-8.0","C,1110","-12.0","C,1127","-1.0","C,0510","-3.0","C,0430","-6.0","C,0428","-13.0","C,0409","-13.0","C,0409","    4969.6","6","    4969.6","C","   1144.7"," ,C","     3800"," ,C","      4.76","C","     10.84","C","     -1.33","C"
"CA00611C001","1983","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","    143.2","","     143.2","C","       130","C","        92","C","         3","C","        33","C","        31","C","       187","C","        70","C","        94","C","         0","C","  -35.0","C,1220, ","   280"," ,C,1130, ","  29.0"," ,C,0704, ","   31.0","C,0905,+","0.0","C,0914","-3.0","C,1009","-5.0","C,1010","-8.0","C,1020","-12.0","C,1113","-1.0","C,0609","-4.0","C,0528","-5.0","C,0518","-8.0","C,0422","-9.0","C,0417","    4641.0","0","    4641.0","C","    992.8"," ,C","     3400"," ,C","      5.22","C","     11.25","C","     -0.81","C"
"CA00611C001","1986","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","     79.5","","      79.5","C","       150","C","       106","C","         6","C","        38","C","        29","C","       175","C","        78","C","        90","C","         0","C","  -34.0","C,0108, ","   210"," ,C,0306, ","  45.0"," ,C,0725, ","   32.0","C,0706, ","0.0","C,0828","-3.0","C,0917","-6.0","C,1010","-7.0","C,1031","-10.0","C,1105","0.0","C,0603","-4.0","C,0504","-8.0","C,0423","-8.0","C,0423","-11.0","C,0324","","","","","   1058.7"," ,C","     2972"," ,C","      5.67","C","     11.11","C","      0.23","C"
"CA00611C001","1987","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","    186.9","","     186.9","C","       127","C","        93","C","         1","C","        30","C","        28","C","       165","C","        73","C","        96","C","         2","C","  -36.0","C,0215, ","   270"," ,C,1215, ","  27.0"," ,C,1215, ","   33.0","C,0712,+","-1.0","C,0924","-6.0","C,1004","-6.0","C,1004","-9.0","C,1107","-9.0","C,1107","-1.0","C,0513","-3.0","C,0504","-6.0","C,0404","-15.0","C,0401","-15.0","C,0401","    4504.2","2","    4504.2","C","    793.8"," ,C","     2240"," ,C","      6.63","C","     12.31","C","      0.96","C"
"CA00611C001","1988","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","    190.0","","     190.0","C","       161","C","       122","C","         4","C","        43","C","        38","C","       177","C","        74","C","        88","C","         8","C","  -37.0","C,0114, ","   390"," ,C,0101, ","  46.1"," ,C,0723, ","   37.0","C,0813, ","-1.0","C,1007","-4.0","C,1008","-5.0","C,1020","-7.0","C,1031","-11.0","C,1204","0.0","C,0609","-5.0","C,0428","-5.0","C,0428","-9.0","C,0328","-9.0","C,0328","    4592.5","5","    4592.5","C","   1155.6"," ,C","     3470"," ,C","      5.52","C","     11.28","C","     -0.24","C"
"CA00611C001","1989","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","","","","","       137","C","       109","C","         3","C","        42","C","","","","","        99","C","        93","C","         0","C","","","   280"," ,C,1118, ","  39.8"," ,C,0922, ","   32.0","C,0725,+","","","","","","","","","","","","","","","","","","","","","","","","","    994.4"," ,C","     3678"," ,C","","","      9.88","C","",""
"CA00611C001","1990","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","     61.8","","      61.8","C","       114","C","        96","C","         1","C","        32","C","        18","C","       188","C","        68","C","        93","C","         0","C","  -27.0","C,0304, ","   260"," ,C,0222, ","  32.3"," ,C,0517, ","   31.0","C,0728, ","-2.0","C,0908","-4.0","C,0918","-6.0","C,1020","-8.0","C,1027","-9.0","C,1109","0.0","C,0522","-4.0","C,0512","-6.0","C,0503","-7.0","C,0418","-9.0","C,0413","    5106.4","4","    5106.4","C","    857.0"," ,C","     2540"," ,C","      5.36","C","     11.11","C","     -0.40","C"
"CA00611C001","1991","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","     35.5","","      35.5","C","       139","C","       116","C","         3","C","        46","C","        35","C","       197","C","        86","C","        72","C","         0","C","  -34.0","C,0122, ","   260"," ,C,0111, ","  30.8"," ,C,0408, ","   30.0","C,0829,+","0.0","C,0901","-5.0","C,0921","-5.0","C,0921","-7.0","C,1014","-9.0","C,1104","0.0","C,0520","-5.0","C,0425","-5.0","C,0425","-10.0","C,0403","-10.0","C,0403","    4746.5","5","    4746.5","C","   1060.7"," ,C","     3566"," ,C","      4.05","C","      9.67","C","     -1.57","C"
"CA00611C001","1993","44.9167","-79.4","244.0","GRAVENHURST BOOTH, ON CA","","","","","","","","","","","        35","C","","","","","","","","","","","","","   300"," ,C,0113, ","","","","","","","","","","","","","","","","","","","","","","","","","    4863.3","3","    4863.3"," ","","","     2750"," ,C","","","","","",""
