"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00413686","1981","30.7188","-97.3211","169.2","GRANGER DAM, TX US","   1426.1","","    1426.1","0","        85","0","        59","0","        14","0","        0","","         0","0","         0","0","        27","0","         1","0","       268","0","       102","0","","","","","   -9.4","0,0211, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 137.2"," ,0,0614, ","   37.8","0,0817, ","","","0.0","0,1205","-3.9","0,1218","-5.6","0,1219","","","","","-0.6","0,0319","-3.9","0,0213","-8.9","0,0212","-8.9","0,0212","-8.9","0,0212","    1125.2","2","    1125.2","0","","","","","   1057.9"," ,0","        0"," ,0","     19.37","0","     25.37","0","     13.38","0","     34226","0"
"USC00413686","1982","30.7188","-97.3211","169.2","GRANGER DAM, TX US","","","","","        86","0","        45","0","         7","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  72.1"," ,0,0513, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    734.0"," ,0","        0"," ,0","","","","","","","     40386","0"
"USC00413686","1983","30.7188","-97.3211","169.2","GRANGER DAM, TX US","   1148.6","","    1148.6","0","       102","0","        54","0","        11","0","        0","","         0","0","         0","0","        46","0","         6","0","       254","0","        80","0","","","","","  -13.3","0,1225, ","     0"," ,0,1231,+","     0","T,0,1226,+","  72.4"," ,0,0521, ","   38.3","0,0901, ","","","-6.7","0,1219","-6.7","0,1219","-6.7","0,1219","-6.7","0,1219","-12.2","0,1222","-0.6","0,0322","-2.2","0,0321","-5.0","0,0207","","","","","","","","","","","","","    918.9"," ,0","        0","T,0","     17.38","0","     24.15","0","     10.61","0","     42434","0"
"USC00413686","1984","30.7188","-97.3211","169.2","GRANGER DAM, TX US","","","","","        92","0","        41","0","         8","0","","","         0","0","","","","","         1","0","       274","0","       123","0","","","","","","","","","     0"," ,0,1231,+","  86.4"," ,0,1021, ","   40.6","0,0820, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    742.1"," ,0","        0"," ,0","","","     26.15","0","","","     48005","0"
"USC00413686","1985","30.7188","-97.3211","169.2","GRANGER DAM, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1053.5","5","    1053.5","0","","","","","","","","","","","","","","","",""
"USC00413686","1986","30.7188","-97.3211","169.2","GRANGER DAM, TX US","","","","","       107","0","        54","0","        13","0","        0","","         0","0","","","","","         0","0","       263","0","        90","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.0"," ,0,1006, ","   38.3","0,0820,+","    1766.6","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    965.5"," ,0","        0"," ,0","","","     25.26","0","","","     42107","0"
"USC00413686","1987","30.7188","-97.3211","169.2","GRANGER DAM, TX US","   1261.7","","    1261.7","0","        89","0","        60","0","         9","0","        0","","         0","0","         0","0","        25","0","         0","0","       258","0","        81","0","","","","","   -3.9","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.5"," ,0,0529, ","   36.7","0,0818,+","","","-3.3","0,1215","-3.3","0,1215","","","","","","","-0.6","0,0403","-2.2","0,0120","","","","","","","","","","","","","     26.29","0","    902.7"," ,0","        0"," ,0","     18.90","0","     24.96","0","     12.82","0","     38903","0"
"USC00413686","1988","30.7188","-97.3211","169.2","GRANGER DAM, TX US","","","","","        67","0","        31","0","         5","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.8"," ,0,0603, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    470.4"," ,0","        0"," ,0","","","","","","","",""
"USC00413686","1989","30.7188","-97.3211","169.2","GRANGER DAM, TX US","   1396.5","","    1396.5","0","        82","0","        46","0","         7","0","","","         0","0","         0","0","        34","0","         7","0","       254","0","        96","0","","","","","  -16.7","0,1223, ","","","     0"," ,0,1231,+","  60.7"," ,0,0611, ","   38.3","0,0904, ","","","0.0","0,1204","-2.8","0,1209","-5.0","0,1212","-6.7","0,1213","-11.1","0,1216","0.0","0,0309","-3.3","0,0308","-6.7","0,0307","-6.7","0,0307","","","","","","","","","","","    634.0"," ,0","        0"," ,0","     18.74","0","     24.86","0","     12.62","0","",""
"USC00413686","1990","30.7188","-97.3211","169.2","GRANGER DAM, TX US","   1594.3","","    1594.3","0","        91","0","        55","0","        11","0","        0","","         0","0","         0","0","        15","0","         3","0","       281","0","       119","0","","","","","  -10.6","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.3"," ,0,0502, ","   40.6","0,0828, ","","","-1.7","0,1204","-2.8","0,1205","-8.9","0,1222","-8.9","0,1222","-8.9","0,1222","0.0","0,0130","-3.9","0,0113","","","","","","","    1033.4","4","    1033.4","0","","","","","    849.3"," ,0","        0"," ,0","     20.06","0","     26.22","0","     13.90","0","     49687","0"
