"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CPIC","1989","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","   2451.2","","    2451.2","U","         0","U","         2","U","         0","U","       292","U","       175","U","   -1.1","U,0206, ","   43.9","U,0704,+","","","","","0.0","U,0207","     592.0","0","     592.0","U","     23.59","U","     29.72","U","     17.45","U"
"USR0000CPIC","1990","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","   2292.3","","    2292.3","U","         0","U","         2","U","         0","U","       280","U","       163","U","   -3.3","U,1223, ","   47.2","U,0626, ","-1.7","U,1222","-3.3","U,1223","","","     527.3","3","     527.3","U","     22.80","U","     28.81","U","     16.80","U"
"USR0000CPIC","1991","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","   2100.2","","    2100.2","U","         0","U","         0","U","         0","U","       273","U","       155","U","    3.3","U,1203, ","   42.8","U,0701, ","","","","","","","     597.1","1","     597.1","U","     22.54","U","     28.36","U","     16.72","U"
"USR0000CPIC","1992","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","   2386.0","","    2386.0","U","         0","U","         0","U","         0","U","       274","U","       170","U","    3.3","U,1219,+","   44.4","U,0816, ","","","","","","","     521.7","7","     521.7","U","     23.28","U","     28.88","U","     17.67","U"
"USR0000CPIC","1994","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","   2368.4","","    2368.4","U","         0","U","         0","U","         0","U","       273","U","       155","U","    3.9","U,1128,+","   46.1","U,0625, ","","","","","","","     503.0","0","     503.0","U","     23.20","U","     29.10","U","     17.30","U"
"USR0000CPIC","1995","32.95","-114.7322","256.0","PICACHO WASH CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","     538.1","1","     538.1","U","","","","","",""
