"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00088133","1972","-37.4167","144.2833","768.1","NEWBURY, AS","       165","a","        82","a","         3","a","","","","","","","  66.5"," ,a,0216, ","","","","","","","    896.2"," ,a","",""
"ASN00088133","1973","-37.4167","144.2833","768.1","NEWBURY, AS","       191","a","       106","a","        14","a","         0","a","        19","a","   -2.6","a,0608, ","  96.3"," ,a,0206, ","-0.4","a,0520","-2.6","a,0608","-0.3","a,1013","   1479.6"," ,a","      6.12","a"
