"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00475469","1948","43.03333","-87.96667",,"WEST ALLIS, WI US","        22"," ","        13"," ","","","",""
"USC00475469","1949","43.03333","-87.96667",,"WEST ALLIS, WI US","         3"," ","         4"," ","    3451.5","5","    3451.5"," "
