"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00202693","1892","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","","","","","","","         3","6","       157","6","","","","","","","        10"," ","  -19.4","6,1226,+","","","","","0.0","6,1005","-5.6","6,1023","-5.6","6,1023","-7.2","6,1106","-9.4","6,1123","0.0","6,0508","-3.3","6,0426","-8.9","6,0424","-8.9","6,0424","-8.9","6,0424","","","","","","","","","","","      2.60","6"
"USC00202693","1893","42.21667","-84.08333","361.2","FAIRVIEW, MI US","    288.0","","     288.0","6","","","","","","","        17","6","       152","6","        74","6","       123","6","         8","6","         1"," ","  -25.0","6,0115, ","","","   35.6","6,0810, ","0.0","6,0928","-3.3","6,1016","-5.0","6,1030","-11.1","6,1117","-11.1","6,1117","-0.6","6,0422","-2.8","6,0415","-5.0","6,0402","-11.7","6,0330","-11.7","6,0330","    4166.3","3","    4166.3","6","","","      7.21","6","     12.70","6","      1.72","6"
"USC00202693","1894","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","    3690.0","0","    3690.0","6","","","","","","","",""
"USC00202693","1896","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00202693","1897","42.21667","-84.08333","361.2","FAIRVIEW, MI US","    290.2","","     290.2","6","        97","6","        67","6","         2","6","         9","6","       138","6","        66","6","       124","6","         8","6","         3"," ","  -27.8","6,0125, ","  35.6"," ,6,0618, ","   35.0","6,0705, ","-2.8","6,1112","-2.8","6,1112","-4.4","6,1113","-6.7","6,1117","-9.4","6,1124","-1.1","6,0428","-10.0","6,0426","-10.0","6,0426","-10.0","6,0426","-10.0","6,0426","","","","","    654.3"," ,6","      7.97","6","     13.10","6","      2.84","6"
"USC00202693","1898","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","","","","","","","         3","6","       135","6","","","","","","","","","  -22.8","6,0202, ","","","","","0.0","6,0910","-2.2","6,1027","-7.8","6,1111","-7.8","6,1111","-10.0","6,1123","-4.4","6,0409","-4.4","6,0409","-4.4","6,0409","-6.7","6,0407","-9.4","6,0406","","","","","","","","","","","      3.73","6"
"USC00202693","1899","42.21667","-84.08333","361.2","FAIRVIEW, MI US","    418.8","","     418.8","6","","","","","","","        17","6","       135","6","        61","6","       148","6","         9","6","","","  -27.2","6,0212, ","","","   33.9","6,0820,+","-0.6","6,0930","-2.8","6,1105","-4.4","6,1113","-11.1","6,1205","-11.1","6,1205","0.0","6,0416","-3.9","6,0409","-6.1","6,0405","-10.0","6,0403","-10.0","6,0403","","","","","","","      8.85","6","     13.71","6","      3.98","6"
"USC00202693","1900","42.21667","-84.08333","361.2","FAIRVIEW, MI US","    475.0","","     475.0","6","        81","6","        52","6","         6","6","        11","6","       145","6","        51","6","       143","6","         9","6","","","  -21.7","6,0217, ","  43.7"," ,6,0819, ","   35.0","6,0809,+","-6.1","6,1016","-6.1","6,1016","-6.1","6,1016","-7.2","6,1114","-10.0","6,1116","0.0","6,0507","-2.2","6,0413","-5.6","6,0412","-6.7","6,0325","-12.2","6,0318","    3679.3","3","    3679.3","6","    689.5"," ,6","      9.06","6","     14.09","6","      4.03","6"
"USC00202693","1901","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","        66","6","        52","6","         4","6","        11","6","       157","6","","","","","","","","","  -23.3","6,1221, ","  47.0"," ,6,1012, ","","","0.0","6,1003","-5.0","6,1018","-5.0","6,1018","-13.9","6,1127","-13.9","6,1127","-5.0","6,0421","-5.0","6,0421","-5.0","6,0421","-6.7","6,0419","-11.1","6,0316","","","","","    626.0"," ,6","","","","","      2.69","6"
"USC00202693","1902","42.21667","-84.08333","361.2","FAIRVIEW, MI US","","","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
