"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00057687","1987","28.233","112.867","68.0","CHANGSHA, CH","   1338.1","","    1338.1","s","       133","s","        82","s","        16","s","         0","s","         9","s","         0","s","       198","s","        51","s","   -2.1","s,1207, ","  83.7"," ,s,0729, ","   36.3","s,0720, ","-0.5","s,1128","","","","","","","","","-0.2","s,0220","","","","","","","","","","","   1435.0"," ,s","     17.82","s","     21.48","s","     14.15","s"
"CHM00057687","1988","28.233","112.867","68.0","CHANGSHA, CH","   1302.0","","    1302.0","s","       127","s","        85","s","        11","s","         0","s","         6","s","         0","s","       206","s","        67","s","   -1.5","s,0217, ","  82.7"," ,s,0505, ","   38.5","s,0710, ","","","","","","","","","","","-0.6","s,0229","","","","","","","    1662.3","3","    1662.3","s","   1251.7"," ,s","     17.51","s","     21.20","s","     13.82","s"
"CHM00057687","1989","28.233","112.867","68.0","CHANGSHA, CH","   1208.8","","    1208.8","s","       141","s","        90","s","        20","s","         0","s","        16","s","         1","s","       195","s","        45","s","   -3.4","s,0114, ","  78.1"," ,s,0726, ","   38.4","s,0722, ","-0.3","s,1129","","","","","","","","","-0.9","s,0226","-2.8","s,0116","","","","","    1564.5","5","    1564.5","s","   1576.9"," ,s","     17.06","s","     20.44","s","     13.68","s"
"CHM00057687","1990","28.233","112.867","68.0","CHANGSHA, CH","   1379.5","","    1379.5","s","       138","s","        90","s","        15","s","         0","s","         8","s","         1","s","       194","s","        67","s","   -8.5","s,0201, ","  76.4"," ,s,0615, ","   38.2","s,0816, ","","","","","","","","","","","-0.9","s,0204","-8.5","s,0201","-8.5","s,0201","-8.5","s,0201","    1587.6","6","    1587.6","s","   1490.2"," ,s","     17.86","s","     21.42","s","     14.30","s"
"CHM00057687","1991","28.233","112.867","68.0","CHANGSHA, CH","   1288.9","","    1288.9","s","       141","s","        91","s","        11","s","         0","s","         9","s","         3","s","       180","s","        61","s","  -10.3","s,1229, ","  68.0"," ,s,0521, ","   38.8","s,0728, ","-0.4","s,1225","-4.0","s,1227","-6.2","s,1228","-10.3","s,1229","-10.3","s,1229","-0.8","s,0115","","","","","","","    1560.9","9","    1560.9","s","   1386.8"," ,s","     17.40","s","     20.97","s","     13.84","s"
"CHM00057687","1992","28.233","112.867","68.0","CHANGSHA, CH","   1245.0","","    1245.0","s","       121","s","        77","s","        17","s","         0","s","         6","s","         0","s","       204","s","        59","s","   -3.0","s,0115, "," 130.6"," ,s,0703, ","   39.0","s,0804, ","-1.7","s,1224","","","","","","","","","-1.2","s,0117","-3.0","s,0115","","","","","    1484.6","6","    1484.6","s","   1415.8"," ,s","     17.73","s","     21.66","s","     13.80","s"
"CHM00057687","1993","28.233","112.867","68.0","CHANGSHA, CH","   1165.4","","    1165.4","s","       149","s","        96","s","        18","s","         0","s","        18","s","         0","s","       193","s","        37","s","   -4.4","s,0118, "," 120.1"," ,s,0704, ","   36.1","s,0627, ","-1.3","s,1122","","","","","","","","","-3.6","s,0128","-3.6","s,0128","-4.4","s,0118","","","    1506.2","2","    1506.2","s","   1690.3"," ,s","     17.09","s","     20.81","s","     13.38","s"
"CHM00057687","1994","28.233","112.867","68.0","CHANGSHA, CH","   1327.5","","    1327.5","s","       164","s","       105","s","        19","s","         0","s","        11","s","         0","s","       191","s","        62","s","   -3.2","s,0121, ","  88.5"," ,s,0728, ","   37.6","s,0703, ","","","","","","","","","","","-0.1","s,0226","-2.9","s,0122","","","","","    1602.3","3","    1602.3","s","   1657.5"," ,s","     17.79","s","     21.17","s","     14.41","s"
"CHM00057687","1995","28.233","112.867","68.0","CHANGSHA, CH","   1359.7","","    1359.7","s","       129","s","        90","s","        12","s","         0","s","        18","s","         0","s","       191","s","        59","s","   -1.8","s,0104, ","  82.6"," ,s,0607, ","   38.8","s,0723, ","-0.2","s,1209","","","","","","","","","-0.6","s,0206","","","","","","","    1452.9","9","    1452.9","s","   1513.2"," ,s","     17.95","s","     21.67","s","     14.23","s"
"CHM00057687","1996","28.233","112.867","68.0","CHANGSHA, CH","   1316.3","","    1316.3","s","       136","s","        85","s","        19","s","         0","s","        16","s","         1","s","       198","s","        53","s","   -3.4","s,0218, ","  85.1"," ,s,0710, ","   36.8","s,0726, ","-0.7","s,1206","","","","","","","","","-0.2","s,0223","-3.4","s,0218","","","","","    1626.9","9","    1626.9","s","   1396.1"," ,s","     17.46","s","     21.18","s","     13.75","s"
"CHM00057687","1997","28.233","112.867","68.0","CHANGSHA, CH","   1280.8","","    1280.8","s","       149","s","       103","s","        16","s","         0","s","        11","s","         0","s","       196","s","        60","s","   -2.5","s,0125, "," 249.5"," ,s,0607, ","   36.7","s,0807, ","-1.0","s,1209","","","","","","","","","-0.6","s,0209","-2.5","s,0125","","","","","    1436.3","3","    1436.3","s","   1824.3"," ,s","     17.73","s","     21.24","s","     14.22","s"
"CHM00057687","1998","28.233","112.867","68.0","CHANGSHA, CH","   1505.1","","    1505.1","s","       129","s","        94","s","        21","s","         0","s","        13","s","         0","s","       222","s","        64","s","   -2.4","s,0120, "," 132.6"," ,s,0613, ","   38.7","s,0822, ","-0.4","s,1203","","","","","","","","","-0.1","s,0206","-2.4","s,0120","","","","","    1552.3","3","    1552.3","s","   1822.3"," ,s","     18.64","s","     22.35","s","     14.93","s"
"CHM00057687","1999","28.233","112.867","68.0","CHANGSHA, CH","   1196.8","","    1196.8","s","       143","s","        96","s","        20","s","         0","s","         7","s","         0","s","       198","s","        41","s","   -4.7","s,1223, ","  74.6"," ,s,0826, ","   36.8","s,0808, ","-0.4","s,1220","-2.4","s,1221","-4.5","s,1222","","","","","-0.2","s,0204","-3.3","s,0116","","","","","    1206.1","1","    1206.1","s","   1681.2"," ,s","     18.06","s","     21.67","s","     14.46","s"
"CHM00057687","2000","28.233","112.867","68.0","CHANGSHA, CH","   1341.8","","    1341.8","s","       150","s","        99","s","        17","s","         0","s","        12","s","         1","s","       185","s","        67","s","   -3.0","s,0127, ","  93.7"," ,s,0902, ","   38.8","s,0716, ","","","","","","","","","","","-0.2","s,0208","-2.2","s,0201","","","","","    1444.8","8","    1444.8","s","   1507.8"," ,s","     17.66","s","     21.01","s","     14.31","s"
"CHM00057687","2001","28.233","112.867","68.0","CHANGSHA, CH","   1380.1","","    1380.1","s","       134","s","        94","s","        14","s","         0","s","        11","s","         0","s","       200","s","        64","s","   -3.4","s,1226, "," 103.7"," ,s,0610, ","   38.2","s,0806,+","-1.6","s,1214","-3.4","s,1226","","","","","","","-1.5","s,0214","","","","","","","    1473.7","7","    1473.7","s","   1451.5"," ,s","     18.16","s","     21.83","s","     14.49","s"
"CHM00057687","2002","28.233","112.867","68.0","CHANGSHA, CH","   1316.3","","    1316.3","s","       155","s","       100","s","        20","s","         0","s","         9","s","         1","s","       209","s","        63","s","   -2.3","s,1226, ","  77.1"," ,s,0721, ","   38.6","s,0715, ","-1.0","s,1209","-2.3","s,1226","","","","","","","-0.6","s,0121","","","","","","","    1270.1","1","    1270.1","s","   1595.3"," ,s","     18.37","s","     22.00","s","     14.74","s"
