"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00051782","2008","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","","","         4"," ","",""
"USC00051782","2009","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         1"," ","         2"," ","",""
"USC00051782","2010","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","","","         1"," ","      475"," ,0"
"USC00051782","2011","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         2"," ","         4"," ","",""
"USC00051782","2012","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         1"," ","         8"," ","",""
"USC00051782","2013","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         1"," ","         3"," ","",""
"USC00051782","2014","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         5"," ","         5"," ","",""
"USC00051782","2015","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","         7"," ","        12"," ","",""
"USC00051782","2016","38.96028","-104.78056","2064.7","COLORADO SPRINGS FIRE STATION 19, CO US","","","         2"," ","",""
