"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BFW00012712","1951","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","","","","","","","","","","","","","","","","","","","","","        14"," ","        69"," ","","","","","","","","","","","","","","","","","","","","","","","",""
"BFW00012712","1952","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","","","","","","","","","","","","","","","","","","","","","         9"," ","        64"," ","","","","","","","","","","","      49.5","5","      49.5","X","","","","","","","","","",""
"BFW00012712","1953","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","","","","","","","        0","","         0","X","","","","","","","","","","","        10"," ","        44"," ","","","     0"," ,X,1231,+","     0"," ,X,1231,+","","","","","","","","","","","        0"," ,X","","","","","",""
"BFW00012712","1954","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","   1854.3","","    1854.3","X","       137","X","        92","X","        21","X","        0","","         0","X","         0","X","         0","X","         0","X","       347","X","         5","X","        11"," ","        87"," ","    3.3","X,1223, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 105.2"," ,X,0408, ","   32.2","X,1003,+","","","","","   1715.5"," ,X","        0"," ,X","     23.03","X","     26.89","X","     19.18","X"
"BFW00012712","1955","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       122","X","        78","X","        17","X","        0","","         0","X","","","","","","","","","","","        10"," ","        68"," ","","","     0"," ,X,1231,+","     0"," ,X,1231,+"," 178.3"," ,X,0217, ","","","     136.0","0","     136.0","X","   1237.8"," ,X","        0"," ,X","","","","","",""
"BFW00012712","1956","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       111","X","        59","X","        17","X","        0","","         0","X","","","","","","","","","","","         3"," ","        66"," ","","","     0"," ,X,1231,+","     0"," ,X,1231,+"," 114.0"," ,X,1015, ","","","","","","","   1065.0"," ,X","        0"," ,X","","","","","",""
"BFW00012712","1957","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       125","X","        89","X","        17","X","        0","","         0","X","","","","","","","","","","","         5"," ","         4"," ","","","     0"," ,X,1231,+","     0"," ,X,1231,+"," 100.1"," ,X,0501, ","","","","","","","   1678.4"," ,X","        0"," ,X","","","","","",""
"BFW00012712","1958","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       121","X","        78","X","        18","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+","  75.2"," ,X,0525, ","","","","","","","   1446.1"," ,X","        0"," ,X","","","","","",""
"BFW00012712","1959","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       165","X","       103","X","        16","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+"," 114.8"," ,X,0618, ","","","","","","","   1595.8"," ,X","        0"," ,X","","","","","",""
"BFW00012712","1960","26.61667","-78.36667","6.1","GOLD ROCK CREEK, BF","","","","","       133","X","        79","X","        17","X","        0","","         0","X","","","","","","","","","","","","","","","","","     0"," ,X,1231,+","     0"," ,X,1231,+"," 217.4"," ,X,0924, ","","","","","","","   1729.4"," ,X","        0"," ,X","","","","","",""
