"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00364809","1942","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","       129","6","        85","6","        24","6","","","","","","","","","",""," 123.2"," ,6,0523, ","","","   1661.8"," ,6","",""
"USC00364809","1943","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","","","","","","","         0","6","       207","6","        78","6","","","","","","","   39.4","6,0906, ","","","     22.93","6"
"USC00364809","1944","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","","","","","","","         4","6","       188","6","        52","6","","","","","","","   37.2","6,0531, ","","","     20.84","6"
"USC00364809","1945","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","       166","6","       107","6","        12","6","         1","6","       193","6","        33","6","","","","","  59.2"," ,6,0706, ","   37.2","6,0829, ","   1439.3"," ,6","     20.53","6"
"USC00364809","1946","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","       121","6","        81","6","        12","6","         3","6","       206","6","        36","6","","","","","  61.7"," ,6,0528, ","   38.9","6,0922,+","   1167.7"," ,6","     20.64","6"
"USC00364809","1947","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","       136","6","        96","6","        15","6","         1","6","       172","6","        43","6","","","",""," 103.4"," ,6,0708, ","   37.8","6,0824,+","   1534.4"," ,6","     20.13","6"
"USC00364809","1948","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","       147","0","        94","0","        12","0","","","","","","","","","","","  57.2"," ,0,1230, ","","","   1273.7"," ,0","",""
"USC00364809","1949","40.83333","-75.88333","317.0","LANSFORD FOREMANS SH, PA US","","","","","","","","","","","","","         8"," ","         1"," ","","","","","","","",""
