"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00012858","1949","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2734.7","","    2734.7","0","       121","0","        66","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       361","0","        36","0","","","","","   12.2","0,1127, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.7"," ,0,0924, ","   33.3","0,0823,+","       4.5","5","       4.5","0","    828.7"," ,0","        0"," ,0","     25.80","0","     28.60","0","     23.00","0"
"USW00012858","1950","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2663.0","","    2663.0","0","       111","0","        55","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       355","0","        93","0","","","","","   12.2","0,1130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  75.4"," ,0,0903, ","   34.4","0,0821,+","       4.8","8","       4.8","0","    937.3"," ,0","        0"," ,0","     25.58","0","     28.83","0","     22.33","0"
"USW00012858","1951","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2706.5","","    2706.5","0","       105","0","        52","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","       111","0","","","","","    8.3","0,0109, ","     0"," ,0,1231,+","     0","T,0,0409, ","  78.5"," ,0,1105, ","   35.0","0,0906,+","      50.7","7","      50.7","0","    599.1"," ,0","        0","T,0","     25.63","0","     28.97","0","     22.29","0"
"USW00012858","1952","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2634.0","","    2634.0","0","       115","0","        63","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        82","0","","","","","   12.8","0,1217,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  53.8"," ,0,0202, ","   34.4","0,0831, ","      11.0","0","      11.0","0","    835.4"," ,0","        0"," ,0","     25.46","0","     28.65","0","     22.27","0"
"USW00012858","1953","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2686.5","","    2686.5","0","       113","0","        65","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","        81","0","         2"," ","        43"," ","   11.1","0,0105, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.2"," ,0,0928, ","   34.4","0,0827,+","      23.8","8","      23.8","0","   1178.8"," ,0","        0"," ,0","     25.61","0","     28.89","0","     22.33","0"
"USW00012858","1954","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2526.0","","    2526.0","0","       107","0","        63","0","         9","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","        91","0","         2"," ","        67"," ","    9.4","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 433.1"," ,0,1113, ","   35.0","0,0810, ","      24.1","1","      24.1","0","   1444.3"," ,0","        0"," ,0","     25.17","0","     28.66","0","     21.67","0"
"USW00012858","1955","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2614.1","","    2614.1","0","       102","0","        55","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       351","0","        94","0","         2"," ","        55"," ","    8.9","0,0213, ","     0","T,0,0519,+","     0","T,0,0519,+","  71.1"," ,0,0616, ","   35.0","0,0813,+","      45.7","7","      45.7","0","    612.9"," ,0","        0","T,0","     25.39","0","     28.97","0","     21.80","0"
"USW00012858","1956","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2698.1","","    2698.1","0","        82","0","        36","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       353","0","       101","0","","","        54"," ","   10.6","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  51.8"," ,0,0927, ","   36.1","0,0826, ","      19.3","3","      19.3","0","    520.2"," ,0","        0"," ,0","     25.62","0","     29.22","0","     22.03","0"
"USW00012858","1957","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2825.7","","    2825.7","0","       118","0","        67","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       358","0","       116","0","         1"," ","        34"," ","    8.3","0,1212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.2"," ,0,0207, ","   35.0","0,0816,+","      12.8","8","      12.8","0","    937.6"," ,0","        0"," ,0","     26.04","0","     29.70","0","     22.39","0"
"USW00012858","1958","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","       125","0","        85","0","        15","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.9"," ,0,0913, ","","","     101.2","2","     101.2"," ","   1290.3"," ,0","        0"," ,0","","","","","",""
"USW00012858","1959","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","       110","0","        71","0","         9","0","","","","","","","","","","","","","","","","","","","","","","","",""," 196.9"," ,0,1120, ","","","","","","","   1153.9"," ,0","","","","","","","",""
"USW00012858","1960","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","       105","0","        64","0","        14","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 167.9"," ,0,0530, ","","","","","","","   1137.9"," ,0","        0"," ,0","","","","","",""
"USW00012858","1961","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","        83","0","        56","0","         5","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0922, ","","","","","","","    679.4"," ,0","        0"," ,0","","","","","",""
"USW00012858","1962","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","       104","0","        53","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.3"," ,0,0613, ","","","","","","","    586.4"," ,0","        0"," ,0","","","","","",""
"USW00012858","1964","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2724.8","","    2724.8","0","        85","0","        55","0","         8","0","        0","","         0","0","         0","0","         0","0","         0","0","       344","0","        99","0","","","","","    8.3","0,0116,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  76.2"," ,0,1029, ","   34.4","0,0825,+","","","","","    816.4"," ,0","        0"," ,0","     25.90","0","     28.91","0","     22.88","0"
"USW00012858","1966","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","","","","","        81","0","        65","0","        10","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  89.9"," ,0,1022, ","","","","","","","   1211.4"," ,0","        0"," ,0","","","","","",""
"USW00012858","1967","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2748.1","","    2748.1","0","        98","0","        66","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       357","0","        93","0","","","","","   12.8","0,0227,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.6"," ,0,0614, ","   34.4","0,0901, ","","","","","    834.7"," ,0","        0"," ,0","     25.87","0","     29.16","0","     22.57","0"
"USW00012858","1968","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2463.8","","    2463.8","0","       119","0","        92","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       354","0","        85","0","","","","","    9.4","0,1217, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  74.4"," ,0,0317, ","   33.9","0,0822, ","      23.5","5","      23.5","0","   1505.8"," ,0","        0"," ,0","     24.97","0","     28.47","0","     21.48","0"
"USW00012858","1969","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2493.4","","    2493.4","0","       112","0","        83","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       345","0","        86","0","","","","","   11.7","0,1215, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 137.4"," ,0,1028, ","   34.4","0,0816,+","      39.1","1","      39.1","0","   1692.8"," ,0","        0"," ,0","     25.05","0","     28.39","0","     21.72","0"
"USW00012858","1970","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2475.1","","    2475.1","0","        94","0","        67","0","        11","0","        0","","         0","0","         0","0","         0","0","         0","0","       343","0","        66","0","","","","","    7.8","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.0"," ,0,1020, ","   33.9","0,0816,+","      53.6","6","      53.6","0","   1235.2"," ,0","        0"," ,0","     24.95","0","     28.19","0","     21.71","0"
"USW00012858","1971","24.55","-81.8","7.9","KEY WEST WEATHER BUREAU CITY, FL US","   2668.7","","    2668.7","0","        96","0","        65","0","        13","0","        0","","         0","0","         0","0","         0","0","         0","0","       356","0","        68","0","","","","","    8.9","0,0121,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 100.6"," ,0,1012, ","   33.9","0,0810,+","      40.4","4","      40.4","0","   1071.2"," ,0","        0"," ,0","     25.57","0","     28.93","0","     22.21","0"
