"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00021193","1977","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","        28"," "
"USC00021193","1978","34.4","-111.36667","1681.0","CAMP GERONIMO, AZ US","         6"," "
