"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00048244","1998","-31.4861","145.8281","260.0","COBAR COMPARISON, AS","","","","","         0","a","         4","a","         0","a","       217","a","        89","a","   -0.9","a,0714, ","   41.0","a,1226, ","0.0","a,0711","","","","","     19.21","a","     25.41","a","     13.01","a"
"ASN00048244","1999","-31.4861","145.8281","260.0","COBAR COMPARISON, AS","","","","","         0","a","         0","a","         0","a","       248","a","        72","a","    0.5","a,0615, ","   42.1","a,0108, ","","","     745.1","1","     745.1","a","     19.34","a","     25.84","a","     12.84","a"
"ASN00048244","2000","-31.4861","145.8281","260.0","COBAR COMPARISON, AS","    961.6","","     961.6","a","","","","","","","","","","","","","","","","","","","","","","","","","",""
