"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0046M04S","2008","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       180","T","       180","T","        14","T","      233","","         1","T","       192","T","        91","T","         2","T","         0","T","  -18.2","T,0201, ","  2007"," ,T,0410, ","  66.0"," ,T,1010, ","   22.7","T,0729, ","-0.6","T,1006","-8.4","T,1024","-8.4","T,1024","-8.4","T,1024","-10.6","T,1025","-0.2","T,0426","-3.0","T,0420","-4.4","T,0419","-7.2","T,0418","-9.2","T,0328","","","","","   1867.5"," ,T","      1.90","T","      4.84","T","     -1.04","T"
"USS0046M04S","2009","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      4.2","","       4.2","T","       166","T","       166","T","        12","T","      197","","         4","T","       173","T","       103","T","         6","T","         0","T","  -20.9","T,0107, ","  1956"," ,T,1216, ","  73.7"," ,T,1215, ","   28.1","T,0706, ","-2.5","T,1030","-2.5","T,1030","-5.2","T,1102","-6.7","T,1111","-10.1","T,1112","-0.4","T,0425","-2.2","T,0413","-4.6","T,0408","-9.0","T,0402","-9.0","T,0402","    5849.3","3","    5849.3","T","   1713.1"," ,T","      2.84","T","      5.89","T","     -0.21","T"
"USS0046M04S","2010","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       169","T","       169","T","        12","T","      218","","         0","T","       177","T","        70","T","         3","T","         0","T","  -15.8","T,1225, ","  2413"," ,T,0310,+","  50.8"," ,T,1104, ","   21.8","T,0912, ","-0.1","T,1008","-3.1","T,1030","-6.4","T,1116","-6.9","T,1127","-13.0","T,1201","-1.3","T,0501","-3.3","T,0424","-6.8","T,0410","-6.8","T,0410","-12.8","T,0313","    5437.5","5","    5437.5","T","   1654.0"," ,T","      3.23","T","      6.37","T","      0.08","T"
"USS0046M04S","2011","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       176","T","       176","T","        20","T","      197","","         2","T","       181","T","       101","T","         2","T","         0","T","  -21.9","T,0117,+","  1981"," ,T,1231,+","  91.4"," ,T,1219, ","   21.6","T,0812, ","-0.1","T,1014","-3.3","T,1102","-7.2","T,1103","-7.2","T,1103","-12.2","T,1114","0.0","T,0501","-2.6","T,0417","-6.4","T,0412","-11.1","T,0321","-11.1","T,0321","    5633.0","0","    5633.0","T","   2052.7"," ,T","      2.53","T","      5.53","T","     -0.48","T"
"USS0046M04S","2012","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       152","T","       152","T","        20","T","      231","","         5","T","       193","T","       109","T","         0","T","         0","T","  -19.3","T,1218, ","  3251"," ,T,0226, ","  88.9"," ,T,1005, ","   20.4","T,0719,+","-0.4","T,0930","-2.2","T,1017","-5.5","T,1022","-9.4","T,1107","-9.4","T,1107","-1.4","T,0515","-5.5","T,0410","-5.5","T,0410","-6.8","T,0409","-9.2","T,0323","    5959.0","0","    5959.0","T","   1868.1"," ,T","      1.47","T","      4.51","T","     -1.58","T"
"USS0046M04S","2013","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    6019.7","7","    6019.7"," ","","","","","","","",""
"USS0046M04S","2014","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       168","T","       168","T","        13","T","      171","","         0","T","       162","T","        63","T","         6","T","         0","T","  -16.3","T,0211, ","  1600"," ,T,0317,+","  83.8"," ,T,0124, ","   24.2","T,0628, ","-0.2","T,1004","-3.5","T,1027","-5.3","T,1028","-8.2","T,1127","-8.9","T,1128","-0.3","T,0429","-2.8","T,0414","-4.6","T,0412","-10.4","T,0411","-10.4","T,0411","","","","","   1820.1"," ,T","      3.76","T","      6.83","T","      0.69","T"
"USS0046M04S","2015","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","","","","","       157","T","       157","T","        24","T","      199","","","","","","","","","","","","","","  1270"," ,T,0316, ","  86.4"," ,T,1126, ","","","","","","","","","","","","","","","","","","","","","","","    5135.6","6","    5135.6","T","   2056.3"," ,T","","","","","",""
"USS0046M04S","2016","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      9.3","","       9.3","T","","","","","","","      196","","         0","T","       152","T","        61","T","        23","T","         0","T","  -16.7","T,1205, ","  2007"," ,T,0328,+","","","   28.5","T,0719, ","0.0","T,1012","-2.2","T,1016","-4.7","T,1118","-8.1","T,1119","-10.9","T,1122","0.0","T,0421","-2.4","T,0326","-7.4","T,0314","-7.4","T,0314","-10.5","T,0220","","","","","","","      4.64","T","      7.80","T","      1.48","T"
"USS0046M04S","2017","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       159","T","       159","T","        23","T","      198","","         1","T","       169","T","        95","T","         4","T","         0","T","  -18.9","T,0120, ","  1753"," ,T,0328, "," 114.3"," ,T,0829, ","   22.8","T,0713, ","-0.2","T,1017","-2.4","T,1022","-4.5","T,1023","-7.4","T,1116","-9.1","T,1119","-0.4","T,0505","-2.7","T,0421","-7.2","T,0326","-7.2","T,0326","-9.8","T,0321","    5466.3","3","    5466.3","T","   2017.6"," ,T","      3.07","T","      5.92","T","      0.22","T"
"USS0046M04S","2018","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","      0.0","","       0.0","T","       166","T","       166","T","        30","T","","","         0","T","       166","T","        71","T","         7","T","         0","T","  -16.4","T,0110, ","","","  73.7"," ,T,0611, ","   25.4","T,0703, ","-2.4","T,1030","-2.4","T,1030","-5.9","T,1101","-7.2","T,1212","-10.6","T,1224","-0.8","T,0507","-3.7","T,0417","-5.9","T,0406","-6.7","T,0405","-11.3","T,0326","    5569.5","5","    5569.5","T","   2363.8"," ,T","      3.73","T","      6.75","T","      0.70","T"
"USS0046M04S","2019","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","","","     18.1","","      18.1","T","       151","T","       151","T","        21","T","      179","","         2","T","       150","T","        68","T","        21","T","         0","T","  -18.5","T,0107, ","  1854"," ,T,0218, ","  61.0"," ,T,0317, ","   28.2","T,0807, ","-0.6","T,1006","-2.8","T,1111","-5.0","T,1124","-6.7","T,1204","-10.6","T,1221","-1.2","T,0428","-3.8","T,0424","-9.5","T,0307","-9.5","T,0307","-9.5","T,0307","    5100.2","2","    5100.2","T","   1901.4"," ,T","      4.64","T","      7.66","T","      1.62","T"
"USS0046M04S","2020","61.08","-146.3","167.6","SUGARLOAF MOUNTAIN, AK US","       0.6","T","      3.3","","       3.3","T","       158","T","       158","T","        17","T","      202","","         3","T","       181","T","       103","T","         8","T","         0","T","  -18.3","T,0118,+","  2083"," ,T,0309, ","  61.0"," ,T,1108, ","   27.8","T,0703, ","-1.7","T,1017","-2.2","T,1022","-5.0","T,1030","-8.9","T,1101","-8.9","T,1101","0.0","T,0429","-6.1","T,0411","-6.1","T,0411","-7.8","T,0410","-10.6","T,0401","    5354.2","2","    5354.2","T","   1759.1"," ,T","      2.72","T","      5.80","T","     -0.36","T"
