"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00210855","2009","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","","","","","","","","","","","","","","","","","","","","","         2"," ","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00210855","2010","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","    450.2","","     450.2","0","        95","0","        74","0","         9","0","","","        14","0","        31","0","       147","0","        77","0","       159","0","        20","0","        14"," ","","","  -32.8","0,0103, ","","","   178"," ,0,1114, "," 125.0"," ,0,0923, ","   35.6","0,0813, ","0.0","0,1004","-3.9","0,1029","-5.0","0,1106","-8.3","0,1120","-8.9","0,1121","-1.7","0,0510","-2.2","0,0410","-4.4","0,0323","-15.0","0,0306","-15.0","0,0306","   1130.4"," ,0","     1092"," ,0","      8.00","0","     14.23","0","      1.76","0"
"USC00210855","2011","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","","","","","","","","","","","","","","","","","","","","","         5"," ","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00210855","2012","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","        90","7","        50","7","         5","7","","","","","","","","","","","","","","","         9"," ","         1"," ","","","","","","","  36.1"," ,7,0229, ","","","","","","","","","","","","","","","","","","","","","","","    563.9"," ,7","","","","","","","",""
"USC00210855","2013","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       109","7","        61","7","         7","7","       84","","        12","7","","","","","","","","","","","         3"," ","","","","","   229"," ,7,0311, ","   180"," ,7,0311, ","  71.4"," ,7,0622, ","","","","","","","","","","","","","","","","","","","","","","","    796.6"," ,7","     1182"," ,7","","","","","",""
"USC00210855","2014","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       116","7","        59","7","         7","7","      111","","        17","7","","","","","","","","","","","         7"," ","         1"," ","","","   330"," ,7,0307,+","   147"," ,7,1126, ","  54.1"," ,7,0617, ","","","","","","","","","","","","","","","","","","","","","","","    746.8"," ,7","     1258"," ,7","","","","","",""
"USC00210855","2015","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       116","7","        67","7","         4","7","       75","","         9","7","","","","","","","","","","","         3"," ","         1"," ","","","   152"," ,7,1231,+","   140"," ,7,1229, ","  52.8"," ,7,1112, ","","","","","","","","","","","","","","","","","","","","","","","    776.7"," ,7","      775"," ,7","","","","","",""
"USC00210855","2016","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       112","7","        63","7","         8","7","       81","","         9","7","","","","","","","","","","","         6"," ","         2"," ","","","   254"," ,7,1217, ","   155"," ,7,1217, ","  90.2"," ,7,0717, ","","","","","","","","","","","","","","","","","","","","","","","    998.8"," ,7","      844"," ,7","","","","","",""
"USC00210855","2017","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       106","7","        63","7","         4","7","       75","","         7","7","","","","","","","","","","","         5"," ","","","","","   178"," ,7,0126, ","   157"," ,7,0125, ","  38.1"," ,7,1007, ","","","","","","","","","","","","","","","","","","","","","","","    687.8"," ,7","      712"," ,7","","","","","",""
"USC00210855","2018","43.6237","-94.0947","335.3","BLUE EARTH 1 S, MN US","","","","","       122","7","        70","7","         7","7","      135","","        20","7","","","","","","","","","","","         6"," ","         7"," ","","","   279"," ,7,0415, ","   279"," ,7,0415, ","  82.6"," ,7,0625, ","","","","","","","","","","","","","","","","","","","","","","","   1036.9"," ,7","     1868"," ,7","","","","","",""
