"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000087257","1957","-29.883","-61.95","88.0","CERES AERO, AR","   1061.5","","    1061.5","G","         0","G","        14","G","         0","G","       263","G","        74","G","   -2.7","G,0802,+","   39.5","G,1006, ","-0.7","G,0603","-2.3","G,0701","","","-1.2","G,0803","-2.7","G,0802","","","     806.0","0","     806.0","G","     19.38","G","     25.87","G","     12.90","G"
"AR000087257","1958","-29.883","-61.95","88.0","CERES AERO, AR","   1165.2","","    1165.2","G","         0","G","         2","G","         0","G","       291","G","        69","G","   -0.9","G,0810, ","   40.6","G,0213, ","-0.6","G,0523","","","","","-0.9","G,0810","","","","","     573.1","1","     573.1","G","     20.12","G","     26.46","G","     13.79","G"
"AR000087257","1959","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","         1","G","","","","","","","   -0.1","G,0623, ","","","-0.1","G,0623","","","","","","","","","","","","","","","","","","","     13.10","G"
"AR000087257","1960","-29.883","-61.95","88.0","CERES AERO, AR","   1058.2","","    1058.2","G","         0","G","         7","G","         0","G","       282","G","        61","G","   -3.0","G,0708, ","   38.0","G,1208,+","-0.9","G,0520","-3.0","G,0708","","","","","","","","","     686.5","5","     686.5","G","     19.44","G","     25.95","G","     12.94","G"
"AR000087257","1961","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","         6","G","","","","","","","   -3.1","G,0614, ","","","-1.7","G,0611","-3.1","G,0614","","","","","","","","","","","","","","","","","     13.36","G"
"AR000087257","1964","-29.883","-61.95","88.0","CERES AERO, AR","   1114.7","","    1114.7","G","         0","G","         8","G","         0","G","       274","G","        64","G","   -3.4","G,0629, ","   40.4","G,0125, ","-1.4","G,0625","-3.4","G,0629","","","-1.3","G,0803","","","","","     765.3","3","     765.3","G","     19.28","G","     26.24","G","     12.33","G"
"AR000087257","1965","-29.883","-61.95","88.0","CERES AERO, AR","   1116.1","","    1116.1","G","         0","G","         8","G","         0","G","       286","G","        79","G","   -3.1","G,0711, ","   42.0","G,1129, ","-0.8","G,0710","-3.1","G,0711","","","-1.3","G,0821","","","","","     587.3","3","     587.3","G","     20.26","G","     26.85","G","     13.67","G"
"AR000087257","1966","-29.883","-61.95","88.0","CERES AERO, AR","   1122.6","","    1122.6","G","         0","G","         6","G","         0","G","       291","G","        47","G","   -1.7","G,0805, ","   39.6","G,1208, ","-0.9","G,0629","","","","","0.0","G,0903","","","","","     635.4","4","     635.4","G","     19.51","G","     25.95","G","     13.07","G"
"AR000087257","1968","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","         5","G","         0","G","       271","G","        74","G","   -2.0","G,0705, ","   41.5","G,1101, ","-1.3","G,0516","","","","","","","","","","","     722.9","9","     722.9","G","     19.40","G","     26.41","G","     12.40","G"
"AR000087257","1969","-29.883","-61.95","88.0","CERES AERO, AR","   1167.6","","    1167.6","G","         0","G","         7","G","         0","G","       292","G","        94","G","   -3.6","G,0619, ","   40.9","G,0131, ","-3.5","G,0618","-3.5","G,0618","","","0.0","G,0806","","","","","     683.3","3","     683.3","G","     19.82","G","     27.16","G","     12.47","G"
"AR000087257","1970","-29.883","-61.95","88.0","CERES AERO, AR","   1312.2","","    1312.2","G","         0","G","        12","G","         0","G","       285","G","        99","G","   -1.8","G,0707, ","   41.5","G,0121, ","-0.1","G,0625","","","","","-0.1","G,0827","","","","","     673.9","9","     673.9","G","     20.12","G","     27.17","G","     13.08","G"
"AR000087257","1971","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","        13","G","","","","","","","   -3.6","G,0616, ","","","-0.8","G,0505","-3.6","G,0616","","","-1.7","G,0814","","","","","","","","","","","","","     12.30","G"
"AR000087257","1972","-29.883","-61.95","88.0","CERES AERO, AR","   1347.2","","    1347.2","G","         0","G","         5","G","         0","G","       267","G","        75","G","   -1.6","G,0830, ","   40.2","G,0206, ","-1.0","G,0708","","","","","-1.6","G,0830","","","","","     710.7","7","     710.7","G","     19.47","G","     25.89","G","     13.05","G"
"AR000087257","1973","-29.883","-61.95","88.0","CERES AERO, AR","   1003.1","","    1003.1","G","         0","G","         5","G","         0","G","       266","G","        48","G","   -2.9","G,0719, ","   40.8","G,0202, ","-0.4","G,0503","-2.4","G,0718","","","","","","","","","     832.9","9","     832.9","G","     18.49","G","     25.05","G","     11.93","G"
"AR000087257","1974","-29.883","-61.95","88.0","CERES AERO, AR","    870.0","","     870.0","G","         0","G","         5","G","         0","G","       270","G","        49","G","   -1.7","G,0818, ","   37.6","G,0120, ","","","","","","","0.0","G,0903","","","","","     686.5","5","     686.5","G","     19.11","G","     25.45","G","     12.77","G"
"AR000087257","1975","-29.883","-61.95","88.0","CERES AERO, AR","   1061.0","","    1061.0","G","         0","G","         7","G","         0","G","       281","G","        60","G","   -5.6","G,0717, ","   40.2","G,0210, ","-5.6","G,0717","-5.6","G,0717","-5.6","G,0717","","","","","","","     656.8","8","     656.8","G","     19.48","G","     25.67","G","     13.28","G"
"AR000087257","1976","-29.883","-61.95","88.0","CERES AERO, AR","    992.8","","     992.8","G","         0","G","         7","G","         0","G","       261","G","        54","G","   -4.0","G,0710, ","   39.6","G,0124, ","-0.7","G,0630","-4.0","G,0710","","","0.0","G,0908","","","","","     804.0","0","     804.0","G","     19.13","G","     25.48","G","     12.78","G"
"AR000087257","1977","-29.883","-61.95","88.0","CERES AERO, AR","   1166.6","","    1166.6","G","         0","G","         1","G","         0","G","       272","G","        59","G","   -2.5","G,0625, ","   39.7","G,1031, ","-2.5","G,0625","-2.5","G,0625","","","","","","","","","     598.5","5","     598.5","G","     19.98","G","     25.79","G","     14.16","G"
"AR000087257","1978","-29.883","-61.95","88.0","CERES AERO, AR","   1129.2","","    1129.2","G","         0","G","         5","G","         0","G","       273","G","        50","G","   -3.5","G,0814, ","   38.7","G,0119, ","-2.2","G,0609","-2.2","G,0609","","","-1.0","G,0824","-3.5","G,0814","","","     696.3","3","     696.3","G","     19.59","G","     25.83","G","     13.35","G"
"AR000087257","1979","-29.883","-61.95","88.0","CERES AERO, AR","   1095.6","","    1095.6","G","         0","G","         5","G","         0","G","       272","G","        57","G","   -2.8","G,0720, ","   40.1","G,0122, ","-1.0","G,0531","-2.7","G,0614","","","","","","","","","     675.3","3","     675.3","G","     19.27","G","     25.49","G","     13.05","G"
"AR000087257","1980","-29.883","-61.95","88.0","CERES AERO, AR","   1271.4","","    1271.4","G","         0","G","        10","G","         0","G","       279","G","        85","G","   -4.5","G,0703, ","   39.9","G,0123, ","-3.0","G,0701","-3.0","G,0701","-4.5","G,0703","-0.1","G,0916","","","","","     718.7","7","     718.7","G","     19.83","G","     26.27","G","     13.39","G"
"AR000087257","1981","-29.883","-61.95","88.0","CERES AERO, AR","   1114.2","","    1114.2","G","         0","G","         8","G","         0","G","       273","G","        52","G","   -3.4","G,0724, ","   38.6","G,1030, ","-3.0","G,0618","-3.0","G,0618","","","","","","","","","     686.6","6","     686.6","G","     19.53","G","     25.57","G","     13.50","G"
"AR000087257","1982","-29.883","-61.95","88.0","CERES AERO, AR","   1059.7","","    1059.7","G","         0","G","         2","G","         0","G","       294","G","        62","G","   -2.6","G,0629, ","   39.7","G,1118, ","-2.6","G,0629","-2.6","G,0629","","","-1.3","G,0803","","","","","     561.9","9","     561.9","G","     20.02","G","     26.20","G","     13.85","G"
"AR000087257","1983","-29.883","-61.95","88.0","CERES AERO, AR","   1147.1","","    1147.1","G","         0","G","         5","G","         0","G","       247","G","        67","G","   -0.4","G,0605, ","   38.4","G,1229,+","-0.4","G,0605","","","","","-0.1","G,0908","","","","","     871.5","5","     871.5","G","     19.00","G","     25.01","G","     13.00","G"
"AR000087257","1984","-29.883","-61.95","88.0","CERES AERO, AR","   1194.4","","    1194.4","G","         0","G","        13","G","         0","G","       259","G","        42","G","   -3.1","G,0628, ","   37.6","G,0210, ","-0.8","G,0513","-2.5","G,0627","","","-0.4","G,0825","","","","","     824.8","8","     824.8","G","     18.99","G","     24.54","G","     13.43","G"
"AR000087257","1985","-29.883","-61.95","88.0","CERES AERO, AR","    994.0","","     994.0","G","         0","G","         4","G","         0","G","       282","G","        61","G","   -4.0","G,0609, ","   37.0","G,1207,+","-4.0","G,0609","-4.0","G,0609","","","","","","","","","     645.0","0","     645.0","G","     19.72","G","     25.71","G","     13.73","G"
"AR000087257","1986","-29.883","-61.95","88.0","CERES AERO, AR","   1193.9","","    1193.9","G","         0","G","         1","G","         0","G","       272","G","        67","G","    0.0","G,0917, ","   40.6","G,0127, ","","","","","","","0.0","G,0917","","","","","     573.8","8","     573.8","G","     20.12","G","     26.03","G","     14.20","G"
"AR000087257","1987","-29.883","-61.95","88.0","CERES AERO, AR","   1198.8","","    1198.8","G","         0","G","         8","G","         0","G","       280","G","        63","G","   -3.0","G,0615, ","   38.1","G,1201, ","-0.2","G,0526","-3.0","G,0615","","","-0.6","G,0807","","","","","     724.5","5","     724.5","G","     19.39","G","     25.69","G","     13.09","G"
"AR000087257","1988","-29.883","-61.95","88.0","CERES AERO, AR","   1077.5","","    1077.5","G","         0","G","        20","G","         0","G","       268","G","        84","G","   -4.7","G,0712, ","   42.2","G,1111, ","-0.5","G,0505","-3.4","G,0531","-4.7","G,0712","","","","","","","     831.5","5","     831.5","G","     19.34","G","     26.24","G","     12.43","G"
"AR000087257","1989","-29.883","-61.95","88.0","CERES AERO, AR","   1260.5","","    1260.5","G","         0","G","         5","G","         0","G","       283","G","        88","G","   -3.4","G,0706, ","   39.4","G,0117, ","-1.6","G,0703","-2.6","G,0705","","","","","","","","","     658.8","8","     658.8","G","     19.95","G","     26.68","G","     13.21","G"
"AR000087257","1990","-29.883","-61.95","88.0","CERES AERO, AR","   1117.9","","    1117.9","G","         0","G","         8","G","         0","G","       267","G","        42","G","   -5.4","G,0722, ","   39.1","G,0129, ","-1.3","G,0611","-3.3","G,0621","-5.4","G,0722","-0.5","G,0829","","","","","     797.2","2","     797.2","G","     19.16","G","     25.18","G","     13.14","G"
"AR000087257","1991","-29.883","-61.95","88.0","CERES AERO, AR","   1085.1","","    1085.1","G","         0","G","         6","G","         0","G","       267","G","        42","G","   -6.0","G,0802, ","   38.2","G,0120, ","-1.0","G,0713","","","","","-1.7","G,0811","-4.2","G,0803","-6.0","G,0802","     748.2","2","     748.2","G","     19.02","G","     24.90","G","     13.14","G"
"AR000087257","1992","-29.883","-61.95","88.0","CERES AERO, AR","    973.5","","     973.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087257","1993","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","        20","G","         0","G","       251","G","        41","G","   -6.4","G,0714, ","   37.6","G,0315, ","0.0","G,0527","-3.5","G,0601","-6.4","G,0714","-1.3","G,0902","-3.5","G,0818","-5.0","G,0801","     899.5","5","     899.5","G","     18.49","G","     24.77","G","     12.21","G"
"AR000087257","1994","-29.883","-61.95","88.0","CERES AERO, AR","    886.0","","     886.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR000087257","1997","-29.883","-61.95","88.0","CERES AERO, AR","","","","","         0","G","         4","G","         0","G","       284","G","        75","G","   -5.0","G,0703, ","   38.5","G,1027, ","-1.0","G,0627","-5.0","G,0703","-5.0","G,0703","-1.0","G,0808","-2.2","G,0805","","","     584.4","4","     584.4","G","     20.23","G","     26.77","G","     13.69","G"
"AR000087257","1998","-29.883","-61.95","88.0","CERES AERO, AR","   1050.1","","    1050.1","G","         0","G","         2","G","         0","G","       265","G","        40","G","   -1.3","G,0921, ","   40.4","G,1227, ","","","","","","","0.0","G,0922","","","","","     675.6","6","     675.6","G","     18.97","G","     25.00","G","     12.94","G"
"AR000087257","1999","-29.883","-61.95","88.0","CERES AERO, AR","    982.8","","     982.8","G","         0","G","        10","G","         0","G","       269","G","        68","G","   -4.4","G,0815, ","   39.0","G,1226, ","0.0","G,0531","","","","","-2.0","G,0816","-4.4","G,0815","-4.4","G,0815","     806.5","5","     806.5","G","     18.90","G","     25.50","G","     12.30","G"
