"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00134598","1973","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       254","E","       214","E","        37","E","","","","","","","","","","","","","","","","","  83.0"," ,E,1104, ","","","","","","","","","","","","","","","","","","","","","","","","","   3506.6"," ,E","","","","","",""
"NOE00134598","1974","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       205","E","       167","E","        25","E","","","","","","","","","","","","","","","","","  74.0"," ,E,0916, ","","","","","","","","","","","","","","","","","","","","","","","","","   2545.9"," ,E","","","","","",""
"NOE00134598","1975","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       225","E","       191","E","        42","E","","","","","","","","","","","","","","","","","  97.7"," ,E,0114, ","","","","","","","","","","","","","","","","","","","","","","","","","   3475.9"," ,E","","","","","",""
"NOE00134598","1976","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       196","E","       146","E","        18","E","","","","","","","","","","","","","","","","","  80.5"," ,E,0410, ","","","","","","","","","","","","","","","","","","","","","","","","","   2099.0"," ,E","","","","","",""
"NOE00134598","1977","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       199","E","       151","E","        29","E","","","","","","","","","","","","","","","","","  64.0"," ,E,1030, ","","","","","","","","","","","","","","","","","","","","","","","","","   2096.7"," ,E","","","","","",""
"NOE00134598","1978","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       198","E","       151","E","        28","E","","","","","","","","","","","","","","","","","  68.0"," ,E,1105, ","","","","","","","","","","","","","","","","","","","","","","","","","   2485.7"," ,E","","","","","",""
"NOE00134598","1979","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       220","E","       159","E","        19","E","","","","","","","","","","","","","","","","","  57.8"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","","","","","   2207.0"," ,E","","","","","",""
"NOE00134598","1980","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       196","E","       145","E","        22","E","","","","","","","","","","","","","","","","","  76.0"," ,E,1208, ","","","","","","","","","","","","","","","","","","","","","","","","","   2141.3"," ,E","","","","","",""
"NOE00134598","1981","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       222","E","       156","E","        16","E","","","","","","","","","","","","","","","","","  57.4"," ,E,1124, ","","","","","","","","","","","","","","","","","","","","","","","","","   2123.8"," ,E","","","","","",""
"NOE00134598","1982","61.7706","5.2989","3.0","SVELGEN II, NO","","","","","       228","E","       179","E","        30","E","","","","","","","","","","","","","","","","","  70.0"," ,E,1112, ","","","","","","","","","","","","","","","","","","","","","","","","","   2882.2"," ,E","","","","","",""
