"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CABS","1998","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","    736.7","","     736.7","U","         0","U","        24","U","         0","U","       144","U","        45","U","   -6.1","U,1221,+","   41.7","U,0902, ","-1.1","U,1204","-2.8","U,1205","-6.1","U,1220","","","0.0","U,0414","","","","","    2208.7","7","    2208.7","U","     14.01","U","     18.58","U","      9.45","U"
"USR0000CABS","1999","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","    841.1","","     841.1","U","         0","U","        19","U","         0","U","       192","U","        47","U","   -1.7","U,0210, ","   43.3","U,0712, ","0.0","U,1209","","","","","","","0.0","U,0410","","","","","    2079.2","2","    2079.2","U","     15.57","U","     20.86","U","     10.28","U"
"USR0000CABS","2000","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","    859.0","","     859.0","U","         0","U","         5","U","         0","U","       171","U","        66","U","   -1.1","U,1114, ","   41.1","U,0731, ","-0.6","U,1113","","","","","","","0.0","U,0308","","","","","    1715.3","3","    1715.3","U","     15.54","U","     20.66","U","     10.42","U"
"USR0000CABS","2001","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","   1017.6","","    1017.6","U","         0","U","        21","U","         0","U","       195","U","        73","U","   -1.1","U,0212,+","   40.6","U,0807, ","-0.6","U,1124","","","","","","","0.0","U,0408","","","","","    1752.5","5","    1752.5","U","     16.16","U","     21.42","U","     10.89","U"
"USR0000CABS","2002","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","   1021.2","","    1021.2","U","         0","U","        17","U","         0","U","       197","U","        77","U","   -3.9","U,0129, ","   42.8","U,0710, ","","","","","","","","","0.0","U,0318","-2.2","U,0308","","","    1818.8","8","    1818.8","U","     16.44","U","     21.96","U","     10.92","U"
"USR0000CABS","2003","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","   1089.3","","    1089.3","U","         0","U","         5","U","         0","U","       174","U","        81","U","   -1.7","U,1227, ","   43.9","U,0729, ","0.0","U,1122","","","","","","","","","","","","","    1712.3","3","    1712.3","U","     16.17","U","     21.45","U","     10.90","U"
"USR0000CABS","2004","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","","","","","","","","","         0","U","       190","U","        66","U","","","   45.0","U,0725, ","","","","","","","","","","","","","","","","","","","","","     21.93","U","",""
"USR0000CABS","2005","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1777.8","8","    1777.8","U","","","","","",""
"USR0000CABS","2007","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","    925.8","","     925.8","U","         0","U","        18","U","         0","U","       198","U","        61","U","   -5.0","U,0112, ","   43.3","U,0704, ","-1.1","U,1221","","","","","","","0.0","U,0301","-2.2","U,0228","-5.0","U,0112","    1569.8","8","    1569.8","U","     16.44","U","     22.34","U","     10.54","U"
"USR0000CABS","2008","40.3983","-122.8333","579.1","ARBUCKLE BASIN CALIFORNIA, CA US","    910.1","","     910.1","U","         0","U","        34","U","         0","U","       188","U","        42","U","   -2.8","U,1216, ","   41.1","U,0709, ","0.0","U,1213","-2.2","U,1214","","","","","0.0","U,0421","-2.2","U,0106","","","    1855.3","3","    1855.3","U","     15.93","U","     21.07","U","     10.80","U"
