"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"RSM00032594","1936","51.483","156.483","28.0","OZERNAJA, RS","       197","I","        80","I","         0","I","","","","","","","  22.4"," ,I,1126, ","","","","","","","","","","","","","","","","","","","","","    655.8"," ,I","",""
"RSM00032594","1937","51.483","156.483","28.0","OZERNAJA, RS","       201","I","        86","I","         2","I","","","","","","","  27.6"," ,I,0102, ","","","","","","","","","","","","","","","","","","","","","    700.5"," ,I","",""
"RSM00032594","1938","51.483","156.483","28.0","OZERNAJA, RS","       200","I","        85","I","         5","I","","","","","","","  37.0"," ,I,0906, ","","","","","","","","","","","","","","","","","","","","","    828.1"," ,I","",""
"RSM00032594","1939","51.483","156.483","28.0","OZERNAJA, RS","       185","I","        74","I","         1","I","","","","","","","  43.0"," ,I,1021, ","","","","","","","","","","","","","","","","","","","","","    749.9"," ,I","",""
"RSM00032594","1941","51.483","156.483","28.0","OZERNAJA, RS","       178","I","        52","I","         3","I","","","","","","","  31.5"," ,I,0701, ","","","","","","","","","","","","","","","","","","","","","    566.5"," ,I","",""
"RSM00032594","1942","51.483","156.483","28.0","OZERNAJA, RS","       183","I","        66","I","         2","I","","","","","","","  31.1"," ,I,1120, ","","","","","","","","","","","","","","","","","","","","","    649.0"," ,I","",""
"RSM00032594","1943","51.483","156.483","28.0","OZERNAJA, RS","       176","I","        69","I","         4","I","","","","","","","  54.1"," ,I,0924, ","","","","","","","","","","","","","","","","","","","","","    738.5"," ,I","",""
"RSM00032594","1944","51.483","156.483","28.0","OZERNAJA, RS","       167","I","        65","I","         5","I","","","","","","","  43.1"," ,I,0818, ","","","","","","","","","","","","","","","","","","","","","    626.2"," ,I","",""
"RSM00032594","1945","51.483","156.483","28.0","OZERNAJA, RS","       168","I","        48","I","         3","I","","","","","","","  34.9"," ,I,0425, ","","","","","","","","","","","","","","","","","","","","","    509.0"," ,I","",""
"RSM00032594","1946","51.483","156.483","28.0","OZERNAJA, RS","       167","I","        55","I","         0","I","","","","","","","  17.9"," ,I,0721, ","","","","","","","","","","","","","","","","","","","","","    467.5"," ,I","",""
"RSM00032594","1947","51.483","156.483","28.0","OZERNAJA, RS","       179","I","        49","I","         4","I","","","","","","","  40.8"," ,I,0720, ","","","","","","","","","","","","","","","","","","","","","    535.5"," ,I","",""
"RSM00032594","1948","51.483","156.483","28.0","OZERNAJA, RS","       197","I","        88","I","         3","I","","","","","","","  32.2"," ,I,1105, ","","","","","","","","","","","","","","","","","","","","","    756.9"," ,I","",""
"RSM00032594","1950","51.483","156.483","28.0","OZERNAJA, RS","       221","I","        67","I","         4","I","","","","","","","  65.5"," ,I,0701, ","","","","","","","","","","","","","","","","","","","","","    778.1"," ,I","",""
"RSM00032594","1953","51.483","156.483","28.0","OZERNAJA, RS","       172","I","        64","I","         0","I","","","","","","","  22.3"," ,I,1219, ","","","","","","","","","","","","","","","","","","","","","    607.4"," ,I","",""
"RSM00032594","1954","51.483","156.483","28.0","OZERNAJA, RS","       214","I","       104","I","         8","I","","","","","","","  53.6"," ,I,0420, ","","","","","","","","","","","","","","","","","","","","","   1074.1"," ,I","",""
"RSM00032594","1955","51.483","156.483","28.0","OZERNAJA, RS","       197","I","       110","I","        11","I","","","","","","","  72.5"," ,I,1217, ","","","","","","","","","","","","","","","","","","","","","   1258.3"," ,I","",""
"RSM00032594","1956","51.483","156.483","28.0","OZERNAJA, RS","       173","I","        81","I","         3","I","","","","","","","  38.7"," ,I,0206, ","","","","","","","","","","","","","","","","","","","","","    728.4"," ,I","",""
"RSM00032594","1957","51.483","156.483","28.0","OZERNAJA, RS","       173","I","        70","I","         2","I","","","","","","","  27.6"," ,I,0321,+","","","","","","","","","","","","","","","","","","","","","    614.3"," ,I","",""
"RSM00032594","1958","51.483","156.483","28.0","OZERNAJA, RS","       208","I","        72","I","         0","I","","","","","","","  24.7"," ,I,0320, ","","","","","","","","","","","","","","","","","","","","","    645.6"," ,I","",""
"RSM00032594","1959","51.483","156.483","28.0","OZERNAJA, RS","       203","I","        75","I","         0","I","","","","","","","  21.9"," ,I,0710, ","","","","","","","","","","","","","","","","","","","","","    586.1"," ,I","",""
"RSM00032594","1960","51.483","156.483","28.0","OZERNAJA, RS","       255","I","        99","I","         2","I","","","","","","","  56.4"," ,I,1227, ","","","","","","","","","","","","","","","","","","","","","    872.4"," ,I","",""
