"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00181790","1899","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    583.7","","     583.7","6","","","","","","","","","","","        10","6","       123","6","        21","6","       170","6","        46","6","","","","","  -28.3","6,0212, ","","","","","","","   37.2","6,0820, ","-0.6","6,0930","-2.8","6,1001","-4.4","6,1107","-10.6","6,1207","-10.6","6,1207","-1.7","6,0417","-3.3","6,0411","-5.6","6,0404","-11.1","6,0329","-11.1","6,0329","","","","","","","","","     11.56","6","     18.09","6","      5.03","6","","","",""
"USC00181790","1900","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    703.9","","     703.9","6","        70","6","        60","6","         9","6","","","","","         7","6","       124","6","        11","6","       179","6","        54","6","","","","","  -21.7","6,0318, ","","","","","  51.6"," ,6,0617, ","   38.3","6,0716, ","-1.1","6,1017","-4.4","6,1115","-4.4","6,1115","-8.3","6,1116","-8.9","6,1211","-1.1","6,0510","-5.0","6,0411","-5.0","6,0411","-21.7","6,0318","-21.7","6,0318","    3010.5","5","    3010.5","6","    835.8"," ,6","","","     12.39","6","     18.79","6","      5.99","6","","","",""
"USC00181790","1901","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","        81","6","        66","6","        11","6","","","","","","","","","        20","6","       159","6","        28","6","","","","","","","","","","","  64.3"," ,6,0522, ","   37.8","6,0701, ","","","","","","","","","","","","","","","","","","","","","    2817.5","5","    2817.5","6","   1073.8"," ,6","","","","","     17.30","6","","","","","",""
"USC00181790","1902","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    462.8","","     462.8","6","        84","6","        60","6","        10","6","","","","","         3","6","       120","6","        26","6","       184","6","        30","6","","","","","  -18.9","6,0206,+","","","","","  60.5"," ,6,0222, ","   38.3","6,0901, ","-0.6","6,0914","-3.9","6,1022","-5.6","6,1030","-6.7","6,1109","-12.8","6,1201","-1.1","6,0416","-2.8","6,0414","-9.4","6,0319","-9.4","6,0319","-9.4","6,0319","","","","","    905.0"," ,6","","","     11.36","6","     18.58","6","      4.14","6","","","",""
"USC00181790","1903","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       107","6","        64","6","        15","6","","","","","","","","","        23","6","       157","6","        11","6","","","","","","","","","","","  65.5"," ,6,0529, ","   35.6","6,0825, ","","","","","","","","","","","","","","","","","","","","","    2756.4","4","    2756.4","6","   1123.1"," ,6","","","","","     17.00","6","","","","","",""
"USC00181790","1904","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       101","6","        61","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","","","  52.3"," ,6,0601, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    787.5"," ,6","","","","","","","","","","","",""
"USC00181790","1905","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    451.4","","     451.4","6","       102","6","        71","6","        11","6","","","","","        10","6","       136","6","        31","6","       174","6","         8","6","","","","","  -22.8","6,0216, ","","","","","  54.1"," ,6,0825, ","   35.6","6,0619, ","0.0","6,0926","-3.3","6,1022","-5.0","6,1102","-7.2","6,1114","-9.4","6,1115","0.0","6,0524","-5.6","6,0419","-5.6","6,0419","-9.4","6,0305","-9.4","6,0305","    3325.0","0","    3325.0","6","    945.3"," ,6","","","     10.70","6","     17.04","6","      4.36","6","","","",""
"USC00181790","1906","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    524.1","","     524.1","6","       120","6","        78","6","         5","6","","","","","         1","6","       130","6","        10","6","       160","6","        14","6","","","","","  -21.1","6,0211, ","","","","","  59.7"," ,6,0621, ","   34.4","6,0806,+","0.0","6,1011","-5.0","6,1012","-5.0","6,1012","-10.6","6,1204","-10.6","6,1204","-1.7","6,0511","-3.9","6,0403","-4.4","6,0402","-7.2","6,0325","-8.9","6,0324","    3031.3","3","    3031.3","6","    917.5"," ,6","","","     11.40","6","     17.40","6","      5.41","6","","","",""
"USC00181790","1907","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    334.3","","     334.3","6","       118","6","        81","6","        10","6","","","","","         6","6","       140","6","        23","6","       139","6","         3","6","","","","","  -27.2","6,0207, ","","","","","  55.1"," ,6,0809, ","   32.8","6,0808,+","-0.6","6,1009","-2.8","6,1015","-5.0","6,1024","-7.2","6,1130","-8.9","6,1206","-0.6","6,0521","-2.2","6,0506","-5.6","6,0421","-8.9","6,0402","-8.9","6,0402","    3210.1","1","    3210.1","6","   1048.5"," ,6","","","     10.01","6","     16.18","6","      3.84","6","","","",""
"USC00181790","1908","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    471.7","","     471.7","6","        88","6","        63","6","        10","6","","","","","         3","6","       125","6","        14","6","       165","6","        21","6","","","","","  -23.3","6,0209, ","","","","","  57.9"," ,6,0721, ","   38.3","6,0712, ","-1.7","6,1003","-2.2","6,1012","-6.7","6,1105","-6.7","6,1105","-10.0","6,1115","-1.1","6,0422","-3.9","6,0417","-5.0","6,0405","-8.3","6,0321","-12.2","6,0224","    3106.6","6","    3106.6","6","    878.5"," ,6","","","     11.27","6","     17.59","6","      4.94","6","","","",""
"USC00181790","1909","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    404.6","","     404.6","6","        96","6","        59","6","         5","6","","","","","         0","6","       118","6","        17","6","       157","6","        16","6","","","","","  -16.7","6,1230,+","","","","","  96.5"," ,6,0816, ","   36.1","6,0809, ","-1.7","6,1013","-4.4","6,1020","-4.4","6,1020","-6.7","6,1130","-10.6","6,1209","-0.6","6,0512","-7.8","6,0411","-7.8","6,0411","-7.8","6,0411","-13.3","6,0208","    2892.0","0","    2892.0","6","    731.8"," ,6","","","     11.22","6","     17.48","6","      4.97","6","","","",""
"USC00181790","1910","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    504.2","","     504.2","6","        99","6","        62","6","         2","6","","","","","         2","6","       119","6","        27","6","       169","6","        14","6","","","","","  -20.0","6,0116, ","","","","","  46.7"," ,6,0417, ","   35.6","6,0724, ","-0.6","6,1024","-2.2","6,1029","-5.0","6,1030","-10.0","6,1120","-10.0","6,1120","-0.6","6,0516","-3.9","6,0318","-4.4","6,0316","-10.0","6,0225","-10.0","6,0225","    2976.3","3","    2976.3","6","    689.1"," ,6","","","     11.28","6","     17.04","6","      5.52","6","","","",""
"USC00181790","1911","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    609.3","","     609.3","6","       113","6","        79","6","         8","6","","","","","         0","6","       116","6","         6","6","       147","6","        32","6","","","","","  -16.1","6,0124,+","","","","","  78.5"," ,6,0831, ","   37.8","6,0811, ","0.0","6,1025","-5.0","6,1103","-5.0","6,1103","-7.8","6,1113","","","0.0","6,0505","-3.3","6,0410","-6.1","6,0402","-7.2","6,0325","-10.0","6,0317","    3078.4","4","    3078.4","6","   1003.2"," ,6","","","     12.09","6","     17.65","6","      6.54","6","","","",""
"USC00181790","1912","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    444.5","","     444.5","6","       114","6","        79","6","         9","6","","","","","         5","6","       119","6","        35","6","       155","6","        20","6","","","","","  -32.8","6,0113, ","","","","","  57.2"," ,6,0717, ","   34.4","6,0715,+","-2.2","6,1016","-2.2","6,1016","-5.6","6,1104","-7.8","6,1209","-11.1","6,1213","0.0","6,0501","-4.4","6,0409","-4.4","6,0409","-7.2","6,0311","-12.2","6,0305","    3162.7","7","    3162.7","6","    932.6"," ,6","","","     10.79","6","     16.78","6","      4.81","6","","","",""
"USC00181790","1913","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       102","6","        72","6","         7","6","","","","","","","","","","","","","","","","","","","","","","","","","  94.0"," ,6,0327, ","","","","","","","","","","","","","","","","","","","","","","","    2609.6","6","    2609.6","6","    892.5"," ,6","","","","","","","","","","","",""
"USC00181790","1914","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    520.4","","     520.4","6","        91","6","        62","6","         7","6","","","","","         7","6","       125","6","        28","6","       169","6","        35","6","","","","","  -23.3","6,0226, ","","","","","  50.5"," ,6,0103, ","   36.1","6,0820,+","0.0","6,0928","-2.8","6,1028","-9.4","6,1110","-9.4","6,1110","-9.4","6,1110","-1.7","6,0501","-4.4","6,0410","-4.4","6,0410","-10.6","6,0321","-10.6","6,0321","","","","","    845.8"," ,6","","","     11.16","6","     17.48","6","      4.83","6","","","",""
"USC00181790","1915","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    471.3","","     471.3","6","       101","6","        68","6","         8","6","","","","","         0","6","       135","6","        10","6","       162","6","        20","6","","","","","  -12.8","6,0210, ","","","","","  65.8"," ,6,0112, ","   34.4","6,0730,+","-1.1","6,1011","-3.3","6,1024","-5.6","6,1106","-6.7","6,1123","-8.9","6,1201","-2.8","6,0418","-2.8","6,0418","-6.7","6,0402","-6.7","6,0402","-9.4","6,0327","    3000.4","4","    3000.4","6","   1091.4"," ,6","","","     11.29","6","     17.35","6","      5.24","6","","","",""
"USC00181790","1916","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       104","6","        69","6","        11","6","","","","","         2","6","       128","6","","","","","","","","","","","  -23.3","6,0214, ","","","","","  80.3"," ,6,0725, ","","","-1.1","6,1001","-2.2","6,1027","-7.8","6,1116","-7.8","6,1116","-11.1","6,1214","-2.2","6,0411","-2.2","6,0411","-9.4","6,0320","-9.4","6,0320","-9.4","6,0320","","","","","    957.0"," ,6","","","","","","","      4.80","6","","","",""
"USC00181790","1917","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    405.2","","     405.2","6","       109","6","        74","6","         8","6","","","","","         6","6","       145","6","        28","6","       140","6","         8","6","","","","","  -24.4","6,1230, ","","","","","  50.8"," ,6,0528, ","   36.7","6,0731, ","0.0","6,0911","-2.8","6,1007","-5.0","6,1010","-7.2","6,1105","-11.1","6,1127","0.0","6,0511","-3.3","6,0415","-5.6","6,0414","-6.7","6,0319","-8.9","6,0307","    3158.3","3","    3158.3","6","    889.4"," ,6","","","      9.80","6","     15.78","6","      3.82","6","","","",""
"USC00181790","1918","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    484.6","","     484.6","6","","","","","","","","","","","         9","6","       120","6","        34","6","       163","6","        20","6","","","","","  -26.7","6,0121, ","","","","","","","   39.4","6,0806, ","0.0","6,1009","-2.2","6,1022","-6.7","6,1103","-6.7","6,1103","","","-0.6","6,0502","-4.4","6,0414","-4.4","6,0414","-6.7","6,0311","-10.0","6,0222","    3456.3","3","    3456.3","6","","","","","     11.27","6","     17.63","6","      4.92","6","","","",""
"USC00181790","1919","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       121","6","        85","6","         7","6","","","","","         5","6","       122","6","","","","","","","","","","","  -25.0","6,0105, ","","","","","  50.8"," ,6,0923, ","","","-0.6","6,1013","-2.2","6,1107","-5.6","6,1114","-9.4","6,1204","-9.4","6,1204","0.0","6,0430","-2.8","6,0427","-6.1","6,0402","-7.8","6,0227","-11.7","6,0211","","","","","   1039.7"," ,6","","","","","","","      5.43","6","","","",""
"USC00181790","1920","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    361.5","","     361.5","6","       108","6","        81","6","         5","6","","","","","         1","6","       134","6","        23","6","       159","6","         6","6","","","","","  -18.9","6,0119, ","","","","","  43.2"," ,6,0702, ","   33.9","6,0731, ","0.0","6,1006","-2.2","6,1007","-6.1","6,1112","-11.1","6,1113","-11.1","6,1113","-1.1","6,0515","-5.6","6,0411","-5.6","6,0411","-8.3","6,0309","-11.7","6,0308","    3274.3","3","    3274.3","6","    825.6"," ,6","","","     10.55","6","     16.52","6","      4.57","6","","","",""
"USC00181790","1921","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    541.3","","     541.3","6","       120","6","        62","6","        10","6","","","","","         1","6","       106","6","        12","6","       185","6","        24","6","","","","","  -21.7","6,0221, ","","","","","  84.6"," ,6,0905, ","   35.0","6,0727,+","-1.7","6,1013","-4.4","6,1106","-4.4","6,1106","-7.8","6,1205","-13.3","6,1222","0.0","6,0420","-5.0","6,0412","-5.0","6,0412","-7.2","6,0226","-13.9","6,0225","    2538.1","1","    2538.1","6","    939.5"," ,6","","","     12.63","6","     18.76","6","      6.51","6","","","",""
"USC00181790","1922","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    472.1","","     472.1","6","       103","6","        69","6","         7","6","","","","","         4","6","       124","6","        16","6","       172","6","         8","6","","","","","  -24.4","6,0217, ","","","",""," 103.4"," ,6,0718, ","   33.3","6,0712,+","0.0","6,1013","-2.2","6,1019","-5.0","6,1031","-10.0","6,1211","-10.0","6,1211","-3.3","6,0429","-3.3","6,0429","-4.4","6,0424","-7.8","6,0318","-17.2","6,0218","    2878.0","0","    2878.0","6","    839.2"," ,6","","","     11.77","6","     17.80","6","      5.73","6","","","",""
"USC00181790","1923","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    460.6","","     460.6","6","       108","6","        77","6","         4","6","","","","","         0","6","       127","6","         9","6","       157","6","        20","6","","","","","  -16.7","6,0224,+","","","","","  45.7"," ,6,0730, ","   36.7","6,0720, ","-1.1","6,1005","-2.8","6,1027","-5.6","6,1102","-7.8","6,1120","-9.4","6,1215","-0.6","6,0511","-2.2","6,0424","-4.4","6,0402","-12.8","6,0401","-12.8","6,0401","    2975.9","9","    2975.9","6","    835.0"," ,6","","","     11.43","6","     17.51","6","      5.35","6","","","",""
"USC00181790","1924","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    330.0","","     330.0","6","","","","","","","","","","","         0","6","       137","6","        21","6","       144","6","        12","6","","","","","  -16.7","6,0122, ","","","","","","","   36.1","6,0831,+","0.0","6,0911","-3.3","6,1022","-5.6","6,1023","-10.0","6,1117","-10.0","6,1117","-0.6","6,0505","-2.2","6,0421","-5.0","6,0403","-8.3","6,0402","-16.1","6,0224","    3100.5","5","    3100.5","6","","","","","     10.23","6","     16.10","6","      4.36","6","","","",""
"USC00181790","1925","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","","","","","       103","6","        74","6","         5","6","","","","","","","","","","","","","","","","","","","","","","","","","  46.0"," ,6,0914, ","","","","","","","","","","","","","","","","","","","","","","","    3014.2","2","    3014.2","6","    914.5"," ,6","","","","","","","","","","","",""
"USC00181790","1927","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    327.0","","     327.0","6","       117","6","        85","6","        13","6","","","","","         0","6","       106","6","        12","6","       151","6","        11","6","","","","","  -15.6","6,0127, ","","","","","  77.5"," ,6,1004, ","   35.0","6,0714,+","-0.6","6,1105","-2.2","6,1107","-7.8","6,1120","-7.8","6,1120","-11.7","6,1209","-0.6","6,0501","-2.8","6,0425","-5.6","6,0411","-6.7","6,0305","-10.0","6,0128","    3068.8","8","    3068.8","6","   1139.6"," ,6","","","     11.45","6","     17.14","6","      5.77","6","","","",""
"USC00181790","1928","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    446.1","","     446.1","6","","","","","","","","","","","         1","6","       124","6","        13","6","       150","6","        13","6","","","","","  -18.3","6,0130, ","","","","","","","   34.4","6,0805,+","-1.1","6,1026","-4.4","6,1027","-4.4","6,1027","-7.8","6,1126","-8.9","6,1206","-0.6","6,0514","-5.6","6,0418","-5.6","6,0418","-6.7","6,0321","-8.9","6,0306","    2900.6","6","    2900.6","6","","","","","     11.31","6","     17.14","6","      5.48","6","","","",""
"USC00181790","1929","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    424.0","","     424.0","6","       115","6","        80","6","         9","6","","","","","         0","6","       116","6","        28","6","       155","6","        21","6","","","","","  -16.1","6,0114, ","","","","","  68.3"," ,6,1002, ","   35.6","6,0903, ","0.0","6,1009","-2.8","6,1106","-6.1","6,1122","-7.8","6,1129","-13.9","6,1130","-0.6","6,0517","-4.4","6,0329","-4.4","6,0329","-6.7","6,0311","-13.9","6,0310","    2918.0","0","    2918.0","6","   1047.0"," ,6","","","     11.23","6","     17.26","6","      5.21","6","","","",""
"USC00181790","1930","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    578.8","","     578.8","6","        98","6","        58","6","         5","6","","","","","         7","6","       125","6","        23","6","       161","6","        37","6","","","","","  -27.2","6,0119, ","","","","","  53.6"," ,6,1227, ","   40.0","6,0804, ","0.0","6,1002","-6.1","6,1021","-6.1","6,1021","-7.2","6,1022","-8.9","6,1107","-1.1","6,0426","-3.9","6,0424","-5.6","6,0331","-7.2","6,0323","-15.0","6,0217","    2965.9","9","    2965.9","6","    624.1"," ,6","","","     11.63","6","     18.17","6","      5.09","6","","","",""
"USC00181790","1931","39.64034","-77.69778","162.2","HAGERSTOWN 1 E, MD US","","","    557.8","","     557.8","6","       130","6","        75","6","         6","6","","","","","         0","6","       115","6","         5","6","       172","6","        27","6","","","","","  -12.2","6,0116, ","","","","","  43.9"," ,6,0709, ","   36.1","6,0701, ","-1.7","6,1013","-3.3","6,1105","-5.0","6,1107","-6.7","6,1203","-9.4","6,1208","-0.6","6,0504","-2.8","6,0430","-5.6","6,0321","-7.2","6,0225","-9.4","6,0211","    3063.1","1","    3063.1","6","    847.7"," ,6","","","     12.38","6","     18.30","6","      6.46","6","","","",""
