"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00296028","1931","35.9","-105.98333","1845.0","NAMBE 1, NM US","","","","","","","","","","","","","","","","","","","","","    3302.4","4","    3302.4","6","","","",""
"USC00296028","1947","35.9","-105.98333","1845.0","NAMBE 1, NM US","","","","","","","","","","","        11"," ","        11"," ","","","","","","","","","","","","","",""
"USC00296028","1948","35.9","-105.98333","1845.0","NAMBE 1, NM US","        50","0","        31","0","         0","0","       40","","        10","0","        14"," ","        12"," ","   152"," ,0,0212,+","   155"," ,0,0208, ","  22.1"," ,0,0805, ","","","","","    231.1"," ,0","      666"," ,0"
"USC00296028","1949","35.9","-105.98333","1845.0","NAMBE 1, NM US","        54","0","        41","0","         0","0","       15","","         9","0","         9"," ","        22"," ","   102"," ,0,1223,+","   109"," ,0,0401,+","  20.6"," ,0,0613, ","","","","","    276.2"," ,0","      713"," ,0"
"USC00296028","1950","35.9","-105.98333","1845.0","NAMBE 1, NM US","        31","0","        21","0","         1","0","        1","","         1","0","         3"," ","         9"," ","    25"," ,0,1205, ","    51"," ,0,1205, ","  27.4"," ,0,0708, ","","","","","    153.8"," ,0","       51"," ,0"
"USC00296028","1951","35.9","-105.98333","1845.0","NAMBE 1, NM US","        34","0","        20","0","         1","0","        9","","        10","0","         5"," ","        15"," ","    76"," ,0,0130, ","   127"," ,0,0130, ","  32.5"," ,0,0517, ","","","","","    188.8"," ,0","      497"," ,0"
"USC00296028","1952","35.9","-105.98333","1845.0","NAMBE 1, NM US","        39","0","        27","0","         1","0","","","        10","0","         4"," ","        10"," ","","","   229"," ,0,1224, ","  37.1"," ,0,0517, ","","","","","    279.5"," ,0","      853"," ,0"
"USC00296028","1953","35.9","-105.98333","1845.0","NAMBE 1, NM US","        35","0","        26","0","         0","0","","","         9","0","         5"," ","        15"," ","","","    89"," ,0,1121,+","  18.3"," ,0,0718, ","","","","","    186.1"," ,0","      506"," ,0"
"USC00296028","1954","35.9","-105.98333","1845.0","NAMBE 1, NM US","        38","0","        31","0","         0","0","        3","","         4","0","        12"," ","        16"," ","    76"," ,0,0120, ","    76"," ,0,0120, ","  19.1"," ,0,0813, ","","","","","    239.8"," ,0","      182"," ,0"
"USC00296028","1955","35.9","-105.98333","1845.0","NAMBE 1, NM US","        31","0","        19","0","         0","0","        9","","         7","0","         2"," ","        11"," ","    51"," ,0,0118,+","   102"," ,0,0117, ","  21.3"," ,0,0518, ","","","","","    177.4"," ,0","      330"," ,0"
