"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00156435","1948","38.33333","-85.11667","267.9","PLEASUREVILLE 2 S, KY US","         4"," ","         2"," ","",""
"USC00156435","1949","38.33333","-85.11667","267.9","PLEASUREVILLE 2 S, KY US","","","","","    974.8"," ,0"
