"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00045080","1971","33.78333","-118.2","3.0","LONG BEACH PUB SERVICE, CA US","    641.5","","     641.5","0","        25","0","        15","0","         2","0","        0","","         0","0","         0","0","         3","0","         0","0","       215","0","        33","0","   -0.6","0,0107,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.6"," ,0,1224, ","   38.9","0,1006,+","","","0.0","0,0227","     829.8","8","     829.8","0","    195.1"," ,0","        0"," ,0","     17.56","0","     23.35","0","     11.77","0"
"USC00045080","1972","33.78333","-118.2","3.0","LONG BEACH PUB SERVICE, CA US","    600.4","","     600.4","0","        15","0","         9","0","         2","0","        0","","         0","0","         0","0","         1","0","         0","0","       252","0","        17","0","    0.0","0,1212, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  51.3"," ,0,1116, ","   36.7","0,0822,+","0.0","0,1212","","","     790.8","8","     790.8","0","    157.5"," ,0","        0"," ,0","     18.03","0","     23.76","0","     12.31","0"
