"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UPM00033922","1977","45.8","33.5","17.0","RAZDOL NOE, UP","       100","I","        57","I","         3","I","","","","","","","  37.4"," ,I,0712, ","","","","","","","","","","","","","","","","","","","","","    533.5"," ,I","",""
"UPM00033922","1979","45.8","33.5","17.0","RAZDOL NOE, UP","        99","I","        39","I","         0","I","","","","","","","  21.8"," ,I,1031, ","","","","","","","","","","","","","","","","","","","","","    299.3"," ,I","",""
"UPM00033922","1980","45.8","33.5","17.0","RAZDOL NOE, UP","       108","I","        49","I","         0","I","","","","","","","  25.0"," ,I,1004, ","","","","","","","","","","","","","","","","","","","","","    373.5"," ,I","",""
"UPM00033922","1982","45.8","33.5","17.0","RAZDOL NOE, UP","        85","I","        31","I","         2","I","","","","","","","  31.4"," ,I,0925, ","","","","","","","","","","","","","","","","","","","","","    288.4"," ,I","",""
"UPM00033922","1984","45.8","33.5","17.0","RAZDOL NOE, UP","        89","I","        39","I","         0","I","","","","","","","  24.8"," ,I,0408, ","","","","","","","","","","","","","","","","","","","","","    326.1"," ,I","",""
"UPM00033922","1985","45.8","33.5","17.0","RAZDOL NOE, UP","       101","I","        44","I","         3","I","","","","","","","  43.0"," ,I,0625, ","","","","","","","","","","","","","","","","","","","","","    481.0"," ,I","",""
"UPM00033922","1986","45.8","33.5","17.0","RAZDOL NOE, UP","        80","I","        33","I","         2","I","","","","","","","  45.3"," ,I,0611, ","","","","","","","","","","","","","","","","","","","","","    341.2"," ,I","",""
"UPM00033922","1987","45.8","33.5","17.0","RAZDOL NOE, UP","       102","I","        44","I","         1","I","","","","","","","  36.8"," ,I,0729, ","","","","","","","","","","","","","","","","","","","","","    359.8"," ,I","",""
"UPM00033922","1988","45.8","33.5","17.0","RAZDOL NOE, UP","        97","I","        48","I","         4","I","","","","","","","  44.4"," ,I,0908, ","","","","","","","","","","","","","","","","","","","","","    524.0"," ,I","",""
"UPM00033922","1990","45.8","33.5","17.0","RAZDOL NOE, UP","        77","I","        32","I","         1","I","","","","","","","  30.1"," ,I,0602, ","","","","","","","","","","","","","","","","","","","","","    289.2"," ,I","",""
"UPM00033922","2001","45.8","33.5","17.0","RAZDOL NOE, UP","","","","","","","         0","u","        74","u","  -17.6","u,1220, ","","","0.0","u,1025","-5.4","u,1026","-5.4","u,1026","-8.0","u,1206","-9.5","u,1209","-0.5","u,0404","-4.6","u,0330","-4.6","u,0330","-9.4","u,0221","-9.4","u,0221","","","      7.03","u"
