"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003160","1979","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1212.0","","    1212.0","X","        39","Z","        15","Z","         0","Z","        6","","         2","Z","         0","X","        63","X","         1","X","       209","X","       118","X","","","","","","","  -10.6","X,0129, ","   102"," ,Z,0204,+","    76"," ,Z,0131, ","  22.1"," ,Z,0806, ","   42.2","X,0803, ","0.0","X,1119","-3.3","X,1120","","","","","","","-0.6","X,0318","-2.8","X,0206","-9.4","X,0204","-9.4","X,0204","-9.4","X,0204","    1952.9","9","    1952.9","X","    154.3"," ,Z","      147"," ,Z","     16.60","X","     24.05","X","      9.15","X","","","","","","","","","","","","","","","",""
"USW00003160","1980","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1145.6","","    1145.6","X","        33","Z","        19","Z","         0","Z","        0","","         1","Z","         0","X","        23","X","         0","X","       209","X","       106","X","","","","","","","   -3.3","X,0104, ","     0","T,Z,0119, ","    38"," ,Z,0119, ","  16.0"," ,Z,0214, ","   42.2","X,0725, ","0.0","X,1117","-2.2","X,1206","","","","","","","-1.1","X,0331","-2.2","X,0212","","","","","","","    1633.0","0","    1633.0","X","    171.6"," ,Z","       38"," ,Z","     17.26","X","     24.59","X","      9.92","X","","","","","","","","","","","","","","","",""
"USW00003160","1981","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1350.6","","    1350.6","X","        33","Z","        13","Z","         1","Z","        0","","         0","Z","         0","X","        31","X","         0","X","       224","X","       110","X","","","","","","","   -4.4","X,1224, ","     0"," ,Z,1231,+","     0"," ,Z,1231,+","  38.9"," ,Z,0527, ","   43.9","X,0807, ","-0.6","X,1125","-3.9","X,1126","-4.4","X,1224","","","","","-0.6","X,0314","-2.2","X,0207","","","","","","","    1377.7","7","    1377.7","X","    140.1"," ,Z","        0"," ,Z","     18.01","X","     25.23","X","     10.77","X","","","","","","","","","","","","","","","",""
"USW00003160","1982","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","    961.6","","     961.6","X","        50","Z","        20","Z","         1","Z","        0","","         0","Z","         0","X","        60","X","         0","X","       186","X","        81","X","","","","","","","   -8.3","X,0103, ","     0"," ,Z,1231,+","     8"," ,Z,1224, ","  39.9"," ,Z,0727, ","   41.7","X,0731, ","-0.6","X,1111","-2.8","X,1202","-5.0","X,1229","","","","","0.0","X,0407","-2.2","X,0211","-6.7","X,0207","-6.7","X,0207","","","    1725.9","9","    1725.9","X","    210.4"," ,Z","       11"," ,Z","     15.63","X","     22.29","X","      8.97","X","","","","","","","","","","","","","","","",""
"USW00003160","1983","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1021.1","","    1021.1","X","        52","X","        30","X","         1","X","        0","","         0","X","         0","X","        37","X","         0","X","       196","X","        97","X","","","","","","","   -5.0","X,1222,+","     0","T,X,1121, ","    10"," ,X,0203, ","  89.4"," ,X,0818, ","   40.6","X,0805, ","0.0","X,1121","-3.9","X,1122","-5.0","X,1123","","","","","-1.1","X,0413","-4.4","X,0121","-4.4","X,0121","","","","","    1923.2","2","    1923.2","X","    306.5"," ,X","       10"," ,X","     16.25","X","     22.93","X","      9.57","X","","","","","","","","","","","","","","","",""
"USW00003160","1984","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1159.0","","    1159.0","0","        39","0","        21","0","         4","0","        2","","         3","0","         0","0","        53","0","         0","0","       202","0","        98","0","         3"," ","","","        27"," ","   -6.7","0,1223, ","   102"," ,0,1219, ","   102"," ,0,1218, ","  51.6"," ,0,0722, ","   42.2","0,0706,+","0.0","0,1110","-3.3","0,1126","-4.4","0,1215","-6.7","0,1223","","","-0.6","0,0427","-2.2","X,0306","-5.0","X,0119","","","","","    1605.6","6","    1605.6","0","    280.1"," ,0","      224"," ,0","     16.47","0","     23.57","0","      9.36","0","","","","","","","","","","","","","","","",""
"USW00003160","1985","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","","","   1143.8","","    1143.8","0","        26","0","        12","0","         1","0","        0","","         0","0","         0","0","        59","0","         0","0","       217","0","        99","0","         5"," ","         2"," ","        10"," ","  -10.0","0,0205,+","     0","T,0,1112, ","    13"," ,0,1112,+","  31.8"," ,0,0918, ","   44.4","0,0704, ","-1.7","0,1112","-4.4","0,1113","-4.4","0,1113","-7.2","0,1120","","","-3.3","0,0329","-3.3","0,0329","-4.4","0,0304","-7.8","0,0206","-10.0","0,0205","    1928.7","7","    1928.7","0","    121.3"," ,0","       26"," ,0","     16.62","0","     24.16","0","      9.07","0","","","","","","","       225","X","","","","","","","      28.3","X"
"USW00003160","1986","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","       3.9","X","   1162.1","","    1162.1","0","        37","0","        19","0","         1","0","        0","","         0","0","         0","0","        30","0","         0","0","       222","0","       105","0","         9"," ","","","        12"," ","   -5.0","0,0210, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.3"," ,0,0723, ","   40.6","0,0804, ","-1.7","0,1107","-2.8","0,1210","","","","","","","0.0","0,0315","-2.2","0,0212","-4.4","0,0211","","","","","    1444.6","6","    1444.6","0","    176.3"," ,0","        0"," ,0","     17.50","0","     24.69","0","     10.32","0","","","","","","","       180","X","","","","","","","      23.6","X"
"USW00003160","1987","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","       4.0","X","   1132.8","","    1132.8","0","        44","0","        26","0","         0","0","        1","","         2","0","         0","0","        66","0","         1","0","       209","0","       112","0","         9"," ","","","        27"," ","   -7.2","0,1215,+","    76"," ,0,0226, ","   152"," ,0,0225, ","  23.4"," ,0,0516, ","   41.1","0,0714, ","0.0","0,1120","-2.2","0,1129","-6.7","0,1214","-6.7","0,1214","","","-1.1","0,0330","-2.8","0,0320","-5.6","0,0121","-7.2","0,0117","","","    1717.8","8","    1717.8","0","    217.8"," ,0","      223"," ,0","     16.61","0","     23.75","0","      9.47","0","","","","","","","       180","X","","","","","","","      26.7","X"
"USW00003160","1988","36.6206","-116.0278","984.5","DESERT ROCK AIRPORT, NV US","       4.5","X","   1297.9","","    1297.9","0","        31","0","        13","0","         1","0","        3","","         1","0","         0","0","        54","0","         0","0","       222","0","       114","0","         6"," ","         1"," ","        20"," ","   -8.3","0,1227, ","    76"," ,0,0118, ","   109"," ,0,0117, ","  27.9"," ,0,0801, ","   43.3","0,0718, ","-0.6","0,1115","-2.8","0,1120","-5.0","0,1222","-7.2","0,1226","","","-1.1","0,0329","-2.8","0,0316","-6.1","0,0121","-7.2","0,0119","","","    1776.6","6","    1776.6","0","    148.6"," ,0","      142"," ,0","     17.32","0","     24.71","0","      9.93","0","","","","","","","       180","X","","","","","","","      29.8","X"
