"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SGM00061630","1979","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       344","S","       322","S","","","","","   47.0","S,0521,+","","","","","     38.38","S","",""
"SGM00061630","1980","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","        30","S","        22","S","         0","S","         0","S","         0","S","","","","","","","   11.0","S,1221, ","  23.1"," ,S,0809, ","","","    237.0"," ,S","","","","","     23.80","S"
"SGM00061630","1981","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","        28","S","        22","S","         6","S","","","","","","","","","","","",""," 290.1"," ,S,0507, ","","","    661.0"," ,S","","","","","",""
"SGM00061630","1984","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       333","S","       298","S","","","","","   45.5","S,0613, ","","","","","     37.64","S","",""
"SGM00061630","1988","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       338","S","       290","S","","","","","   46.0","S,0530,+","","","","","     37.20","S","",""
"SGM00061630","1992","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       335","S","       326","S","","","","","   45.7","S,0428, ","","","","","     38.07","S","",""
"SGM00061630","2009","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","         0","S","         0","S","         0","S","       343","S","       315","S","   11.0","S,0120,+","","","   46.5","S,0505, ","","","     30.60","S","     38.09","S","     23.12","S"
"SGM00061630","2010","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       336","S","       329","S","","","","","   47.0","S,0512, ","","","","","     39.14","S","",""
"SGM00061630","2011","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       348","S","       336","S","","","","","   48.5","S,0518, ","","","","","     39.24","S","",""
"SGM00061630","2012","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       344","S","       322","S","","","","","   47.0","S,0513,+","","","","","     38.33","S","",""
"SGM00061630","2013","15.65","-13.25","17.0","MATAM OURO SOGUI, SG","","","","","","","","","","","         0","S","       348","S","       332","S","","","","","   47.5","S,0530,+","","","","","     39.70","S","",""
