"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"IDM00097230","2004","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","        53","S","        34","S","         4","S","","","","","",""," 141.0"," ,S,0217, ","","","    637.9"," ,S","",""
"IDM00097230","2006","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       347","S","        28","S","","","   33.8","S,1220, ","","","     30.16","S"
"IDM00097230","2007","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       341","S","        19","S","","","   34.4","S,0310, ","","","     30.17","S"
"IDM00097230","2008","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       343","S","         7","S","","","   32.6","S,1109,+","","","     30.03","S"
"IDM00097230","2010","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       345","S","        43","S","","","   33.6","S,1215, ","","","     30.85","S"
"IDM00097230","2011","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       348","S","         5","S","","","   32.9","S,1129, ","","","     29.95","S"
"IDM00097230","2015","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       357","S","        46","S","","","   34.0","S,1125, ","","","     30.68","S"
"IDM00097230","2016","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       348","S","        89","S","","","   34.5","S,1226, ","","","     31.28","S"
"IDM00097230","2017","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       341","S","        15","S","","","   33.2","S,1112, ","","","     30.22","S"
"IDM00097230","2018","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       350","S","         9","S","","","   33.5","S,1217, ","","","     30.29","S"
"IDM00097230","2019","-8.749","115.167","1.0","DENPASAR NGURAH RAI, ID","","","","","","","         0","S","       354","S","        53","S","","","   35.0","S,1207, ","","","     30.56","S"
