"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"KZ000036421","1937","49.717","84.283","492.0","ZIRYANOVSK, KZ","       135","I","        68","I","         2","I","  29.4"," ,I,0627, ","    559.9"," ,I"
"KZ000036421","1938","49.717","84.283","492.0","ZIRYANOVSK, KZ","       140","I","        73","I","         0","I","  23.3"," ,I,0515, ","    622.4"," ,I"
"KZ000036421","1939","49.717","84.283","492.0","ZIRYANOVSK, KZ","       119","I","        53","I","         0","I","  21.9"," ,I,0524, ","    432.5"," ,I"
"KZ000036421","1943","49.717","84.283","492.0","ZIRYANOVSK, KZ","       118","I","        54","I","         1","I","  27.8"," ,I,1026, ","    462.6"," ,I"
"KZ000036421","1944","49.717","84.283","492.0","ZIRYANOVSK, KZ","       111","I","        74","I","         0","I","  20.7"," ,I,1122, ","    586.1"," ,I"
"KZ000036421","1945","49.717","84.283","492.0","ZIRYANOVSK, KZ","       118","I","        56","I","         0","I","  14.6"," ,I,0724, ","    386.9"," ,I"
"KZ000036421","1946","49.717","84.283","492.0","ZIRYANOVSK, KZ","       150","I","        91","I","         1","I","  32.6"," ,I,0913, ","    823.9"," ,I"
"KZ000036421","1947","49.717","84.283","492.0","ZIRYANOVSK, KZ","       138","I","        74","I","         1","I","  48.6"," ,I,0614, ","    746.1"," ,I"
"KZ000036421","1948","49.717","84.283","492.0","ZIRYANOVSK, KZ","       120","I","        66","I","         1","I","  37.3"," ,I,0517, ","    534.0"," ,I"
"KZ000036421","1949","49.717","84.283","492.0","ZIRYANOVSK, KZ","       130","I","        70","I","         0","I","  21.3"," ,I,0507, ","    534.5"," ,I"
"KZ000036421","1950","49.717","84.283","492.0","ZIRYANOVSK, KZ","       109","I","        63","I","         1","I","  34.0"," ,I,0519, ","    505.4"," ,I"
"KZ000036421","1951","49.717","84.283","492.0","ZIRYANOVSK, KZ","       106","I","        63","I","         1","I","  26.5"," ,I,1030, ","    461.8"," ,I"
"KZ000036421","1952","49.717","84.283","492.0","ZIRYANOVSK, KZ","       113","I","        63","I","         0","I","  23.2"," ,I,0402, ","    634.2"," ,I"
"KZ000036421","1953","49.717","84.283","492.0","ZIRYANOVSK, KZ","       109","I","        62","I","         1","I","  26.5"," ,I,0712, ","    492.0"," ,I"
"KZ000036421","1954","49.717","84.283","492.0","ZIRYANOVSK, KZ","       117","I","        76","I","         2","I","  40.9"," ,I,0615, ","    653.4"," ,I"
"KZ000036421","1955","49.717","84.283","492.0","ZIRYANOVSK, KZ","       108","I","        54","I","         1","I","  33.7"," ,I,0409, ","    505.6"," ,I"
"KZ000036421","1956","49.717","84.283","492.0","ZIRYANOVSK, KZ","       105","I","        66","I","         0","I","  24.1"," ,I,0602, ","    623.7"," ,I"
"KZ000036421","1957","49.717","84.283","492.0","ZIRYANOVSK, KZ","       126","I","        71","I","         3","I","  44.3"," ,I,0708, ","    701.3"," ,I"
"KZ000036421","1958","49.717","84.283","492.0","ZIRYANOVSK, KZ","       126","I","        81","I","         0","I","  23.3"," ,I,0320, ","    648.9"," ,I"
"KZ000036421","1959","49.717","84.283","492.0","ZIRYANOVSK, KZ","       119","I","        68","I","         0","I","  21.2"," ,I,0726, ","    541.3"," ,I"
"KZ000036421","1960","49.717","84.283","492.0","ZIRYANOVSK, KZ","       168","I","        98","I","         3","I","  31.6"," ,I,0728, ","    904.9"," ,I"
"KZ000036421","1961","49.717","84.283","492.0","ZIRYANOVSK, KZ","       129","I","        72","I","         1","I","  25.5"," ,I,0714, ","    591.0"," ,I"
"KZ000036421","1962","49.717","84.283","492.0","ZIRYANOVSK, KZ","        91","I","        51","I","         0","I","  20.6"," ,I,1025, ","    361.4"," ,I"
"KZ000036421","1963","49.717","84.283","492.0","ZIRYANOVSK, KZ","        93","I","        58","I","         1","I","  26.7"," ,I,0926, ","    484.5"," ,I"
"KZ000036421","1965","49.717","84.283","492.0","ZIRYANOVSK, KZ","       104","I","        57","I","         0","I","  25.3"," ,I,1026, ","    550.9"," ,I"
"KZ000036421","1966","49.717","84.283","492.0","ZIRYANOVSK, KZ","       143","I","        82","I","         0","I","  24.9"," ,I,0509, ","    768.8"," ,I"
