"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"GQC00914468","1970","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","","","","","         1"," ","","","","","","","","","",""
"GQC00914468","1971","13.45047","144.80094","65.8","MANGILAO, GU GQ","       296","0","       191","0","        27","0","        0","","         0","0","         2"," ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 139.2"," ,0,0804, ","   3039.9"," ,0","        0"," ,0"
"GQC00914468","1973","13.45047","144.80094","65.8","MANGILAO, GU GQ","       279","0","       154","0","        10","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0822, ","   1695.4"," ,0","        0"," ,0"
"GQC00914468","1975","13.45047","144.80094","65.8","MANGILAO, GU GQ","       241","0","       145","0","        28","0","        0","","         0","0","         1"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","  57.2"," ,0,1111, ","   2153.8"," ,0","        0"," ,0"
"GQC00914468","1976","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","1978","13.45047","144.80094","65.8","MANGILAO, GU GQ","       227","0","       144","0","        29","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.6"," ,0,1103, ","   2185.2"," ,0","        0"," ,0"
"GQC00914468","1979","13.45047","144.80094","65.8","MANGILAO, GU GQ","       206","0","       122","0","        16","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.2"," ,0,1005, ","   1579.8"," ,0","        0"," ,0"
"GQC00914468","1980","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   2824.1"," ,0","        0"," ,0"
"GQC00914468","1981","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","1982","13.45047","144.80094","65.8","MANGILAO, GU GQ","       236","0","       148","0","        30","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 140.0"," ,0,1004, ","   2606.9"," ,0","        0"," ,0"
"GQC00914468","1983","13.45047","144.80094","65.8","MANGILAO, GU GQ","       182","0","       103","0","        14","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  73.2"," ,0,0721, ","   1573.0"," ,0","        0"," ,0"
"GQC00914468","1987","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","1988","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","","","","","","","","","","","","","   1949.6"," ,0","",""
"GQC00914468","1990","13.45047","144.80094","65.8","MANGILAO, GU GQ","       270","0","       162","0","        30","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 138.4"," ,0,0114, ","   2666.0"," ,0","        0"," ,0"
"GQC00914468","1991","13.45047","144.80094","65.8","MANGILAO, GU GQ","       270","0","       155","0","        33","0","","","","","","","","","","","  85.1"," ,0,0820, ","   2331.7"," ,0","",""
"GQC00914468","1993","13.45047","144.80094","65.8","MANGILAO, GU GQ","       281","0","       151","0","        20","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0930, ","   1643.8"," ,0","        0"," ,0"
"GQC00914468","1994","13.45047","144.80094","65.8","MANGILAO, GU GQ","       292","0","       163","0","        19","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.4"," ,0,1024, ","   2056.7"," ,0","        0"," ,0"
"GQC00914468","1995","13.45047","144.80094","65.8","MANGILAO, GU GQ","       262","0","       162","0","        21","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  71.1"," ,0,0912, ","   2135.6"," ,0","        0"," ,0"
"GQC00914468","1996","13.45047","144.80094","65.8","MANGILAO, GU GQ","       256","0","       166","0","        31","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.3"," ,0,1107, ","   2907.1"," ,0","        0"," ,0"
"GQC00914468","1997","13.45047","144.80094","65.8","MANGILAO, GU GQ","       265","0","       150","0","        31","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 149.1"," ,0,0417, ","   2944.9"," ,0","        0"," ,0"
"GQC00914468","1998","13.45047","144.80094","65.8","MANGILAO, GU GQ","       225","0","       135","0","        12","0","","","         0","0","","","","","     0"," ,0,1231,+","  61.5"," ,0,0911, ","   1583.4"," ,0","        0"," ,0"
"GQC00914468","1999","13.45047","144.80094","65.8","MANGILAO, GU GQ","       251","0","       180","0","        26","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 108.0"," ,0,0215, ","   2261.6"," ,0","        0"," ,0"
"GQC00914468","2000","13.45047","144.80094","65.8","MANGILAO, GU GQ","       239","0","       151","0","        32","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  66.0"," ,0,1222, ","   2250.4"," ,0","        0"," ,0"
"GQC00914468","2002","13.45047","144.80094","65.8","MANGILAO, GU GQ","       266","0","       197","0","        27","0","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 206.8"," ,0,0706, ","   2745.6"," ,0","        0"," ,0"
"GQC00914468","2003","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","2004","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","2005","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","2008","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","2009","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","        0"," ,0"
"GQC00914468","2010","13.45047","144.80094","65.8","MANGILAO, GU GQ","","","","","","","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   1853.4"," ,0","        0"," ,0"
