"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00101084","1904","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         1"," ","","","","","","","",""
"USC00101084","1905","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         8"," ","","","","","","","",""
"USC00101084","1906","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","        12"," ","","","","","","","",""
"USC00101084","1907","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         3"," ","","","","","","","",""
"USC00101084","1915","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         1"," ","","","","","","","",""
"USC00101084","1931","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         3"," ","","","","","","","",""
"USC00101084","1932","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","","","","","","","","","         4"," ","","","","","","","",""
"USC00101084","1933","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","       134","6","        73","6","         4","6","","","         3"," ","","","  33.3"," ,6,1212, ","    686.9"," ,6","",""
"USC00101084","1936","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","       105","6","        46","6","         1","6","        24","6","","","   152"," ,6,1207,+","  26.9"," ,6,1223, ","    437.3"," ,6","     1450"," ,6"
"USC00101084","1937","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","       127","6","        75","6","         2","6","        28","6","         2"," ","   292"," ,6,0202, ","  28.2"," ,6,1228, ","    697.2"," ,6","     3054"," ,6"
"USC00101084","1938","48.7","-116.31667","531.0","BONNERS FERRY BRIDGE, ID US","       108","6","        50","6","         0","6","","","","","","","  23.6"," ,6,1227, ","    441.1"," ,6","",""
