"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00343820","2010","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1253.8","","    1253.8","0","        0","","         0","0","         0","0","        76","0","        13","0","       212","0","        78","0","  -15.6","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","   40.6","0,0814,+","-2.2","0,1105","-2.2","0,1105","-6.7","0,1126","-6.7","0,1126","-8.9","0,1226","0.0","0,0408","-5.0","0,0322","-5.0","0,0322","-7.2","0,0210","-13.9","0,0110","    2259.2","2","","","    2259.2","0","","","","","","","","","","","","","        0"," ,0","     16.00","0","     21.93","0","     10.08","0"
"USC00343820","2011","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1567.2","","    1567.2","K","","","","","         3","K","        74","K","        11","K","       219","K","       109","K","  -24.4","K,0210, ","","","","","   43.9","K,0805,+","-3.9","K,1104","-3.9","K,1104","-5.6","K,1128","-7.2","K,1206","-8.9","K,1207","0.0","K,0330","-2.8","K,0315","-4.4","K,0222","-10.6","K,0211","-10.6","K,0211","    1997.5","5","      32.2","K,3,2","    1997.5","K","      40.6","K,3,2","      -2.2","K,3,2","      -0.6","K,3,2","      14.8","K,3,2","      21.7","K,3,2","    606.2"," ,K","","","     17.01","K","     23.78","K","     10.24","K"
"USC00343820","2012","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1391.1","","    1391.1","7","","","","","         0","7","        58","7","         3","7","       231","7","        94","7","  -11.7","7,1229,+","","","","","   45.0","7,0801, ","-2.8","7,1027","-2.8","7,1027","-4.4","7,1112","-8.3","7,1210","-11.7","7,1226","-1.7","K,0309","-3.3","K,0225","-8.9","K,0212","-8.9","K,0212","-8.9","K,0212","    1631.7","7","","","    1631.7","7","","","","","","","","","","","    731.9"," ,7","","","     17.79","7","     24.18","7","     11.40","7"
"USC00343820","2013","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2030.2","2","","","    2030.2","7","","","","","","","","","","","","","","","","","","","",""
"USC00343820","2014","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1120.6","","    1120.6","7","","","","","         0","7","        88","7","        17","7","       205","7","        74","7","  -17.2","7,0106, ","","","","","   38.3","7,0825,+","-1.1","7,1101","-3.3","7,1111","-6.7","7,1112","-6.7","7,1112","-8.9","7,1117","-5.0","7,0415","-5.0","7,0415","-5.0","7,0415","-12.2","7,0304","-12.2","7,0304","","","      28.9","7,3,2","","","      36.1","7,3,2","       0.0","7,3,2","       0.6","7,3,2","      14.7","7,3,2","      19.7","7,3,2","","","","","     15.21","7","     21.52","7","      8.91","7"
"USC00343820","2015","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1123.5","","    1123.5","7","","","","","         0","7","        73","7","        11","7","       220","7","        77","7","  -14.4","7,0108, ","","","","","   38.9","7,0809, ","-0.6","7,1113","-2.2","7,1121","-5.0","7,1217","","","","","0.0","7,0404","-2.2","7,0306","-11.7","7,0305","-11.7","7,0305","-11.7","7,0305","    2054.8","8","","","    2054.8","7","","","","","","","","","","","","","","","     16.22","7","     22.28","7","     10.15","7"
"USC00343820","2016","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1253.1","","    1253.1","7","","","","","         0","7","        67","7","         6","7","       231","7","        85","7","  -17.2","7,1218, ","","","","","   39.4","7,0811, ","-3.9","7,1119","-3.9","7,1119","-7.8","7,1208","-7.8","7,1208","-8.9","7,1209","-1.1","7,0402","-3.9","7,0320","-4.4","7,0226","-6.7","7,0204","-8.9","7,0118","    1662.9","9","      31.1","7,3,2","    1662.9","7","      38.9","7,3,2","      -1.1","7,3,2","       0.0","7,3,2","      16.0","7,3,2","      22.2","7,3,2","    797.8"," ,7","","","     17.15","7","     23.33","7","     10.97","7"
"USC00343820","2017","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1126.8","","    1126.8","7","","","","","         1","7","        57","7","         7","7","       231","7","        66","7","  -18.3","7,0107, ","","","","","   40.6","7,0722, ","0.0","7,1027","-3.3","7,1028","-7.8","7,1207","-7.8","7,1207","-9.4","7,1208","-1.7","7,0315","-2.2","7,0314","-6.1","7,0225","-6.7","7,0112","-18.3","7,0107","    1575.7","7","      31.7","7,3,2","    1575.7","7","      39.4","7,3,2","       0.6","7,3,2","       1.1","7,3,2","      15.6","7,3,2","      22.2","7,3,2","","","","","     16.81","7","     23.00","7","     10.62","7"
"USC00343820","2018","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1214.1","","    1214.1","7","","","","","         0","7","        90","7","         8","7","       202","7","        78","7","  -16.1","7,0101, ","","","","","   43.9","7,0720, ","-3.9","7,1109","-3.9","7,1109","-7.2","7,1110","-7.2","7,1110","-8.9","7,1113","-1.7","7,0416","-2.8","7,0415","-4.4","7,0407","-6.7","7,0221","-11.1","7,0212","    2005.3","3","      30.6","7,3,2","    2005.3","7","      38.9","7,3,2","      -1.7","7,3,2","       0.0","7,3,2","      14.5","7,3,2","      21.0","7,3,2","    917.1"," ,7","","","     15.67","7","     21.72","7","      9.61","7"
"USC00343820","2019","35.8489","-97.4798","329.8","GUTHRIE 4 WSW MESONET, OK US","   1142.3","","    1142.3","7","","","","","         0","7","        80","7","        12","7","       200","7","        66","7","  -12.8","7,0304, ","","","","","   39.4","7,0807, ","-2.8","7,1029","-2.8","7,1029","-5.6","7,1031","-7.2","7,1111","-10.6","7,1112","0.0","7,0412","-2.8","7,0331","-7.2","7,0306","-7.2","7,0306","-11.1","7,0305","    2189.2","2","      30.6","7,3,2","    2189.2","7","      39.4","7,3,2","      -0.6","7,3,2","       0.6","7,3,2","      14.3","7,3,2","      20.7","7,3,2","","","","","     15.56","7","     21.40","7","      9.71","7"
