"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00004902","2013","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        10"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2014","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        96"," ","        18"," ","        44"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2015","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        97"," ","        12"," ","        43"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2016","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","       106"," ","        17"," ","        59"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2017","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        93"," ","        16"," ","        46"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2018","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","       109"," ","        14"," ","        56"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2019","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        21"," ","         3"," ","        46"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00004902","2020","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","       3.4","W","    382.6","","     382.6","W","        10","W","       148","W","        55","W","       145","W","        12","W","        93"," ","        12"," ","        44"," ","  -29.9","W,0214, ","   32.8","W,0824,+","-1.0","W,1004","-3.8","W,1023","-7.1","W,1024","-7.1","W,1024","-9.9","W,1113","-2.1","W,0509","-4.9","W,0416","-4.9","W,0416","-7.7","W,0415","-17.1","W,0229","","","","","      8.64","W","     13.66","W","      3.61","W","       300","W","      14.8","W"
"USW00004902","2021","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","       3.2","W","    439.5","","     439.5","W","        17","W","       144","W","        56","W","       147","W","        17","W","        98"," ","        19"," ","        19"," ","  -28.8","W,0215, ","   36.1","W,0610, ","0.0","W,1017","-2.7","W,1023","-6.0","W,1103","-7.7","W,1119","-11.0","W,1125","-2.1","W,0511","-4.9","W,0425","-4.9","W,0425","-7.7","W,0401","-9.9","W,0302","    4012.6","6","    4012.6","W","      8.89","W","     14.20","W","      3.59","W","       230","W","      17.9","W"
"USW00004902","2022","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","       3.9","W","    379.4","","     379.4","W","        32","W","       156","W","        72","W","       147","W","        13","W","        75"," ","        12"," ","        31"," ","  -28.8","W,0126, ","   36.1","W,0620, ","-1.0","W,0928","-2.7","W,1015","-7.1","W,1018","-7.1","W,1018","-9.9","W,1118","0.0","W,0427","-4.9","W,0419","-4.9","W,0419","-7.1","W,0328","-16.0","W,0312","    4041.3","3","    4041.3","W","      7.17","W","     12.43","W","      1.91","W","       300","W","      16.1","W"
"USW00004902","2023","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","       3.5","W","","","","","         9","W","       149","W","        50","W","       155","W","        27","W","       118"," ","        21"," ","        16"," ","  -26.0","W,0131, ","   38.9","W,0823, ","-1.0","W,1010","-2.7","W,1011","-6.0","W,1030","-7.1","W,1123","-11.0","W,1124","-1.0","W,0503","-3.8","W,0406","-6.0","W,0330","-9.9","W,0329","-9.9","W,0329","","","","","      9.40","W","     14.90","W","      3.91","W","       230","W","      14.8","W"
"USW00004902","2024","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","    344.6","","     344.6","D","        12","D","       131","D","        43","D","       164","D","         4","D","        82"," ","        17"," ","        25"," ","  -24.9","D,0114, ","   33.9","D,0826, ","-1.0","W,1014","-3.8","W,1016","-7.1","W,1125","-7.1","W,1125","-12.7","W,1129","0.0","W,0424","-2.7","W,0405","-7.7","W,0328","-7.7","W,0328","-16.0","W,0228","    3248.8","8","    3248.8","D","      9.83","D","     15.09","D","      4.57","D","","","",""
"USW00004902","2025","43.66472","-92.93333","375.8","AUSTIN MUNICIPAL AIRPORT, MN US","","","","","","","","","","","","","","","","","        12"," ","         3"," ","         5"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
