"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00045802","1995","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        16"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00045802","1996","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     35.1","","      35.1","0","        79","0","        45","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       137","0","         2","0","         1"," ","         1"," ","    1.1","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  63.2"," ,0,1221, ","   40.0","0,1008, ","","","","","","","","","    1201.3","3","    1201.3","0","    607.7"," ,0","        0"," ,0","     14.71","0","     20.13","0","      9.29","0"
"USC00045802","1997","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","    114.6","","     114.6","0","        65","0","        31","0","         3","0","        0","","         0","0","         0","0","         4","0","         0","0","       182","0","         7","0","         2"," ","","","   -1.7","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  45.0"," ,0,1126, ","   36.1","0,0516, ","0.0","0,1226","","","-1.7","0,0114","","","    1390.9","9","    1390.9","0","    469.9"," ,0","        0"," ,0","     15.25","0","     20.74","0","      9.76","0"
"USC00045802","1998","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     26.2","","      26.2","0","       113","0","        63","0","         6","0","        0","","         0","0","         0","0","         6","0","         0","0","        89","0","         0","0","","","","","   -3.3","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.4"," ,0,0203, ","   28.9","0,1006,+","-0.6","0,1220","-2.2","0,1221","","","","","    1313.7","7","    1313.7","0","    885.3"," ,0","        0"," ,0","     14.07","0","     18.80","0","      9.35","0"
"USC00045802","1999","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     16.4","","      16.4","0","        72","0","        35","0","         1","0","        0","","         0","0","         0","0","         1","0","         0","0","       108","0","         0","0","","","","","    0.0","0,1216, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.6"," ,0,0209, ","   31.7","0,1010, ","0.0","0,1216","","","","","","","    1834.8","8","    1834.8","0","    339.3"," ,0","        0"," ,0","     13.53","0","     18.77","0","      8.29","0"
"USC00045802","2001","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     21.3","","      21.3","0","        76","0","        42","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","        88","0","         2","0","","","","","    0.6","0,0118, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.5"," ,0,1220, ","   33.9","0,0530, ","","","","","","","","","","","","","    461.2"," ,0","        0"," ,0","     13.85","0","     18.59","0","      9.12","0"
"USC00045802","2002","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     21.5","","      21.5","0","        54","0","        24","0","         3","0","        0","","         0","0","         0","0","         4","0","         0","0","       100","0","         1","0","","","","","   -0.6","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.0"," ,0,1216,+","   32.8","0,0809, ","","","","","0.0","0,0131","","","    1712.9","9","    1712.9","0","    312.3"," ,0","        0"," ,0","     13.83","0","     18.86","0","      8.80","0"
"USC00045802","2003","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     74.7","","      74.7","0","        76","0","        36","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       111","0","         5","0","","","","","    0.6","0,1123, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.8"," ,0,1229, ","   35.6","0,0626, ","","","","","","","","","    1470.9","9","    1470.9","0","    362.8"," ,0","        0"," ,0","     14.53","0","     19.52","0","      9.55","0"
"USC00045802","2004","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     60.9","","      60.9","0","        56","0","        29","0","         4","0","        0","","         0","0","         0","0","         1","0","         0","0","       118","0","         4","0","","","","","    0.0","0,0104, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.5"," ,0,1227, ","   35.0","0,0905, ","","","","","0.0","0,0104","","","    1456.2","2","    1456.2","0","    391.8"," ,0","        0"," ,0","     14.48","0","     19.51","0","      9.44","0"
"USC00045802","2005","36.5927","-121.8555","37.2","MONTEREY WEATHER FORECAST OFFICE, CA US","     10.9","","      10.9","0","        83","0","        50","0","         3","0","        0","","         0","0","         0","0","         1","0","         0","0","        94","0","         0","0","","","","","    0.0","0,0114, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.9"," ,0,0322, ","   30.0","0,1118, ","","","","","0.0","0,0114","","","    1425.1","1","    1425.1","0","    515.4"," ,0","        0"," ,0","     14.39","0","     19.18","0","      9.59","0"
