"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00412430","1910","29.15","-98.9","210.0","DEVINE, TX US","        35","6","        33","6","         4","6","        0","","         0","6","         0","6","       317","6","       164","6","","","","","     0"," ,6,1231,+","     8"," ,6,0106, ","  76.5"," ,6,0409, ","   42.8","6,0609, ","    417.7"," ,6","        8"," ,6","     30.00","6"
"USC00412430","1912","29.15","-98.9","210.0","DEVINE, TX US","","","","","","","        0","","         0","6","         0","6","       275","6","       148","6","","","         1"," ","     0"," ,6,1231,+","     0"," ,6,1231,+","","","   41.7","6,0731,+","","","        0"," ,6","     27.81","6"
"USC00412430","1913","29.15","-98.9","210.0","DEVINE, TX US","        58","6","        57","6","         9","6","        0","","         0","6","         0","6","       295","6","       133","6","","","","","     0"," ,6,1231,+","     0"," ,6,1231,+"," 132.1"," ,6,1002, ","   41.1","6,0901,+","    873.6"," ,6","        0"," ,6","     28.35","6"
"USC00412430","1914","29.15","-98.9","210.0","DEVINE, TX US","        39","6","        39","6","         7","6","","","","","","","","","","","","","","","","","","","  52.1"," ,6,0518, ","","","    559.4"," ,6","","","",""
"USC00412430","1940","29.15","-98.9","210.0","DEVINE, TX US","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","",""
"USC00412430","1941","29.15","-98.9","210.0","DEVINE, TX US","        78","6","        42","6","         7","6","","","","","","","","","","","         6"," ","","","","","","","  95.3"," ,6,0428, ","","","    768.7"," ,6","","","",""
"USC00412430","1942","29.15","-98.9","210.0","DEVINE, TX US","        52","6","        41","6","         8","6","","","","","","","","","","","","","","","","","",""," 123.2"," ,6,1005, ","","","    789.4"," ,6","","","",""
"USC00412430","1943","29.15","-98.9","210.0","DEVINE, TX US","        50","6","        35","6","         5","6","","","","","","","","","","","","","","","","","","","  59.9"," ,6,1102, ","","","    592.6"," ,6","","","",""
"USC00412430","1944","29.15","-98.9","210.0","DEVINE, TX US","        66","6","        45","6","         9","6","","","","","","","","","","","","","","","","","","","  67.3"," ,6,0528, ","","","    750.3"," ,6","","","",""
"USC00412430","1945","29.15","-98.9","210.0","DEVINE, TX US","        53","6","        39","6","         8","6","","","","","","","","","","","","","","","","","","","  81.3"," ,6,0929, ","","","    615.9"," ,6","","","",""
"USC00412430","1946","29.15","-98.9","210.0","DEVINE, TX US","        52","6","        39","6","        12","6","","","","","","","","","","","         1"," ","","","","","",""," 273.1"," ,6,0829, ","","","   1090.1"," ,6","","","",""
"USC00412430","1948","29.15","-98.9","210.0","DEVINE, TX US","","","","","","","","","","","","","","","","","         1"," ","         1"," ","","","","","","","","","","","","","",""
"USC00412430","1951","29.15","-98.9","210.0","DEVINE, TX US","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","",""
