"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA00119M720","1994","59.4167","-126.1","435.0","LOWER LIARD BRIDGE, BC CA","      114","","","","   400"," ,C,0118, ","","","","","",""
"CA00119M720","1997","59.4167","-126.1","435.0","LOWER LIARD BRIDGE, BC CA","","","        14","C","","","   180"," ,C,0325, ","    463.8"," ,C","     1230"," ,C"
