"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"PEM00084628","1978","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","","","","","","","         0","S","         0","S","   11.0","S,0311,+","","","","","     16.75","S"
"PEM00084628","1979","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","         9","S","         0","S","         0","S","         0","S","         0","S","   12.0","S,0730,+","   1.0"," ,S,1207,+","      5.3"," ,S","     17.55","S"
"PEM00084628","1980","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        12","S","         3","S","         0","S","         0","S","         0","S","   13.0","S,0809, ","   7.1"," ,S,0811,+","     23.4"," ,S","     17.50","S"
"PEM00084628","1987","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","         3","S","         1","S","         0","S","","","","","","","  22.1"," ,S,0120, ","     24.4"," ,S","",""
"PEM00084628","1988","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        11","S","         0","S","         0","S","","","","","","","   1.0"," ,S,0709,+","      5.2"," ,S","",""
"PEM00084628","1989","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        10","S","         1","S","         0","S","","","","","","","  23.9"," ,S,0528, ","     27.9"," ,S","",""
"PEM00084628","1990","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        10","S","         0","S","         0","S","","","","","","","   1.0"," ,S,0614,+","      4.8"," ,S","",""
"PEM00084628","1991","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        19","S","         1","S","         0","S","","","","","","","  11.9"," ,S,0122, ","     26.7"," ,S","",""
"PEM00084628","1993","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        21","S","         1","S","         0","S","","","","","","","   3.0"," ,S,1226, ","     15.3"," ,S","",""
"PEM00084628","1994","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        13","S","         3","S","         0","S","","","","","","","   5.1"," ,S,0319, ","     15.0"," ,S","",""
"PEM00084628","1995","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        11","S","         1","S","         1","S","","","","","",""," 271.0"," ,S,0129, ","    275.1"," ,S","",""
"PEM00084628","1996","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","        16","S","         0","S","         0","S","","","","","","","   1.0"," ,S,0623, ","      5.7"," ,S","",""
"PEM00084628","1997","-12.022","-77.114","34.4","JORGE CHAVEZ INTERNATIONAL, PE","         5","S","         0","S","         0","S","","","","","","","   2.0"," ,S,1219, ","      3.4"," ,S","",""
