"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00485832","1965","42.81667","-104.11667","1524.9","LUSK 18 ENE, WY US","        76","0","        53","0","         2","0","        21","0","        22","0","       181","0","        41","0","       109","0","         5","0","  -25.0","0,0203, ","   127"," ,0,0929,+","  97.0"," ,0,0514, ","   36.1","0,0812, ","-0.6","0,0901","-5.0","0,0916","-5.0","0,0916","-7.8","0,1108","-9.4","0,1113","-0.6","0,0527","-2.2","0,0511","-8.3","0,0406","-8.3","0,0406","-8.9","0,0329","    509.5"," ,0","     1367"," ,0","      6.35","0","     13.36","0","     -0.67","0"
"USC00485832","1966","42.81667","-104.11667","1524.9","LUSK 18 ENE, WY US","        54","0","        38","0","         0","0","","","","","","","","","","","","","","","","","  17.8"," ,0,0812, ","","","","","","","","","","","","","","","","","","","","","","","    261.5"," ,0","","","","","","","",""
