"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00138838","1952","59.27","17.23","5.0","MARIEFRED, SW","","","","","       119","E","        70","E","         2","E","","","","","","","","","","","","","","","","","  44.9"," ,E,0906, ","","","","","","","","","","","","","","","","","","","","","","","    553.3"," ,E","","","","","",""
"SWE00138838","1953","59.27","17.23","5.0","MARIEFRED, SW","","","","","       111","E","        63","E","         1","E","","","","","","","","","","","","","","","","","  26.4"," ,E,1015, ","","","","","","","","","","","","","","","","","","","","","","","    526.7"," ,E","","","","","",""
"SWE00138838","1954","59.27","17.23","5.0","MARIEFRED, SW","","","","","       135","E","        84","E","         2","E","","","","","","","","","","","","","","","","","  33.0"," ,E,0815, ","","","","","","","","","","","","","","","","","","","","","","","    664.6"," ,E","","","","","",""
"SWE00138838","1955","59.27","17.23","5.0","MARIEFRED, SW","","","","","       105","E","        55","E","         0","E","","","","","","","","","","","","","","","","","  20.5"," ,E,1218, ","","","","","","","","","","","","","","","","","","","","","","","    440.3"," ,E","","","","","",""
"SWE00138838","1956","59.27","17.23","5.0","MARIEFRED, SW","","","","","       101","E","        53","E","         1","E","","","","","","","","","","","","","","","","","  31.7"," ,E,0803, ","","","","","","","","","","","","","","","","","","","","","","","    445.7"," ,E","","","","","",""
"SWE00138838","1982","59.27","17.23","5.0","MARIEFRED, SW","    102.1","","     102.1","E","       118","E","        68","E","         0","E","","","         7","E","       130","E","        55","E","        50","E","         2","E","  -23.1","E,0108, ","","","  22.4"," ,E,0703, ","   32.7","E,0805, ","-2.9","E,1018","-2.9","E,1018","-6.5","E,1106","-8.5","E,1208","-9.4","E,1214","-0.3","E,0429","-3.6","E,0421","-4.6","E,0330","-10.1","E,0308","-10.1","E,0308","    542.2"," ,E","      6.60","E","     10.65","E","      2.54","E"
"SWE00138838","1984","59.27","17.23","5.0","MARIEFRED, SW","","","","","       137","E","        70","E","         0","E","","","","","","","","","","","","","","","","","  24.8"," ,E,0809, ","","","","","","","","","","","","","","","","","","","","","","","    537.6"," ,E","","","","","",""
"SWE00138838","1985","59.27","17.23","5.0","MARIEFRED, SW","","","","","       133","E","        58","E","         1","E","","","","","","","","","","","","","","","","","  34.5"," ,E,0723, ","","","","","","","","","","","","","","","","","","","","","","","    566.1"," ,E","","","","","",""
"SWE00138838","1986","59.27","17.23","5.0","MARIEFRED, SW","","","","","       126","E","        73","E","         1","E","","","","","","","","","","","","","","","","","  32.0"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","","","    560.5"," ,E","","","","","",""
"SWE00138838","1987","59.27","17.23","5.0","MARIEFRED, SW","","","","","       106","E","        65","E","         1","E","","","","","","","","","","","","","","","","","  25.5"," ,E,0729, ","","","","","","","","","","","","","","","","","","","","","","","    538.2"," ,E","","","","","",""
"SWE00138838","1989","59.27","17.23","5.0","MARIEFRED, SW","","","","","       110","E","        56","E","         1","E","","","","","","","","","","","","","","","","","  40.3"," ,E,0731, ","","","","","","","","","","","","","","","","","","","","","","","    425.7"," ,E","","","","","",""
"SWE00138838","1990","59.27","17.23","5.0","MARIEFRED, SW","","","","","       125","E","        85","E","         0","E","","","","","","","","","","","","","","","","","  24.2"," ,E,0721, ","","","","","","","","","","","","","","","","","","","","","","","    603.0"," ,E","","","","","",""
"SWE00138838","1991","59.27","17.23","5.0","MARIEFRED, SW","","","","","       114","E","        65","E","         1","E","","","","","","","","","","","","","","","","","  36.0"," ,E,0808, ","","","","","","","","","","","","","","","","","","","","","","","    556.8"," ,E","","","","","",""
"SWE00138838","1992","59.27","17.23","5.0","MARIEFRED, SW","","","","","       124","E","        80","E","         1","E","","","","","","","","","","","","","","","","","  29.2"," ,E,0613, ","","","","","","","","","","","","","","","","","","","","","","","    619.1"," ,E","","","","","",""
"SWE00138838","1993","59.27","17.23","5.0","MARIEFRED, SW","","","","","       122","E","        75","E","         0","E","","","","","","","","","","","","","","","","","  21.8"," ,E,0820, ","","","","","","","","","","","","","","","","","","","","","","","    570.2"," ,E","","","","","",""
"SWE00138838","1994","59.27","17.23","5.0","MARIEFRED, SW","","","","","       119","E","        67","E","         0","E","","","","","","","","","","","","","","","","","  23.5"," ,E,0917, ","","","","","","","","","","","","","","","","","","","","","","","    620.9"," ,E","","","","","",""
"SWE00138838","1996","59.27","17.23","5.0","MARIEFRED, SW","","","","","        96","E","        55","E","         1","E","","","","","","","","","","","","","","","","","  32.9"," ,E,0709, ","","","","","","","","","","","","","","","","","","","","","","","    435.9"," ,E","","","","","",""
"SWE00138838","1997","59.27","17.23","5.0","MARIEFRED, SW","","","","","       108","E","        60","E","         3","E","","","","","","","","","","","","","","","","","  32.5"," ,E,0824, ","","","","","","","","","","","","","","","","","","","","","","","    557.6"," ,E","","","","","",""
"SWE00138838","1998","59.27","17.23","5.0","MARIEFRED, SW","","","","","       165","E","        84","E","         2","E","","","","","","","","","","","","","","","","","  34.0"," ,E,0706, ","","","","","","","","","","","","","","","","","","","","","","","    648.2"," ,E","","","","","",""
"SWE00138838","1999","59.27","17.23","5.0","MARIEFRED, SW","","","","","       121","E","        70","E","         1","E","","","","","","","","","","","","","","","","","  38.8"," ,E,0417, ","","","","","","","","","","","","","","","","","","","","","","","    575.2"," ,E","","","","","",""
"SWE00138838","2000","59.27","17.23","5.0","MARIEFRED, SW","","","","","       127","E","        75","E","         3","E","","","","","","","","","","","","","","","","","  31.2"," ,E,0712, ","","","","","","","","","","","","","","","","","","","","","","","    674.2"," ,E","","","","","",""
"SWE00138838","2001","59.27","17.23","5.0","MARIEFRED, SW","","","","","       119","E","        71","E","         1","E","","","","","","","","","","","","","","","","","  27.6"," ,E,0827, ","","","","","","","","","","","","","","","","","","","","","","","    578.9"," ,E","","","","","",""
"SWE00138838","2002","59.27","17.23","5.0","MARIEFRED, SW","","","","","        99","E","        69","E","         4","E","","","","","","","","","","","","","","","","","  66.5"," ,E,0721, ","","","","","","","","","","","","","","","","","","","","","","","    596.0"," ,E","","","","","",""
"SWE00138838","2003","59.27","17.23","5.0","MARIEFRED, SW","","","","","        99","E","        57","E","         0","E","","","","","","","","","","","","","","","","","  24.0"," ,E,0624, ","","","","","","","","","","","","","","","","","","","","","","","    513.2"," ,E","","","","","",""
"SWE00138838","2004","59.27","17.23","5.0","MARIEFRED, SW","","","","","       129","E","        70","E","         1","E","","","","","","","","","","","","","","","","","  27.0"," ,E,0607, ","","","","","","","","","","","","","","","","","","","","","","","    543.0"," ,E","","","","","",""
"SWE00138838","2005","59.27","17.23","5.0","MARIEFRED, SW","","","","","       116","E","        60","E","         3","E","","","","","","","","","","","","","","","","","  39.0"," ,E,0722, ","","","","","","","","","","","","","","","","","","","","","","","    595.3"," ,E","","","","","",""
"SWE00138838","2006","59.27","17.23","5.0","MARIEFRED, SW","","","","","       134","E","        67","E","         4","E","","","","","","","","","","","","","","","","","  58.0"," ,E,0723, ","","","","","","","","","","","","","","","","","","","","","","","    707.5"," ,E","","","","","",""
"SWE00138838","2007","59.27","17.23","5.0","MARIEFRED, SW","","","","","       135","E","        64","E","         1","E","","","","","","","","","","","","","","","","","  43.5"," ,E,0904, ","","","","","","","","","","","","","","","","","","","","","","","    518.0"," ,E","","","","","",""
"SWE00138838","2008","59.27","17.23","5.0","MARIEFRED, SW","","","","","       155","E","        70","E","         2","E","","","","","","","","","","","","","","","","","  46.6"," ,E,0804, ","","","","","","","","","","","","","","","","","","","","","","","    630.3"," ,E","","","","","",""
"SWE00138838","2009","59.27","17.23","5.0","MARIEFRED, SW","","","","","       139","E","        64","E","         1","E","","","","","","","","","","","","","","","","","  26.5"," ,E,0614, ","","","","","","","","","","","","","","","","","","","","","","","    534.8"," ,E","","","","","",""
"SWE00138838","2010","59.27","17.23","5.0","MARIEFRED, SW","","","","","       122","E","        62","E","         2","E","","","","","","","","","","","","","","","","","  96.6"," ,E,0729, ","","","","","","","","","","","","","","","","","","","","","","","    632.1"," ,E","","","","","",""
"SWE00138838","2011","59.27","17.23","5.0","MARIEFRED, SW","","","","","       117","E","        65","E","         1","E","","","","","","","","","","","","","","","","","  29.7"," ,E,0819, ","","","","","","","","","","","","","","","","","","","","","","","    543.4"," ,E","","","","","",""
"SWE00138838","2012","59.27","17.23","5.0","MARIEFRED, SW","","","","","       160","E","        80","E","         2","E","","","","","","","","","","","","","","","","","  41.2"," ,E,0831, ","","","","","","","","","","","","","","","","","","","","","","","    732.2"," ,E","","","","","",""
"SWE00138838","2013","59.27","17.23","5.0","MARIEFRED, SW","","","","","       119","E","        53","E","         0","E","","","","","","","","","","","","","","","","","  24.8"," ,E,0915, ","","","","","","","","","","","","","","","","","","","","","","","    428.4"," ,E","","","","","",""
"SWE00138838","2014","59.27","17.23","5.0","MARIEFRED, SW","","","","","       127","E","        56","E","         2","E","","","","","","","","","","","","","","","","","  31.5"," ,E,0730, ","","","","","","","","","","","","","","","","","","","","","","","    510.6"," ,E","","","","","",""
"SWE00138838","2015","59.27","17.23","5.0","MARIEFRED, SW","","","","","       122","E","        66","E","         2","E","","","","","","","","","","","","","","","","","  75.6"," ,E,0906, ","","","","","","","","","","","","","","","","","","","","","","","    632.1"," ,E","","","","","",""
"SWE00138838","2016","59.27","17.23","5.0","MARIEFRED, SW","","","","","       120","E","        51","E","         0","E","","","","","","","","","","","","","","","","","  22.3"," ,E,0828, ","","","","","","","","","","","","","","","","","","","","","","","    377.4"," ,E","","","","","",""
"SWE00138838","2017","59.27","17.23","5.0","MARIEFRED, SW","","","","","       123","E","        62","E","         0","E","","","","","","","","","","","","","","","","","  21.5"," ,E,0920, ","","","","","","","","","","","","","","","","","","","","","","","    533.4"," ,E","","","","","",""
"SWE00138838","2018","59.27","17.23","5.0","MARIEFRED, SW","","","","","       104","E","        50","E","         1","E","","","","","","","","","","","","","","","","","  32.8"," ,E,0621, ","","","","","","","","","","","","","","","","","","","","","","","    390.1"," ,E","","","","","",""
"SWE00138838","2019","59.27","17.23","5.0","MARIEFRED, SW","","","","","       148","E","        84","E","         1","E","","","","","","","","","","","","","","","","","  25.5"," ,E,0619, ","","","","","","","","","","","","","","","","","","","","","","","    620.0"," ,E","","","","","",""
"SWE00138838","2020","59.27","17.23","5.0","MARIEFRED, SW","","","","","       122","E","        66","E","         1","E","","","","","","","","","","","","","","","","","  26.3"," ,E,0616, ","","","","","","","","","","","","","","","","","","","","","","","    491.3"," ,E","","","","","",""
"SWE00138838","2021","59.27","17.23","5.0","MARIEFRED, SW","","","","","       123","E","        62","E","         3","E","","","","","","","","","","","","","","","","","  48.5"," ,E,0526, ","","","","","","","","","","","","","","","","","","","","","","","    570.7"," ,E","","","","","",""
"SWE00138838","2022","59.27","17.23","5.0","MARIEFRED, SW","","","","","       120","E","        61","E","         1","E","       26","","","","","","","","","","","","","","   110"," ,E,1122, ","  39.5"," ,E,0913, ","","","","","","","","","","","","","","","","","","","","","","","    517.4"," ,E","","","","","",""
"SWE00138838","2023","59.27","17.23","5.0","MARIEFRED, SW","","","","","       140","E","        75","E","         1","E","       43","","","","","","","","","","","","","","   150"," ,E,1231,+","  38.5"," ,E,0806, ","","","","","","","","","","","","","","","","","","","","","","","    606.5"," ,E","","","","","",""
"SWE00138838","2024","59.27","17.23","5.0","MARIEFRED, SW","","","","","       127","E","        62","E","         1","E","       27","","","","","","","","","","","","","","   160"," ,E,0121,+","  31.7"," ,E,1010, ","","","","","","","","","","","","","","","","","","","","","","","    553.7"," ,E","","","","","",""
