"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00291269","1931","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        51","6","        26","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","","","  39.1"," ,6,0429, ","","","","","","","","","","","","","","","","","","","","","","","    317.6"," ,6","","","","","","","",""
"USC00291269","1932","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        50","6","        30","6","         6","6","","","","","","","","","","","","","","","","","","","","","","","","","  43.4"," ,6,0604, ","","","","","","","","","","","","","","","","","","","","","","","    437.0"," ,6","","","","","","","",""
"USC00291269","1933","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","","","","","","","","","         0","6","","","","","","","","","","","","","","","","","","","     0","T,6,0330,+","","","","","","","","","","","","","","","","","","","","","","","","","","","        0","T,6","","","","","",""
"USC00291269","1934","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        33","6","        16","6","         1","6","","","         1","6","","","","","","","","","","","","","","","","","","","    30"," ,6,1128, ","  26.7"," ,6,0901, ","","","","","","","","","","","","","","","","","","","","","","","    132.5"," ,6","       30"," ,6","","","","","",""
"USC00291269","1935","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        38","6","        24","6","         2","6","","","         0","6","","","","","","","","","","","","","","","","","","","     0","T,6,1205, ","  43.9"," ,6,0626, ","","","","","","","","","","","","","","","","","","","","","","","    290.1"," ,6","        0","T,6","","","","","",""
"USC00291269","1936","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        34","6","        24","6","         1","6","","","","","","","","","","","","","","","","","","","","","","","",""," 120.7"," ,6,0713, ","","","","","","","","","","","","","","","","","","","","","","","    316.8"," ,6","","","","","","","",""
"USC00291269","1937","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        38","6","        28","6","         2","6","","","         4","6","","","","","","","","","","","","","","","","","","","   152"," ,6,1213, ","  37.3"," ,6,0907, ","","","","","","","","","","","","","","","","","","","","","","","    328.4"," ,6","      294"," ,6","","","","","",""
"USC00291269","1940","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        41","6","        35","6","         2","6","","","","","","","","","","","","","","","","","","","","","","","","","  53.3"," ,6,0621, ","","","","","","","","","","","","","","","","","","","","","","","    386.2"," ,6","","","","","","","",""
"USC00291269","1941","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        75","6","        58","6","        14","6","","","","","","","","","","","","","","","","","","","","","","","",""," 163.8"," ,6,0922, ","","","","","","","","","","","","","","","","","","","","","","","   1109.8"," ,6","","","","","","","",""
"USC00291269","1942","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        48","6","        36","6","         5","6","","","","","","","","","","","","","","","","","","","","","","","","","  54.1"," ,6,0720, ","","","","","","","","","","","","","","","","","","","","","","","    499.4"," ,6","","","","","","","",""
"USC00291269","1943","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        40","6","        22","6","         2","6","","","","","","","","","","","","","","","","","","","","","","","","","  34.8"," ,6,0714, ","","","","","","","","","","","","","","","","","","","","","","","    250.4"," ,6","","","","","","","",""
"USC00291269","1944","36.01667","-103.73333","1427.1","BUEYEROS 4 NW, NM US","","","","","        44","6","        34","6","         0","6","","","","","","","","","","","","","","","","","","","","","","","","","  24.4"," ,6,0606, ","","","","","","","","","","","","","","","","","","","","","","","    316.7"," ,6","","","","","","","",""
