"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00455656","1899","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00455656","1900","45.93333","-119.15","95.1","MOTTINGER, WA US","    418.8","","     418.8","6","        69","6","        30","6","         0","6","","","         0","6","        42","6","         5","6","       165","6","        34","6","         1"," ","  -17.2","6,1121, ","","","  16.0"," ,6,0413, ","   41.1","6,0731, ","-1.1","6,1113","-2.8","6,1118","-6.7","6,1119","-6.7","6,1119","-17.2","6,1121","0.0","6,0409","-5.0","6,0218","-5.0","6,0218","-8.3","6,0217","-13.3","6,0216","","","","","    210.4"," ,6","","","     13.19","6","     19.26","6","      7.13","6"
"USC00455656","1901","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","        64","6","        31","6","         0","6","","","","","","","","","","","","","","","","","","","  14.2"," ,6,0527, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    210.9"," ,6","","","","","","","",""
"USC00455656","1902","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","        72","6","        37","6","         0","6","         3","6","","","","","        16","6","       167","6","        48","6","         1"," ","","","   140"," ,6,0129, ","  20.1"," ,6,0418, ","   40.6","6,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","    282.3"," ,6","      250"," ,6","","","     19.05","6","",""
"USC00455656","1903","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","        59","6","        26","6","         0","6","","","","","","","        10","6","       170","6","        45","6","         1"," ","","","","","  12.4"," ,6,0911, ","   40.6","6,0720, ","","","","","","","","","","","","","","","","","","","","","","","","","    163.5"," ,6","","","","","     18.98","6","",""
"USC00455656","1904","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","","","","","","","","","","","","","         0","6","       181","6","        63","6","","","","","","","","","   42.8","6,0805, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     20.47","6","",""
"USC00455656","1905","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","        70","6","        27","6","         0","6","","","","","","","        11","6","       183","6","        72","6","         3"," ","","","","","  15.2"," ,6,0623, ","   45.6","6,0721, ","","","","","","","","","","","","","","","","","","","","","","","","","    209.1"," ,6","","","","","     20.14","6","",""
"USC00455656","1906","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","        77","6","        29","6","         0","6","","","         0","6","        71","6","         5","6","       193","6","        76","6","","","  -11.1","6,0317,+","","","  18.8"," ,6,1108, ","   44.4","6,0721,+","-1.1","6,1021","-2.2","6,1105","-5.0","6,1129","","","","","0.0","6,0412","-2.8","6,0318","-11.1","6,0317","-11.1","6,0317","-11.1","6,0317","    2426.9","9","    2426.9","6","    253.0"," ,6","","","     14.00","6","     21.09","6","      6.92","6"
"USC00455656","1907","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","","","","","","","","","","","","","        23","6","       194","6","        57","6","","","","","","","","","   42.2","6,0801, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     19.70","6","",""
"USC00455656","1908","45.93333","-119.15","95.1","MOTTINGER, WA US","","","","","","","","","","","","","         0","6","        84","6","","","","","","","","","  -13.3","6,0131, ","","","","","","","0.0","6,1020","-2.8","6,1111","-5.0","6,1206","-6.7","6,1217","","","-1.1","6,0407","-2.8","6,0319","-7.8","6,0204","-7.8","6,0204","-13.3","6,0131","    2169.4","4","    2169.4","6","","","","","","","","","      5.79","6"
