"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00248936","1965","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","","","","","","","","","","","","","","","","","","","","","        32"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00248936","1966","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","        95","0","        36","0","         1","0","","","","","","","","","","","","","","","        27"," ","","","","","  25.9"," ,0,0622, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    353.4"," ,0","","","","","","","",""
"USC00248936","1967","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","     24.2","","      24.2","0","       135","0","        66","0","         2","0","","","        39","0","       213","0","        50","0","       102","0","        18","0","","","        18"," ","  -35.6","0,1221, ","","","  35.8"," ,0,1005, ","   35.0","0,0905, ","0.0","0,0829","-2.2","0,1002","-5.0","0,1018","-10.0","0,1027","-10.0","0,1027","0.0","0,0624","-3.9","0,0526","-5.0","0,0513","-6.7","0,0512","-9.4","0,0504","","","","","    627.3"," ,0","","","      4.36","0","     12.71","0","     -3.99","0"
"USC00248936","1968","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","","","","","","","","","","","","","","","","","","","","","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00248936","1969","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","     36.7","","      36.7","0","        95","0","        42","0","         1","0","","","        48","0","       223","0","        69","0","       103","0","        15","0","","","        15"," ","  -41.7","0,0124, ","","","  26.9"," ,0,1003, ","   37.2","0,0824, ","-0.6","0,0807","-2.2","0,0905","-7.2","0,1005","-7.2","0,1005","-13.3","0,1013","0.0","0,0701","-3.9","0,0616","-4.4","0,0614","-6.7","0,0508","-8.9","0,0430","","","","","    382.4"," ,0","","","      3.70","0","     12.31","0","     -4.92","0"
"USC00248936","1970","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","     52.6","","      52.6","0","       130","0","        42","0","         0","0","        40","0","        31","0","       233","0","        42","0","       103","0","        13","0","","","        20"," ","  -37.8","0,0106, ","   356"," ,0,0102, ","  17.3"," ,0,0722, ","   35.6","0,0807, ","-1.7","0,0818","-3.3","0,0912","-6.1","0,0914","-8.9","0,0915","-8.9","0,0915","-0.6","0,0611","-2.8","0,0515","-5.0","0,0501","-7.2","0,0419","-10.0","0,0417","    4821.4","4","    4821.4","0","    349.8"," ,0","     2854"," ,0","      4.13","0","     12.39","0","     -4.14","0"
"USC00248936","1971","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","     52.6","","      52.6","0","       132","0","        33","0","         1","0","","","        38","0","       235","0","        52","0","       107","0","        24","0","","","        16"," ","  -33.9","0,1229, ","","","  27.9"," ,0,0517, ","   36.1","0,0806,+","0.0","0,0818","-2.2","0,0824","-7.8","0,0918","-7.8","0,0918","-11.7","0,1027","0.0","0,0729","-2.2","0,0629","-4.4","0,0430","-7.8","0,0427","-10.0","0,0413","    4936.0","0","    4936.0","0","    321.3"," ,0","","","      4.32","0","     12.68","0","     -4.05","0"
"USC00248936","1972","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","","","","","","","","","","","","","","","","","","","","","        28"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5017.6","6","    5017.6","0","","","","","","","","","",""
"USC00248936","1973","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","","","","","","","","","","","","","","","","","","","","","         4"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00248936","1974","46.83333","-111.2","1338.4","WHITE SULPHUR SPRNGS, MT US","","","","","        80","0","        43","0","         1","0","","","","","","","","","","","","","","","        16"," ","","","","","  26.2"," ,0,0820, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    366.8"," ,0","","","","","","","",""
