"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00158429","1999","38.49222","-83.01972","167.6","WARNOCK 1 W, KY US","       136","0","        81","0","         6","0","","","         7","0","        14","0","       199","0","        57","0","","","         3"," ","","","   114"," ,0,0213, ","  98.8"," ,0,0825, ","   39.4","0,0731, ","","","","","    999.2"," ,0","      388"," ,0","     20.56","0"
"USC00158429","2000","38.49222","-83.01972","167.6","WARNOCK 1 W, KY US","       159","0","        81","0","         9","0","       16","","         4","0","        24","0","       193","0","        26","0","","","","","    51"," ,0,0123,+","    38"," ,0,0120, ","  86.4"," ,0,0219, ","   35.0","0,0810, ","","","","","   1064.7"," ,0","      192"," ,0","     19.40","0"
"USC00158429","2001","38.49222","-83.01972","167.6","WARNOCK 1 W, KY US","","","","","","","","","","","","","","","","","        13"," ","         1"," ","","","","","","","","","","","","","","","","","",""
"USC00158429","2003","38.49222","-83.01972","167.6","WARNOCK 1 W, KY US","       161","0","       113","0","        11","0","       27","","         8","0","","","","","","","","","","","    76"," ,0,0208,+","    76"," ,0,0212,+","  43.7"," ,0,0607, ","","","","","","","   1371.4"," ,0","      533"," ,0","",""
"USC00158429","2004","38.49222","-83.01972","167.6","WARNOCK 1 W, KY US","","","","","","","","","","","","","","","","","","","         5"," ","","","","","","","","","    2743.4","4","    2743.4","0","","","","","",""
