"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HPUW","2004","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    785.6","","     785.6","U","         0","U","         0","U","         0","U","       364","U","         0","U","   10.6","U,0108, ","   30.0","U,0820,+","      19.4","4","      19.4","U","     20.43","U","     25.51","U","     15.36","U"
"USR0000HPUW","2005","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    720.8","","     720.8","U","         0","U","         0","U","         0","U","       361","U","         0","U","    7.2","U,0316, ","   29.4","U,1218,+","      34.8","8","      34.8","U","     20.20","U","     25.65","U","     14.75","U"
"USR0000HPUW","2006","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    659.5","","     659.5","U","         0","U","         0","U","         0","U","       364","U","         0","U","    9.4","U,0209, ","   30.6","U,0927, ","      30.3","3","      30.3","U","     20.04","U","     25.48","U","     14.61","U"
"USR0000HPUW","2007","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    610.5","","     610.5","U","         0","U","         0","U","         0","U","       364","U","         0","U","    7.2","U,0203, ","   31.1","U,1202, ","      45.1","1","      45.1","U","     19.87","U","     25.36","U","     14.38","U"
"USR0000HPUW","2008","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    474.0","","     474.0","U","         0","U","         0","U","         0","U","       365","U","         0","U","   10.0","U,0130, ","   28.9","U,1029,+","      49.4","4","      49.4","U","     19.47","U","     24.81","U","     14.13","U"
"USR0000HPUW","2010","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    451.0","","     451.0","U","         0","U","         0","U","         0","U","       365","U","         0","U","   10.0","U,0417, ","   28.3","U,0826,+","","","","","     19.42","U","     24.55","U","     14.30","U"
"USR0000HPUW","2011","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    502.4","","     502.4","U","         0","U","         0","U","         0","U","       361","U","         1","U","   10.6","U,0110,+","   33.3","U,0906, ","      36.2","2","      36.2","U","     19.62","U","     24.71","U","     14.52","U"
"USR0000HPUW","2012","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    506.6","","     506.6","U","         0","U","         0","U","         0","U","       365","U","         0","U","   10.0","U,0209,+","   30.6","U,0207, ","      42.3","3","      42.3","U","     19.59","U","     24.99","U","     14.20","U"
"USR0000HPUW","2014","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    815.4","","     815.4","U","         0","U","         0","U","         0","U","       360","U","         0","U","    8.3","U,0123, ","   30.0","U,0807, ","      22.7","7","      22.7","U","     20.49","U","     25.53","U","     15.44","U"
"USR0000HPUW","2015","19.795","-155.8453","709.0","PUU WAAWAA HAWAII, HI US","    960.1","","     960.1","U","         0","U","         0","U","         0","U","       357","U","         0","U","    8.3","U,0314,+","   31.1","U,0214, ","      38.9","9","      38.9","U","     20.87","U","     25.59","U","     16.15","U"
