"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00510541","1991","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2085.8"," ,0","        0"," ,0"
"USC00510541","1992","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1863.3"," ,0","        0"," ,0"
"USC00510541","1993","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00510541","1994","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   2230.0"," ,0","        0"," ,0"
"USC00510541","1995","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1525.7"," ,0","        0"," ,0"
"USC00510541","1996","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1645.9"," ,0","        0"," ,0"
"USC00510541","1997","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1848.8"," ,0","        0"," ,0"
"USC00510541","1998","20.98889","-156.6275","320.0","FIELD 46 474, HI US","","","         0","0","","","     0"," ,0,1231,+","   1447.1"," ,0","        0"," ,0"
"USC00510541","1999","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1125.1"," ,0","        0"," ,0"
"USC00510541","2000","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1173.0"," ,0","        0"," ,0"
"USC00510541","2001","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1146.3"," ,0","        0"," ,0"
"USC00510541","2002","20.98889","-156.6275","320.0","FIELD 46 474, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","   1204.0"," ,0","        0"," ,0"
