"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00411267","1949","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","        78","0","        48","0","         6","0","","","","","","","","","","","","","","","","","","","","","","","","","  53.6"," ,0,0506, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    574.0"," ,0","","","","","","","",""
"USC00411267","1982","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      24.4","0,0,2","","","      35.6","0,0,2","      -1.7","0,0,2","       0.0","0,0,2","      11.5","0,0,2","      18.6","0,0,2","","","","","","","","","",""
"USC00411267","1983","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      25.0","0,0,2","","","      37.2","0,0,2","      -7.2","0,0,2","      -5.0","0,0,2","      11.2","0,0,2","      18.5","0,0,2","","","","","","","","","",""
"USC00411267","1984","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      23.9","0,0,2","","","      36.1","0,0,2","      -3.9","0,0,2","       0.0","0,0,2","      10.9","0,0,2","      18.3","0,0,2","","","","","","","","","",""
"USC00411267","1985","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      24.4","0,0,2","","","      40.0","0,0,2","      -2.2","0,0,2","       0.0","0,0,2","      11.0","0,0,2","      20.0","0,0,2","","","","","","","","","",""
"USC00411267","1986","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      25.0","0,0,2","","","      37.2","0,0,2","      -1.1","0,0,2","       1.7","0,0,2","      11.9","0,0,2","      20.2","0,0,2","","","","","","","","","",""
"USC00411267","1987","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      24.4","0,0,2","","","      36.7","0,0,2","       0.6","0,0,2","       1.1","0,0,2","      11.2","0,0,2","      19.0","0,0,2","","","","","","","","","",""
"USC00411267","1988","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      26.1","0,0,2","","","      35.6","0,0,2","      -1.1","0,0,2","       0.0","0,0,2","      11.3","0,0,2","      18.0","0,0,2","","","","","","","","","",""
"USC00411267","1989","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      23.9","0,0,2","","","      33.9","0,0,2","      -4.4","0,0,2","      -1.7","0,0,2","      12.0","0,0,2","      18.2","0,0,2","","","","","","","","","",""
"USC00411267","1990","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      25.6","0,0,2","","","      36.7","0,0,2","      -5.0","0,0,2","      -1.7","0,0,2","      12.3","0,0,2","      18.9","0,0,2","","","","","","","","","",""
