"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00140637","1943","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","",""
"USC00140637","1944","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","         1"," ","         1"," ","","","","","","","","","","","","","",""
"USC00140637","2003","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","",""
"USC00140637","2004","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","        8","","         4","0","","","","","   102"," ,0,0206,+","   102"," ,0,0205, ","","","","","","","   1206.3"," ,0","      254"," ,0"
"USC00140637","2005","37.6557","-96.5352","484.6","BEAUMONT, KS US","        65","0","        54","0","        14","0","        9","","         4","0","         9"," ","","","   127"," ,0,1208, ","   127"," ,0,1208, "," 144.8"," ,0,0825, ","","","","","   1202.5"," ,0","      330"," ,0"
"USC00140637","2006","37.6557","-96.5352","484.6","BEAUMONT, KS US","        78","0","        50","0","         9","0","        5","","         3","0","         3"," ","","","   152"," ,0,1203,+","   152"," ,0,1201, ","  64.3"," ,0,0425, ","","","","","    817.2"," ,0","      236"," ,0"
"USC00140637","2007","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","       34","","         8","0","         3"," ","         1"," ","   152"," ,0,0124,+","   127"," ,0,0414,+","","","","","","","","","      665"," ,0"
"USC00140637","2008","37.6557","-96.5352","484.6","BEAUMONT, KS US","        88","0","        71","0","        17","0","","","         8","0","         3"," ","         1"," ","","","    76"," ,0,0206, ","  96.5"," ,0,0609, ","","","","","   1343.0"," ,0","      388"," ,0"
"USC00140637","2009","37.6557","-96.5352","484.6","BEAUMONT, KS US","        91","0","        62","0","        13","0","","","         5","0","","","","","","","    76"," ,0,1227,+","  93.2"," ,0,0721, ","","","","","   1116.6"," ,0","      294"," ,0"
"USC00140637","2010","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","         5","0","","","","","","","   152"," ,0,0321, ","","","","","","","","","      343"," ,0"
"USC00140637","2011","37.6557","-96.5352","484.6","BEAUMONT, KS US","        65","7","        48","7","         4","7","","","","","","","         6"," ","","","","","  63.0"," ,7,1108, ","","","","","    595.4"," ,7","",""
"USC00140637","2012","37.6557","-96.5352","484.6","BEAUMONT, KS US","        56","7","        44","7","         7","7","","","","","","","         1"," ","","","","","  47.5"," ,7,0603, ","","","","","    610.0"," ,7","",""
"USC00140637","2014","37.6557","-96.5352","484.6","BEAUMONT, KS US","        53","7","        45","7","         8","7","","","         5","7","","","         1"," ","","","   152"," ,7,0205, ","  68.1"," ,7,0902, ","","","","","    742.0"," ,7","      399"," ,7"
"USC00140637","2015","37.6557","-96.5352","484.6","BEAUMONT, KS US","        60","7","        49","7","         7","7","        3","","         2","7","","","","","    51"," ,7,0301, ","    38"," ,7,0301, ","  71.6"," ,7,0524, ","","","","","    896.1"," ,7","       71"," ,7"
"USC00140637","2016","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","",""
"USC00140637","2017","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","",""
"USC00140637","2018","37.6557","-96.5352","484.6","BEAUMONT, KS US","        72","7","        57","7","        14","7","","","","","","","","","","","","","  65.0"," ,7,0906, ","","","","","   1032.8"," ,7","",""
"USC00140637","2022","37.6557","-96.5352","484.6","BEAUMONT, KS US","","","","","","","","","","","","","","","","","","","","","    2519.3","3","    2519.3","7","","","",""
