"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00138108","1955","57.45","18.98","5.0","OSTERGARN, SW","","","","","       132","E","        65","E","         4","E","","","","","","","","","","","","","  46.5"," ,E,0117, ","","","","","","","","","","","","","","","","","","","","","","","","","    551.4"," ,E","","","","","",""
"SWE00138108","1956","57.45","18.98","5.0","OSTERGARN, SW","","","","","       141","E","        63","E","         0","E","","","","","","","","","","","","","  24.7"," ,E,0612, ","","","","","","","","","","","","","","","","","","","","","","","","","    552.2"," ,E","","","","","",""
"SWE00138108","1957","57.45","18.98","5.0","OSTERGARN, SW","","","","","       134","E","        59","E","         0","E","","","","","","","","","","","","","  20.8"," ,E,1208, ","","","","","","","","","","","","","","","","","","","","","","","","","    483.7"," ,E","","","","","",""
"SWE00138108","1958","57.45","18.98","5.0","OSTERGARN, SW","","","","","       139","E","        75","E","         2","E","","","","","","","","","","","","","  37.2"," ,E,0311, ","","","","","","","","","","","","","","","","","","","","","","","","","    661.4"," ,E","","","","","",""
"SWE00138108","1959","57.45","18.98","5.0","OSTERGARN, SW","","","","","       107","E","        47","E","         0","E","","","","","","","","","","","","","  15.9"," ,E,1022, ","","","","","","","","","","","","","","","","","","","","","","","","","    356.2"," ,E","","","","","",""
"SWE00138108","1961","57.45","18.98","5.0","OSTERGARN, SW","      1.6","","       1.6","E","       137","E","        55","E","         1","E","         0","E","        61","E","        12","E","         8","E","         0","E","   -8.2","E,1224, ","  36.8"," ,E,0615, ","   25.5","E,0702, ","-0.3","E,1129","-2.5","E,1214","-4.9","E,1222","-8.2","E,1224","0.0","E,0420","-4.0","E,0412","-4.7","E,0320","-7.6","E,0126","","","","","","","    443.3"," ,E","      8.16","E","     10.58","E","      5.74","E"
"SWE00138108","1962","57.45","18.98","5.0","OSTERGARN, SW","      0.7","","       0.7","E","       147","E","        66","E","         0","E","         0","E","        99","E","        34","E","         1","E","         0","E","   -7.9","E,1223, ","  23.3"," ,E,0405, ","   22.1","E,0722, ","-0.1","E,1116","-3.7","E,1218","-7.0","E,1221","-7.0","E,1221","-0.3","E,0501","-3.9","E,0325","-5.7","E,0320","-6.9","E,0319","","","    4124.3","3","    4124.3","E","    547.5"," ,E","      6.35","E","      8.57","E","      4.11","E"
"SWE00138108","1963","57.45","18.98","5.0","OSTERGARN, SW","     15.3","","      15.3","E","       129","E","        55","E","         1","E","         0","E","       122","E","        70","E","        15","E","         0","E","  -10.9","E,0221, ","  48.3"," ,E,0906, ","   25.9","E,0803, ","-0.8","E,1124","-4.9","E,1213","-4.9","E,1213","-6.8","E,1220","-0.8","E,0426","-2.2","E,0411","-5.0","E,0402","-10.4","E,0322","-10.4","E,0322","    4552.9","9","    4552.9","E","    480.8"," ,E","      6.40","E","      8.78","E","      4.02","E"
"SWE00138108","1964","57.45","18.98","5.0","OSTERGARN, SW","      4.5","","       4.5","E","       104","E","        41","E","         0","E","         0","E","       109","E","        33","E","        10","E","         0","E","   -8.1","E,0212, ","  20.0"," ,E,0912, ","   25.0","E,0719, ","-1.5","E,1106","-2.4","E,1226","-4.6","E,1227","","","-0.6","E,0426","-3.0","E,0408","-4.9","E,0314","-7.9","E,0307","","","    4075.0","0","    4075.0","E","    303.2"," ,E","      6.95","E","      9.41","E","      4.50","E"
"SWE00138108","1965","57.45","18.98","5.0","OSTERGARN, SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4276.0","0","    4276.0"," ","","","","","","","",""
"SWE00138108","1967","57.45","18.98","5.0","OSTERGARN, SW","     47.8","","      47.8","E","","","","","","","         0","E","        86","E","        49","E","        38","E","         0","E","  -10.1","E,0130, ","","","   27.8","E,0710, ","-1.0","E,1206","-3.0","E,1208","-4.9","E,1210","","","-0.2","E,0419","-3.0","E,0402","-6.4","E,0201","-9.8","E,0131","-9.8","E,0131","    3795.5","5","    3795.5","E","","","      8.40","E","     10.45","E","      6.34","E"
"SWE00138108","1968","57.45","18.98","5.0","OSTERGARN, SW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3574.5","5","    3574.5"," ","","","","","","","",""
