"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00513461","1964","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    350.2"," ,0","        0"," ,0"
"USC00513461","1965","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    762.3"," ,0","        0"," ,0"
"USC00513461","1966","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    359.3"," ,0","        0"," ,0"
"USC00513461","1967","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00513461","1968","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00513461","1969","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    224.6"," ,0","        0"," ,0"
"USC00513461","1970","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    343.5"," ,0","        0"," ,0"
"USC00513461","1971","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"USC00513461","1972","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    388.8"," ,0","        0"," ,0"
"USC00513461","1973","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    293.9"," ,0","        0"," ,0"
"USC00513461","1974","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    339.7"," ,0","        0"," ,0"
"USC00513461","1975","20.7873","-156.9911","11.6","KAUMALAPAU HARBOR 658, HI US","        0","","         0","0","     0"," ,0,1231,+","     0"," ,0,1231,+","    395.1"," ,0","        0"," ,0"
