"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00141795","1945","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","","","","","","","","","","","         3"," ","","","","","","","","","","","",""
"USC00141795","1946","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","","","","","","","","","","","         4"," ","","","","","","","","","","","",""
"USC00141795","1947","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","","","","","","","","","         5","6","         1"," ","","","","","   152"," ,6,0103, ","","","","","      487"," ,6"
"USC00141795","1948","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        79","0","        54","0","         9","0","","","","","         9"," ","","","","","","","  98.0"," ,0,0715, ","    923.5"," ,0","",""
"USC00141795","1949","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        81","0","        66","0","        13","0","       36","","         6","0","         1"," ","","","   152"," ,0,0131,+","    94"," ,0,0111, ","  54.9"," ,0,0904, ","    943.6"," ,0","      454"," ,0"
"USC00141795","1950","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        67","0","        44","0","         7","0","        0","","         0","0","         3"," ","","","     0","T,0,1208,+","     0","T,0,1208,+"," 100.3"," ,0,0801, ","    738.6"," ,0","        0","T,0"
"USC00141795","1952","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        57","0","        36","0","         2","0","       15","","         3","0","","","","","   102"," ,0,1127,+","   102"," ,0,1126, ","  77.0"," ,0,0808, ","    449.9"," ,0","      244"," ,0"
"USC00141795","1954","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        40","0","        25","0","         5","0","        2","","         1","0","","","","","    25"," ,0,0123,+","    25"," ,0,0122, ","  53.1"," ,0,0524, ","    387.2"," ,0","       25"," ,0"
"USC00141795","1955","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        61","0","        47","0","         9","0","        7","","         2","0","","","","","    76"," ,0,0118, ","    76"," ,0,0118, ","  66.3"," ,0,0526, ","    750.7"," ,0","      140"," ,0"
"USC00141795","1956","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        53","0","        35","0","         2","0","       16","","         6","0","","","","","    76"," ,0,0206,+","    51"," ,0,0202,+","  38.1"," ,0,0819, ","    338.2"," ,0","      267"," ,0"
"USC00141795","1957","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","       100","0","        69","0","        12","0","        9","","         5","0","","","","","    51"," ,0,0223,+","    51"," ,0,0223,+","  98.6"," ,0,0817, ","   1212.0"," ,0","      203"," ,0"
"USC00141795","1958","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        72","0","        55","0","         9","0","       18","","        10","0","","","","","   152"," ,0,1231, ","   102"," ,0,0317,+","  53.8"," ,0,0704, ","    799.8"," ,0","      571"," ,0"
"USC00141795","1959","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        65","0","        53","0","        12","0","       16","","         3","0","","","","","   152"," ,0,0202,+","   152"," ,0,0201, ","  80.8"," ,0,1002, ","    909.3"," ,0","      279"," ,0"
"USC00141795","1960","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        82","0","        69","0","         9","0","       33","","        11","0","","","","","   203"," ,0,0303,+","   114"," ,0,0223, ","  38.1"," ,0,0727, ","    816.1"," ,0","      583"," ,0"
"USC00141795","1961","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        66","0","        53","0","        12","0","       13","","         6","0","","","","","   127"," ,0,0207, ","    76"," ,0,0205, ","  64.3"," ,0,1030, ","    929.6"," ,0","      242"," ,0"
"USC00141795","1962","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        70","0","        49","0","         7","0","       18","","         5","0","","","","","   279"," ,0,0119, ","   127"," ,0,0119, ","  65.5"," ,0,0705, ","    653.7"," ,0","      381"," ,0"
"USC00141795","1963","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        55","0","        36","0","         7","0","       15","","         2","0","","","","","   127"," ,0,1224,+","   127"," ,0,1222, ","  64.5"," ,0,0818, ","    579.0"," ,0","      165"," ,0"
"USC00141795","1964","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        62","0","        49","0","        10","0","","","         1","0","","","","","","","    76"," ,0,0215, "," 153.7"," ,0,1116, ","    952.3"," ,0","      254"," ,0"
"USC00141795","1965","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        58","0","        45","0","        11","0","","","","","","","","","","","",""," 101.6"," ,0,0906, ","    949.3"," ,0","",""
"USC00141795","1966","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        31","0","        26","0","         3","0","","","","","","","","","","","","","  36.8"," ,0,0918, ","    371.0"," ,0","",""
"USC00141795","1967","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        52","0","        48","0","        10","0","","","","","","","","","","","","","  78.7"," ,0,1007, ","    758.7"," ,0","",""
"USC00141795","1969","37.35691","-97.69451","418.8","CONWAY SPRINGS 4 SW, KS US","        68","0","        56","0","         9","0","","","","","","","","","","","",""," 108.5"," ,0,0530, ","    903.5"," ,0","",""
