"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"LAW00041075","1969","19.16667","102.9","1524.0","BAN SAN TON, LA","       211"," ","         3"," "
"LAW00041075","1970","19.16667","102.9","1524.0","BAN SAN TON, LA","        37"," ","",""
